fid,cameras$St,cameraNum,_count,_sum,_mean
61,ZAB22,61,49642599,49408324,0.995280766826894
62,ZAB22,62,49642599,49408324,0.995280766826894
63,ZAB23,63,49641854,49483681,0.996813716909123
64,ZAB24,64,49641548,49503098,0.997211005587497
65,ZAB24,65,49641548,49503098,0.997211005587497
66,ZAB25,66,49641724,49482133,0.996785143884205
67,ZAB26,67,49641861,49445141,0.996037215446053
68,ZAB26,68,49641861,49445141,0.996037215446053
69,ZAB27,69,49641061,49482914,0.996814189769232
70,ZAB27,70,49641061,49482914,0.996814189769232
71,ZAB28,71,49641275,49480186,0.996754938304868
72,ZAB29,72,49641409,49444289,0.996029121574692
73,ZAB29,73,49641409,49444289,0.996029121574692
74,ZAB30,74,49641724,49414365,0.995420001932246
75,ZAB30,75,49641724,49414365,0.995420001932246
76,SGE1,76,49561400,46178130,0.931735786317578
77,SGE10,77,49556823,45699674,0.922167145379759
78,SGE11,78,49559599,46521616,0.93870041200293
79,SGE12,79,49557868,45254464,0.913164061052828
80,SGE13,80,49556674,45314075,0.914388947894284
81,SGE14,81,49555702,45365418,0.915442949430925
82,SGE15,82,49557063,44954577,0.907127547086477
83,SGE16,83,49555918,45017417,0.908416568935319
84,SGE17,84,49554478,44974651,0.907579956749822
85,SGE18,85,49556251,44517370,0.898319971783176
86,SGE19,86,49554889,44567097,0.89934813495395
87,SGE2,87,49560288,46141552,0.931018641376741
88,SGE20,88,49554092,44670660,0.90145249760605
89,SGE21,89,49552755,44439939,0.896820751944064
90,SGE22,90,49554667,44142786,0.890789680818559
91,SGE23,91,49553781,44389171,0.895777680415547
92,SGE24,92,49553943,43812414,0.884135779064039
93,SGE25,93,49552686,43990760,0.887757325606931
94,SGE26,94,49551537,44157569,0.891144284787776
95,SGE27,95,49553622,43473279,0.877297707925366
96,SGE28,96,49552268,43453700,0.876926561666158
97,SGE29,97,49552963,43046897,0.868704803787414
98,SGE3,98,49558198,45930169,0.926792556097379
99,SGE30,99,49551528,42920577,0.866180695779957
100,SGE4,100,49559188,46072009,0.929636074747633
101,SGE5,101,49560217,45885823,0.925860009854275
102,SGE6,102,49559127,45838958,0.924934735028726
103,SGE7,103,49558535,46400850,0.93628372993673
104,SGE8,104,49558972,45557441,0.919257183139311
105,SGE9,105,49557848,45584575,0.919825554168535
106,SKP1,106,49626242,47890356,0.965020804920107
107,SKP10,107,49625327,47905140,0.965336510528182
108,SKP11,108,49623849,47328725,0.953749577143845
109,SKP12,109,49624035,47445609,0.956101393205933
110,SKP13,110,49624292,47578956,0.958783573174203
111,SKP14,111,49623224,47200557,0.951178766619436
112,SKP15,112,49624553,47794667,0.963125390771782
113,SKP16,113,49622354,47030654,0.947771522487627
114,SKP17,114,49622559,47153017,0.950233481509892
115,SKP18,115,49623088,47343310,0.95405811907554
116,SKP19,116,49621553,46832197,0.943787410281174
117,SKP2,117,49625332,47693320,0.961068028723717
118,SKP20,118,49620523,46597795,0.939083108817696
119,SKP21,119,49619919,46596575,0.939069952935635
120,SKP22,120,49620659,46794497,0.943044650011601
121,SKP23,121,49619898,46697386,0.941102015163352
122,SKP24,122,49621075,46970461,0.946582898496254
123,SKP25,123,49620280,46908700,0.945353391798676
124,SKP26,124,49621138,47095155,0.949094617701029
125,SKP27,125,49622138,47347615,0.954163139846977
126,SKP28,126,49624865,47900881,0.965259673754276
127,SKP29,127,49625537,47997409,0.967191730338354
128,SKP3,128,49625596,47812890,0.963472358095206
129,SKP30,129,49626218,48092687,0.969098370542764
130,SKP31,130,49618934,46102828,0.929137816624597
131,SKP32,131,49618004,45823781,0.923531325443885
132,SKP33,132,49617122,45595866,0.918954267440179
133,SKP34,133,49618116,45786301,0.922773871543208
134,SKP35,134,49619331,46103292,0.929139733867029
135,SKP36,135,49619012,45963385,0.926326082429856
136,SKP37,136,49618204,45750337,0.922047420337907
137,SKP4,137,49625934,47891781,0.965055509081199
138,SKP5,138,49626024,47973457,0.966699588909238
139,SKP6,139,49624554,47501142,0.957210456742845
140,SKP7,140,49624794,47609578,0.959390944776516
141,SKP8,141,49625031,47726409,0.961740638509626
142,SKP9,142,49625076,47791893,0.963059341208868
