fid,cameras$St,cameraNum,_count,_sum,_mean
1,SNA1,1,12404590,1362841,0.109865864168022
2,SNA10,2,12404497,1395567,0.112504924625319
3,SNA11,3,12404391,1375364,0.110877188569757
4,SNA12,4,12404243,1534736,0.123726695776598
5,SNA13,5,12404094,1652106,0.133190380530815
6,SNA14,6,12403873,1755940,0.141563848646306
7,SNA15,7,12403997,1662952,0.13406581765539
8,SNA16,8,12403762,1752250,0.141267625096322
9,SNA17,9,12403867,1729623,0.139442240069166
10,SNA18,10,12403652,1812938,0.146161630461738
11,SNA19,11,12403555,1865232,0.150378822845547
12,SNA2,12,12404402,1435288,0.115707955933708
13,SNA20,13,12403337,1880870,0.151642255628465
14,SNA21,14,12403438,1872365,0.150955323838439
15,SNA22,15,12403942,1664259,0.134171781841611
16,SNA23,16,12404118,1546052,0.124640220288133
17,SNA3,17,12404281,1434429,0.115639834344288
18,SNA4,18,12404717,1287926,0.103825504443189
19,SNA5,19,12404209,1545942,0.124630437942476
20,SNA6,20,12404020,1576765,0.12711725714728
21,SNA7,21,12404364,1524205,0.122876513459295
22,SNA8,22,12404522,1430643,0.115332376370488
23,SNA9,23,12404656,1285038,0.103593199198752
24,ZAB1,24,12410945,1601,0.000128999040766034
25,ZAB1,25,12410945,1601,0.000128999040766034
26,ZAB2,26,12410980,1601,0.000128998676977966
27,ZAB2,27,12410980,1601,0.000128998676977966
28,ZAB3,28,12411054,1549,0.000124808094461598
29,ZAB3,29,12411054,1549,0.000124808094461598
30,ZAB4,30,12411081,1474,0.000118764836036442
31,ZAB4,31,12411081,1474,0.000118764836036442
32,ZAB5,32,12410901,1549,0.000124809633079822
33,ZAB6,33,12410953,1474,0.000118766060914097
34,ZAB7,34,12410987,1474,0.000118765735553506
35,ZAB7,35,12410987,1474,0.000118765735553506
36,ZAB8,36,12410882,1474,0.000118766740349316
37,ZAB8,37,12410882,1474,0.000118766740349316
38,ZAB9,38,12410922,1522,0.000122633918737061
39,ZAB9,39,12410922,1522,0.000122633918737061
40,ZAB10,40,12410814,1549,0.0001248105079973
41,ZAB10,41,12410814,1549,0.0001248105079973
42,ZAB11,42,12410822,1474,0.000118767314525984
43,ZAB11,43,12410822,1474,0.000118767314525984
44,ZAB12,44,12410800,1502,0.000121023624585039
45,ZAB12,45,12410800,1502,0.000121023624585039
46,ZAB13,46,12410822,1522,0.000122634906857902
47,ZAB13,47,12410822,1522,0.000122634906857902
48,ZAB14,48,12410733,1502,0.000121024277937492
49,ZAB15,49,12410717,1604,0.000129243137201501
50,ZAB15,50,12410717,1604,0.000129243137201501
51,ZAB16,51,12410717,1604,0.000129243137201501
52,ZAB16,52,12410717,1604,0.000129243137201501
53,ZAB17,53,12410719,1652,0.000133110740803978
54,ZAB17,54,12410719,1652,0.000133110740803978
55,ZAB18,55,12410625,1734,0.000139718990784106
56,ZAB18,56,12410625,1734,0.000139718990784106
57,ZAB19,57,12410621,1859,0.000149791053969016
58,ZAB20,58,12410629,1859,0.000149790957412392
59,ZAB21,59,12410594,1907,0.000153659043233547
60,ZAB21,60,12410594,1907,0.000153659043233547
61,ZAB22,61,12410693,1817,0.000146406006497784
62,ZAB22,62,12410693,1817,0.000146406006497784
63,ZAB23,63,12410505,1992,0.000160509181536126
64,ZAB24,64,12410442,2479,0.000199751145043827
65,ZAB24,65,12410442,2479,0.000199751145043827
66,ZAB25,66,12410475,2061,0.000166069388963758
67,ZAB26,67,12410521,1928,0.000155352059756395
68,ZAB26,68,12410521,1928,0.000155352059756395
69,ZAB27,69,12410323,2733,0.000220219892745741
70,ZAB27,70,12410323,2733,0.000220219892745741
71,ZAB28,71,12410368,2732,0.000220138516440447
72,ZAB29,72,12410397,2479,0.000199751869339877
73,ZAB29,73,12410397,2479,0.000199751869339877
74,ZAB30,74,12410488,2109,0.00016993691142524
75,ZAB30,75,12410488,2109,0.00016993691142524
76,SGE1,76,12390411,158131,0.0127623692224576
77,SGE10,77,12389248,148664,0.0119994369311196
78,SGE11,78,12389956,177852,0.0143545303954267
79,SGE12,79,12389519,137695,0.0111138293585086
80,SGE13,80,12389224,140676,0.0113547063157467
81,SGE14,81,12388970,143265,0.0115639153214513
82,SGE15,82,12389337,122691,0.0099029512232979
83,SGE16,83,12389038,128558,0.0103767540304582
84,SGE17,84,12388656,121833,0.00983423867770644
85,SGE18,85,12389095,88920,0.00717727969637815
86,SGE19,86,12388768,87342,0.00705009569958853
87,SGE2,87,12390097,158713,0.0128096656547564
88,SGE20,88,12388549,95750,0.0077289115940858
89,SGE21,89,12388243,74777,0.00603612634979795
90,SGE22,90,12388701,61796,0.00498809358624443
91,SGE23,91,12388511,73599,0.00594090766840341
92,SGE24,92,12388517,52815,0.00426322214353825
93,SGE25,93,12388214,53275,0.0043004584841689
94,SGE26,94,12387923,59237,0.00478183469496864
95,SGE27,95,12388454,48466,0.00391219114184869
96,SGE28,96,12388138,46974,0.00379185314209448
97,SGE29,97,12388290,46455,0.00374991221548737
98,SGE3,98,12389609,151607,0.0122366250621791
99,SGE30,99,12387929,47546,0.00383809109658281
100,SGE4,100,12389837,154821,0.0124958060384491
101,SGE5,101,12390109,154477,0.0124677676362653
102,SGE6,102,12389835,152710,0.0123254264483748
103,SGE7,103,12389692,178322,0.0143927710228793
104,SGE8,104,12389794,147883,0.0119358723801219
105,SGE9,105,12389488,147864,0.0119346336184352
106,SKP1,106,12406605,198028,0.0159614979279182
107,SKP10,107,12406362,210226,0.0169450157910917
108,SKP11,108,12405991,383864,0.0309418248006145
109,SKP12,109,12406042,363272,0.0292818612092398
110,SKP13,110,12406111,328002,0.0264387445832139
111,SKP14,111,12405834,433669,0.0349568598128913
112,SKP15,112,12406177,286253,0.0230734254396016
113,SKP16,113,12405622,546009,0.0440130289315602
114,SKP17,114,12405690,476773,0.0384318002464998
115,SKP18,115,12405823,386897,0.0311867257819171
116,SKP19,116,12405424,675329,0.0544382038050453
117,SKP2,117,12406380,233489,0.0188200748324652
118,SKP20,118,12405179,811625,0.0654263029981268
119,SKP21,119,12405026,815424,0.065733356786193
120,SKP22,120,12405222,728921,0.0587592064051736
121,SKP23,121,12405010,764727,0.0616466250329504
122,SKP24,122,12405292,620568,0.0500244573041892
123,SKP25,123,12405100,635970,0.0512668176798252
124,SKP26,124,12405329,533482,0.0430042605077221
125,SKP27,125,12405600,399838,0.0322304443154704
126,SKP28,126,12406225,237717,0.0191611066218773
127,SKP29,127,12406407,159893,0.0128879376599526
128,SKP3,128,12406461,212353,0.0171163235027297
129,SKP30,129,12406607,120383,0.00970313640143514
130,SKP31,130,12404794,1027361,0.0828196743936256
131,SKP32,131,12404543,1153629,0.0930005240821851
132,SKP33,132,12404338,1281338,0.103297572188052
133,SKP34,133,12404572,1223564,0.0986381472895639
134,SKP35,134,12404887,1118143,0.0901372983083199
135,SKP36,135,12404813,1202498,0.0969380191382168
136,SKP37,136,12404588,1303671,0.105095872591657
137,SKP4,137,12406496,173320,0.0139701008246003
138,SKP5,138,12406570,157133,0.0126653055598767
139,SKP6,139,12406210,316002,0.0254712760786735
140,SKP7,140,12406226,301292,0.024285548240053
141,SKP8,141,12406319,252827,0.020378889177362
142,SKP9,142,12406340,245562,0.0197932669909095
