fid,cameras$St,cameraNum,_count,_sum,_mean
1,SNA1,1,77528120,71603018,0.923574800988338
2,SNA10,2,77527507,71218069,0.918616782040986
3,SNA11,3,77526954,70984286,0.915607828472147
4,SNA12,4,77526033,70788250,0.913090058406574
5,SNA13,5,77525041,70581416,0.910433778422639
6,SNA14,6,77523679,70364359,0.907649893653783
7,SNA15,7,77524533,70717732,0.912198103792512
8,SNA16,8,77523025,70325104,0.907151185083399
9,SNA17,9,77523686,70230196,0.905919205131706
10,SNA18,10,77522384,69980929,0.902719000488943
11,SNA19,11,77521632,69921370,0.901959468551952
12,SNA2,12,77527014,71396499,0.920924143937751
13,SNA20,13,77520266,69666322,0.898685280569084
14,SNA21,14,77520935,69587232,0.897657284448388
15,SNA22,15,77524039,70240746,0.90605116691611
16,SNA23,16,77525216,70458514,0.908846406825877
17,SNA3,17,77526152,71289075,0.919548734986873
18,SNA4,18,77529028,71779423,0.925839325626525
19,SNA5,19,77525761,71068191,0.916704203651738
20,SNA6,20,77524689,70884168,0.914343145575212
21,SNA7,21,77526707,71151066,0.917762004260029
22,SNA8,22,77527712,71374328,0.920629877481745
23,SNA9,23,77528636,71602736,0.923565016673323
24,ZAB1,24,77567808,77084744,0.993772364948098
25,ZAB1,25,77567808,77084744,0.993772364948098
26,ZAB2,26,77568174,77080736,0.993716005226577
27,ZAB2,27,77568174,77080736,0.993716005226577
28,ZAB3,28,77568576,77080192,0.993703842133186
29,ZAB3,29,77568576,77080192,0.993703842133186
30,ZAB4,30,77568739,77066167,0.993520946627739
31,ZAB4,31,77568739,77066167,0.993520946627739
32,ZAB5,32,77567634,77061170,0.993470678762743
33,ZAB6,33,77567990,77067339,0.993545649436062
34,ZAB7,34,77568197,77051825,0.993342993391995
35,ZAB7,35,77568197,77051825,0.993342993391995
36,ZAB8,36,77567484,77041732,0.993222005241268
37,ZAB8,37,77567484,77041732,0.993222005241268
38,ZAB9,38,77567690,77030828,0.99307879350281
39,ZAB9,39,77567690,77030828,0.99307879350281
40,ZAB10,40,77567141,77078520,0.993700670236125
41,ZAB10,41,77567141,77078520,0.993700670236125
42,ZAB11,42,77567118,77027578,0.993044217525266
43,ZAB11,43,77567118,77027578,0.993044217525266
44,ZAB12,44,77566907,77011924,0.992845105967678
45,ZAB12,45,77566907,77011924,0.992845105967678
46,ZAB13,46,77567140,76985386,0.992499994198574
47,ZAB13,47,77567140,76985386,0.992499994198574
48,ZAB14,48,77566511,77077041,0.993689673627321
49,ZAB15,49,77566436,77037976,0.993187001656232
50,ZAB15,50,77566436,77037976,0.993187001656232
51,ZAB16,51,77566506,77001695,0.992718364805552
52,ZAB16,52,77566506,77001695,0.992718364805552
53,ZAB17,53,77566523,76945636,0.991995425655472
54,ZAB17,54,77566523,76945636,0.991995425655472
55,ZAB18,55,77565908,76904625,0.991474566377796
56,ZAB18,56,77565908,76904625,0.991474566377796
57,ZAB19,57,77565857,76994745,0.992637069683895
58,ZAB20,58,77565927,77044062,0.993271981394614
59,ZAB21,59,77565721,76798312,0.990106338339845
60,ZAB21,60,77565721,76798312,0.990106338339845
61,ZAB22,61,77566338,76836278,0.990587927458945
62,ZAB22,62,77566338,76836278,0.990587927458945
63,ZAB23,63,77565167,76981651,0.992477087040888
64,ZAB24,64,77564690,76972397,0.992363883617662
65,ZAB24,65,77564690,76972397,0.992363883617662
66,ZAB25,66,77564944,76920563,0.991692368139916
67,ZAB26,67,77565190,76850735,0.990788973765165
68,ZAB26,68,77565190,76850735,0.990788973765165
69,ZAB27,69,77563959,76923369,0.991741138432606
70,ZAB27,70,77563959,76923369,0.991741138432606
71,ZAB28,71,77564272,76879992,0.991177896957506
72,ZAB29,72,77564470,76803034,0.990183185677669
73,ZAB29,73,77564470,76803034,0.990183185677669
74,ZAB30,74,77564999,76786483,0.989963050215472
75,ZAB30,75,77564999,76786483,0.989963050215472
76,SGE1,76,77439493,70837822,0.914750591148627
77,SGE10,77,77432346,70581270,0.911521781866198
78,SGE11,78,77436630,71981064,0.929547992984715
79,SGE12,79,77433944,69687521,0.899960887953738
80,SGE13,80,77432119,69998172,0.903994013130391
81,SGE14,81,77430561,70164151,0.906155787764472
82,SGE15,82,77432715,69266584,0.89453900718837
83,SGE16,83,77430911,69582412,0.898638684491262
84,SGE17,84,77428659,69624362,0.899206610306915
85,SGE18,85,77431422,68802041,0.888554532809691
86,SGE19,86,77429289,68965992,0.890696439173037
87,SGE2,87,77437735,71079680,0.91789461559019
88,SGE20,88,77427960,69144041,0.893011271380519
89,SGE21,89,77425981,68492658,0.884621119621332
90,SGE22,90,77428886,68257332,0.881548676807774
91,SGE23,91,77427559,68544412,0.885271509075987
92,SGE24,92,77427762,67720307,0.874625654296969
93,SGE25,93,77425835,67699543,0.8743792430524
94,SGE26,94,77424098,67496304,0.871773850048599
95,SGE27,95,77427303,66970701,0.864949422298746
96,SGE28,96,77425186,66535953,0.859358000121562
97,SGE29,97,77426322,65435275,0.84512958009293
98,SGE3,98,77434422,70903897,0.91566379871732
99,SGE30,99,77424038,64603378,0.83440982502101
100,SGE4,100,77436026,71242885,0.920022484108366
101,SGE5,101,77437604,70460868,0.909905063694894
102,SGE6,102,77435864,70692100,0.912911619349918
103,SGE7,103,77434958,71828774,0.927601381277949
104,SGE8,104,77435661,70077924,0.904982576438522
105,SGE9,105,77433914,70321789,0.908152324574475
106,SKP1,106,77540752,74598268,0.962052418578556
107,SKP10,107,77539328,74752582,0.964060225025422
108,SKP11,108,77537088,73968425,0.953974761084657
109,SKP12,109,77537323,74130756,0.956065455084128
110,SKP13,110,77537738,74344323,0.95881470001098
111,SKP14,111,77536062,73819153,0.952062190107101
112,SKP15,112,77538173,74538727,0.961316524700679
113,SKP16,113,77534703,73602733,0.949287611251958
114,SKP17,114,77535062,73749864,0.951180821909964
115,SKP18,115,77535861,73992610,0.954301777857345
116,SKP19,116,77533468,73412667,0.946851326191162
117,SKP2,117,77539340,74291894,0.958118730440574
118,SKP20,118,77531826,73075894,0.942527704687363
119,SKP21,119,77530930,72985991,0.941379021249971
120,SKP22,120,77532043,73252699,0.944805478684471
121,SKP23,121,77530891,73067258,0.942427683437818
122,SKP24,122,77532710,73447510,0.947309980523059
123,SKP25,123,77531462,73316927,0.945640970887406
124,SKP26,124,77532795,73573535,0.948934383185851
125,SKP27,125,77534411,73885801,0.952942055624824
126,SKP28,126,77538658,74751313,0.964052189296338
127,SKP29,127,77539682,74929320,0.966335146950951
128,SKP3,128,77539816,74539198,0.961302229553911
129,SKP30,129,77540781,75091669,0.96841517497741
130,SKP31,130,77529364,72338862,0.933051146917702
131,SKP32,131,77527946,71911464,0.927555387575985
132,SKP33,132,77526542,71481584,0.922027245843107
133,SKP34,133,77528075,71854676,0.926821361164971
134,SKP35,134,77529964,72333258,0.932971644356755
135,SKP36,135,77529509,72090081,0.929840546262198
136,SKP37,136,77528222,71769833,0.925725253959777
137,SKP4,137,77540308,74793418,0.964574682886222
138,SKP5,138,77540426,74918102,0.966181202048077
139,SKP6,139,77538121,74118171,0.955893308273488
140,SKP7,140,77538543,74306459,0.958316420776697
141,SKP8,141,77538910,74503369,0.960851384163125
142,SKP9,142,77538959,74595472,0.962038605651128
