fid,cameras$St,cameraNum,_count,_sum,_mean
1,SNA1,1,12404590,10953754,0.88304039069409
2,SNA10,2,12404497,10913393,0.879793271746529
3,SNA11,3,12404391,10922255,0.880515214330151
4,SNA12,4,12404243,10729070,0.864951613734107
5,SNA13,5,12404094,10571669,0.852272564203399
6,SNA14,6,12403873,10436485,0.841389217706437
7,SNA15,7,12403997,10556463,0.85105333385682
8,SNA16,8,12403762,10439193,0.841615068073702
9,SNA17,9,12403867,10448532,0.842360854078813
10,SNA18,10,12403652,10345934,0.834103859089242
11,SNA19,11,12403555,10302093,0.830575830880743
12,SNA2,12,12404402,10881033,0.877191258393593
13,SNA20,13,12403337,10273711,0.82830217384241
14,SNA21,14,12403438,10268699,0.827891347544124
15,SNA22,15,12403942,10508181,0.84716463524257
16,SNA23,16,12404118,10672877,0.860430141022522
17,SNA3,17,12404281,10891680,0.878058147828157
18,SNA4,18,12404717,11027947,0.889012381338486
19,SNA5,19,12404209,10737067,0.865598685091488
20,SNA6,20,12404020,10661351,0.859507724108797
21,SNA7,21,12404364,10777890,0.868878888107444
22,SNA8,22,12404522,10879472,0.877056931335202
23,SNA9,23,12404656,11029281,0.889124293329859
24,ZAB1,24,12410945,12395284,0.998738129932894
25,ZAB1,25,12410945,12395284,0.998738129932894
26,ZAB2,26,12410980,12395435,0.998747480053952
27,ZAB2,27,12410980,12395435,0.998747480053952
28,ZAB3,28,12411054,12395826,0.998773029268908
29,ZAB3,29,12411054,12395826,0.998773029268908
30,ZAB4,30,12411081,12397243,0.998885028628852
31,ZAB4,31,12411081,12397243,0.998885028628852
32,ZAB5,32,12410901,12395834,0.998785986609675
33,ZAB6,33,12410953,12396613,0.998844568986765
34,ZAB7,34,12410987,12397896,0.998945208789599
35,ZAB7,35,12410987,12397896,0.998945208789599
36,ZAB8,36,12410882,12397822,0.998947697673703
37,ZAB8,37,12410882,12397822,0.998947697673703
38,ZAB9,38,12410922,12398473,0.998996931895954
39,ZAB9,39,12410922,12398473,0.998996931895954
40,ZAB10,40,12410814,12395747,0.998785978099422
41,ZAB10,41,12410814,12395747,0.998785978099422
42,ZAB11,42,12410822,12397094,0.998893868593071
43,ZAB11,43,12410822,12397094,0.998893868593071
44,ZAB12,44,12410800,12396992,0.998887420633642
45,ZAB12,45,12410800,12396992,0.998887420633642
46,ZAB13,46,12410822,12399510,0.999088537407111
47,ZAB13,47,12410822,12399510,0.999088537407111
48,ZAB14,48,12410733,12395042,0.998735691115102
49,ZAB15,49,12410717,12395279,0.998756075092197
50,ZAB15,50,12410717,12395279,0.998756075092197
51,ZAB16,51,12410717,12395950,0.998810141267422
52,ZAB16,52,12410717,12395950,0.998810141267422
53,ZAB17,53,12410719,12397049,0.9988985327925
54,ZAB17,54,12410719,12397049,0.9988985327925
55,ZAB18,55,12410625,12397496,0.998942116130332
56,ZAB18,56,12410625,12397496,0.998942116130332
57,ZAB19,57,12410621,12396298,0.998845907871975
58,ZAB20,58,12410629,12395068,0.998746155412429
59,ZAB21,59,12410594,12398502,0.99902567113226
60,ZAB21,60,12410594,12398502,0.99902567113226
61,ZAB22,61,12410693,12398300,0.999001425625467
62,ZAB22,62,12410693,12398300,0.999001425625467
63,ZAB23,63,12410505,12394459,0.998707063088891
64,ZAB24,64,12410442,12393077,0.998600775057004
65,ZAB24,65,12410442,12393077,0.998600775057004
66,ZAB25,66,12410475,12394199,0.998688527232036
67,ZAB26,67,12410521,12396839,0.998897548297932
68,ZAB26,68,12410521,12396839,0.998897548297932
69,ZAB27,69,12410323,12391835,0.998510272456245
70,ZAB27,70,12410323,12391835,0.998510272456245
71,ZAB28,71,12410368,12391904,0.998512211724906
72,ZAB29,72,12410397,12393256,0.99861881936573
73,ZAB29,73,12410397,12393256,0.99861881936573
74,ZAB30,74,12410488,12395310,0.998777002161398
75,ZAB30,75,12410488,12395310,0.998777002161398
76,SGE1,76,12390411,12126401,0.978692393658289
77,SGE10,77,12389248,12118517,0.978147906959325
78,SGE11,78,12389956,12043147,0.972008859434206
79,SGE12,79,12389519,12142650,0.980074367697406
80,SGE13,80,12389224,12115810,0.977931305463522
81,SGE14,81,12388970,12075308,0.974682156789467
82,SGE15,82,12389337,12121444,0.978377131883651
83,SGE16,83,12389038,12093110,0.976113722469816
84,SGE17,84,12388656,12053250,0.972926361019307
85,SGE18,85,12389095,12028582,0.970900780081192
86,SGE19,86,12388768,12012493,0.969627730537855
87,SGE2,87,12390097,12117246,0.977978299927757
88,SGE20,88,12388549,12019302,0.970194491703589
89,SGE21,89,12388243,11919898,0.962194396735679
90,SGE22,90,12388701,11879459,0.958894641173437
91,SGE23,91,12388511,11936996,0.963553731356416
92,SGE24,92,12388517,11767045,0.9498348349524
93,SGE25,93,12388214,11817772,0.953952845825879
94,SGE26,94,12387923,11780779,0.950989039889899
95,SGE27,95,12388454,11660914,0.94127273669499
96,SGE28,96,12388138,11652996,0.940657587120841
97,SGE29,97,12388290,11474011,0.926198127425173
98,SGE3,98,12389609,12121864,0.978389552083524
99,SGE30,99,12387929,11466765,0.925640193772502
100,SGE4,100,12389837,12117998,0.978059517651443
101,SGE5,101,12390109,12132337,0.97919534041226
102,SGE6,102,12389835,12123529,0.978506089871253
103,SGE7,103,12389692,12049835,0.972569374605922
104,SGE8,104,12389794,12134017,0.979355831097757
105,SGE9,105,12389488,12126932,0.978808163824042
106,SKP1,106,12406605,12140478,0.978549570974493
107,SKP10,107,12406362,12110252,0.976132406905425
108,SKP11,108,12405991,11957072,0.963814337766326
109,SKP12,109,12406042,11970654,0.964905164757624
110,SKP13,110,12406111,11995658,0.966915256521564
111,SKP14,111,12405834,11905792,0.959692996053308
112,SKP15,112,12406177,12011964,0.96822445786482
113,SKP16,113,12405622,11802923,0.951417268718973
114,SKP17,114,12405690,11840044,0.954404309635337
115,SKP18,115,12405823,11914029,0.960357809393218
116,SKP19,116,12405424,11674449,0.941076177646165
117,SKP2,117,12406380,12094783,0.974884132196499
118,SKP20,118,12405179,11528978,0.929368129230542
119,SKP21,119,12405026,11481340,0.925539374121425
120,SKP22,120,12405222,11569165,0.932604430618009
121,SKP23,121,12405010,11531397,0.929575792361312
122,SKP24,122,12405292,11675588,0.94117800693446
123,SKP25,123,12405100,11658383,0.939805644452685
124,SKP26,124,12405329,11761882,0.948131403850716
125,SKP27,125,12405600,11889938,0.958433126974915
126,SKP28,126,12406225,12059161,0.972025011637303
127,SKP29,127,12406407,12142458,0.978724783089899
128,SKP3,128,12406461,12123278,0.97717455445191
129,SKP30,129,12406607,12197945,0.98318138069498
130,SKP31,130,12404794,11319666,0.912523496964158
131,SKP32,131,12404543,11184286,0.90162821798433
132,SKP33,132,12404338,11050459,0.890854393035727
133,SKP34,133,12404572,11110513,0.895678867436942
134,SKP35,134,12404887,11214677,0.904053136477583
135,SKP36,135,12404813,11122460,0.896624560160641
136,SKP37,136,12404588,11020767,0.88844280841895
137,SKP4,137,12406496,12156847,0.979877557692357
138,SKP5,138,12406570,12165711,0.980586173293666
139,SKP6,139,12406210,12018808,0.968773541637615
140,SKP7,140,12406226,12027950,0.969509180309951
141,SKP8,141,12406319,12078221,0.973553960687292
142,SKP9,142,12406340,12078318,0.973560131352196
