fid,cameras$St,cameraNum,_count,_sum,_mean
121,SKP23,121,49619898,2413470,0.0486391568156791
122,SKP24,122,49621075,2173108,0.0437940532324219
123,SKP25,123,49620280,2228761,0.0449163325962691
124,SKP26,124,49621138,2062359,0.041562106052465
125,SKP27,125,49622138,1852854,0.0373392617625625
126,SKP28,126,49624865,1420216,0.0286190400719478
127,SKP29,127,49625537,1332978,0.0268607269680528
128,SKP3,128,49625596,1519711,0.0306235314534056
129,SKP30,129,49626218,1255855,0.0253062806438323
130,SKP31,130,49618934,2957294,0.0596001115219444
131,SKP32,131,49618004,3212537,0.0647453895968891
132,SKP33,132,49617122,3422719,0.0689826185404305
133,SKP34,133,49618116,3252805,0.0655568018745411
134,SKP35,134,49619331,2964540,0.0597456664621294
135,SKP36,135,49619012,3097554,0.0624267569051959
136,SKP37,136,49618204,3290900,0.0663244481803493
137,SKP4,137,49625934,1448060,0.0291795011858114
138,SKP5,138,49626024,1371965,0.0276460794038225
139,SKP6,139,49624554,1802473,0.0363222004977617
140,SKP7,140,49624794,1702156,0.0343005151819875
141,SKP8,141,49625031,1590322,0.0320467709128484
142,SKP9,142,49625076,1530218,0.0308355799797667
