fid,cameras$St,cameraNum,_count,_sum,_mean
1,SNA1,1,124058,123493,0.995445678634187
2,SNA10,2,124077,124013,0.999484191268325
3,SNA11,3,124014,121861,0.982639056880675
4,SNA12,4,124037,124029,0.999935503116006
5,SNA13,5,124067,121094,0.976037141222082
6,SNA14,6,124060,123134,0.992535869740448
7,SNA15,7,124014,123560,0.996339123002242
8,SNA16,8,124054,109611,0.883574894803876
9,SNA17,9,124023,122239,0.985615571305322
10,SNA18,10,124026,122427,0.987107541967007
11,SNA19,11,124052,117538,0.947489762357721
12,SNA2,12,124059,123426,0.994897589050371
13,SNA20,13,124036,121521,0.979723628623948
14,SNA21,14,124050,116023,0.935292220878678
15,SNA22,15,124054,120481,0.971198026665807
16,SNA23,16,124056,120520,0.971496743406204
17,SNA3,17,124073,121104,0.9760705391181
18,SNA4,18,124049,123942,0.999137437625454
19,SNA5,19,124043,123907,0.998903606007594
20,SNA6,20,124015,123463,0.995548925533202
21,SNA7,21,124071,121742,0.981228490138711
22,SNA8,22,124066,124066,1
23,SNA9,23,124033,123969,0.999484008288117
24,ZAB1,24,124103,123315,0.99365043552533
25,ZAB1,25,124103,123315,0.99365043552533
26,ZAB2,26,124113,124113,1
27,ZAB2,27,124113,124113,1
28,ZAB3,28,124125,124125,1
29,ZAB3,29,124125,124125,1
30,ZAB4,30,124088,124088,1
31,ZAB4,31,124088,124088,1
32,ZAB5,32,124092,124092,1
33,ZAB6,33,124106,124106,1
34,ZAB7,34,124099,124099,1
35,ZAB7,35,124099,124099,1
36,ZAB8,36,124114,124114,1
37,ZAB8,37,124114,124114,1
38,ZAB9,38,124109,124109,1
39,ZAB9,39,124109,124109,1
40,ZAB10,40,124123,123139,0.992072379816795
41,ZAB10,41,124123,123139,0.992072379816795
42,ZAB11,42,124125,124125,1
43,ZAB11,43,124125,124125,1
44,ZAB12,44,124101,124101,1
45,ZAB12,45,124101,124101,1
46,ZAB13,46,124108,124108,1
47,ZAB13,47,124108,124108,1
48,ZAB14,48,124120,123474,0.994795359329681
49,ZAB15,49,124121,124121,1
50,ZAB15,50,124121,124121,1
51,ZAB16,51,124123,124123,1
52,ZAB16,52,124123,124123,1
53,ZAB17,53,124101,124101,1
54,ZAB17,54,124101,124101,1
55,ZAB18,55,124110,124110,1
56,ZAB18,56,124110,124110,1
57,ZAB19,57,124118,124118,1
58,ZAB20,58,124102,122422,0.986462748384394
59,ZAB21,59,124101,124101,1
60,ZAB21,60,124101,124101,1
61,ZAB22,61,124121,124121,1
62,ZAB22,62,124121,124121,1
63,ZAB23,63,124092,124092,1
64,ZAB24,64,124086,124086,1
65,ZAB24,65,124086,124086,1
66,ZAB25,66,124078,124078,1
67,ZAB26,67,124127,124127,1
68,ZAB26,68,124127,124127,1
69,ZAB27,69,124113,122761,0.98910670115137
70,ZAB27,70,124113,122761,0.98910670115137
71,ZAB28,71,124098,124098,1
72,ZAB29,72,124100,124100,1
73,ZAB29,73,124100,124100,1
74,ZAB30,74,124095,124095,1
75,ZAB30,75,124095,124095,1
76,SGE1,76,123879,109635,0.885016830939869
77,SGE10,77,123913,123913,1
78,SGE11,78,123869,123869,1
79,SGE12,79,123852,116102,0.937425314084553
80,SGE13,80,123898,123898,1
81,SGE14,81,123929,123929,1
82,SGE15,82,123902,115627,0.933213346031541
83,SGE16,83,123904,123904,1
84,SGE17,84,123861,123861,1
85,SGE18,85,123892,116877,0.943378103509508
86,SGE19,86,123848,123848,1
87,SGE2,87,123946,123889,0.999540122311329
88,SGE20,88,123861,123861,1
89,SGE21,89,123875,123875,1
90,SGE22,90,123904,117829,0.95097010588843
91,SGE23,91,123897,123897,1
92,SGE24,92,123909,115077,0.928721884608866
93,SGE25,93,123857,123857,1
94,SGE26,94,123845,123845,1
95,SGE27,95,123900,117472,0.948119451170299
96,SGE28,96,123878,123655,0.998199841779816
97,SGE29,97,123905,123897,0.999935434405391
98,SGE3,98,123867,123867,1
99,SGE30,99,123886,123778,0.999128230792826
100,SGE4,100,123899,123899,1
101,SGE5,101,123880,109439,0.883427510494026
102,SGE6,102,123878,123878,1
103,SGE7,103,123873,123324,0.99556804146182
104,SGE8,104,123913,117620,0.949214368145392
105,SGE9,105,123908,123908,1
106,SKP1,106,124045,122856,0.990414768833891
107,SKP10,107,124061,124061,1
108,SKP11,108,124072,124055,0.99986298278419
109,SKP12,109,124048,124048,1
110,SKP13,110,124046,124046,1
111,SKP14,111,124042,123207,0.993268409087245
112,SKP15,112,124089,124089,1
113,SKP16,113,124054,120247,0.969311751334096
114,SKP17,114,124076,124076,1
115,SKP18,115,124072,124072,1
116,SKP19,116,124075,118994,0.959048962321177
117,SKP2,117,124040,123776,0.997871654305063
118,SKP20,118,124031,122016,0.983754061484629
119,SKP21,119,124051,124050,0.999991938799365
120,SKP22,120,124031,124031,1
121,SKP23,121,123996,119721,0.965523081389722
122,SKP24,122,124044,124044,1
123,SKP25,123,124029,116995,0.94328745696571
124,SKP26,124,124082,123268,0.993439822053158
125,SKP27,125,124071,124071,1
126,SKP28,126,124079,124079,1
127,SKP29,127,124077,124077,1
128,SKP3,128,124076,124076,1
129,SKP30,129,124082,124082,1
130,SKP31,130,124066,122723,0.989175116470266
131,SKP32,131,124012,122649,0.989009128148889
132,SKP33,132,124043,119006,0.959393113678321
133,SKP34,133,124057,122953,0.991100864924994
134,SKP35,134,124068,122363,0.986257536189831
135,SKP36,135,124047,121097,0.97621869130249
136,SKP37,136,124054,121097,0.976163606171506
137,SKP4,137,124090,124090,1
138,SKP5,138,124053,124053,1
139,SKP6,139,124055,123618,0.996477368908952
140,SKP7,140,124084,124084,1
141,SKP8,141,124081,124081,1
142,SKP9,142,124068,124068,1
