fid,cameras$St,cameraNum,_count,_sum,_mean
1,SNA1,1,3101166,218965,0.0706073135072421
2,SNA10,2,3101138,150313,0.048470271235914
3,SNA11,3,3101030,189685,0.0611683859878814
4,SNA12,4,3101075,209441,0.0675381924010222
5,SNA13,5,3101078,314626,0.10145697721889
6,SNA14,6,3101016,523322,0.168758239235141
7,SNA15,7,3100967,523221,0.168728335386994
8,SNA16,8,3100946,599821,0.19343161731936
9,SNA17,9,3100940,412029,0.132872290337769
10,SNA18,10,3100906,564843,0.182154183325776
11,SNA19,11,3100889,676927,0.218300945309555
12,SNA2,12,3101129,391618,0.126282395862926
13,SNA20,13,3100813,792113,0.2554533278853
14,SNA21,14,3100868,616616,0.198852708338439
15,SNA22,15,3101000,276378,0.0891254434053531
16,SNA23,16,3101036,201426,0.0649544216835922
17,SNA3,17,3101113,467932,0.150891631488437
18,SNA4,18,3101198,117232,0.0378021654857252
19,SNA5,19,3101047,460196,0.148400201609327
20,SNA6,20,3100965,538798,0.173751719222887
21,SNA7,21,3101158,318063,0.10256265562735
22,SNA8,22,3101152,163838,0.0528313349361786
23,SNA9,23,3101135,141698,0.045692302979393
24,ZAB1,24,3102752,1411,0.00045475758294572
25,ZAB1,25,3102752,1411,0.00045475758294572
26,ZAB2,26,3102763,1411,0.000454755970726736
27,ZAB2,27,3102763,1411,0.000454755970726736
28,ZAB3,28,3102769,1186,0.000382239219226439
29,ZAB3,29,3102769,1186,0.000382239219226439
30,ZAB4,30,3102811,966,0.000311330596675079
31,ZAB4,31,3102811,966,0.000311330596675079
32,ZAB5,32,3102769,1411,0.000454755091339381
33,ZAB6,33,3102742,1411,0.000454759048609262
34,ZAB7,34,3102768,1177,0.000379338706600042
35,ZAB7,35,3102768,1177,0.000379338706600042
36,ZAB8,36,3102742,1411,0.000454759048609262
37,ZAB8,37,3102742,1411,0.000454759048609262
38,ZAB9,38,3102729,1409,0.000454116360146181
39,ZAB9,39,3102729,1409,0.000454116360146181
40,ZAB10,40,3102688,1474,0.000475071937623119
41,ZAB10,41,3102688,1474,0.000475071937623119
42,ZAB11,42,3102679,1474,0.000475073315673326
43,ZAB11,43,3102679,1474,0.000475073315673326
44,ZAB12,44,3102728,1411,0.000454761100554093
45,ZAB12,45,3102728,1411,0.000454761100554093
46,ZAB13,46,3102733,1411,0.000454760367714528
47,ZAB13,47,3102733,1411,0.000454760367714528
48,ZAB14,48,3102669,1474,0.000475074846849599
49,ZAB15,49,3102666,1474,0.000475075306204406
50,ZAB15,50,3102666,1474,0.000475075306204406
51,ZAB16,51,3102663,1474,0.000475075765560101
52,ZAB16,52,3102663,1474,0.000475075765560101
53,ZAB17,53,3102706,1466,0.000472490787074251
54,ZAB17,54,3102706,1466,0.000472490787074251
55,ZAB18,55,3102635,1474,0.000475080052922758
56,ZAB18,56,3102635,1474,0.000475080052922758
57,ZAB19,57,3102631,1474,0.000475080665409454
58,ZAB20,58,3102684,1474,0.000475072550088891
59,ZAB21,59,3102653,332,0.000107005198454355
60,ZAB21,60,3102653,332,0.000107005198454355
61,ZAB22,61,3102663,269,8.66997156958393e-05
62,ZAB22,62,3102663,269,8.66997156958393e-05
63,ZAB23,63,3102637,1474,0.000475079746680002
64,ZAB24,64,3102647,1473,0.000474755910034238
65,ZAB24,65,3102647,1473,0.000474755910034238
66,ZAB25,66,3102658,1464,0.000471853488202696
67,ZAB26,67,3102600,1432,0.000461548378779088
68,ZAB26,68,3102600,1432,0.000461548378779088
69,ZAB27,69,3102572,886,0.000285569521029649
70,ZAB27,70,3102572,886,0.000285569521029649
71,ZAB28,71,3102590,392,0.000126346052813939
72,ZAB29,72,3102608,332,0.000107006750449944
73,ZAB29,73,3102608,332,0.000107006750449944
74,ZAB30,74,3102624,332,0.000107006198624132
75,ZAB30,75,3102624,332,0.000107006198624132
76,SGE1,76,3097611,56678,0.0182973265526239
77,SGE10,77,3097334,26498,0.00855509932089984
78,SGE11,78,3097486,78809,0.0254428914287264
79,SGE12,79,3097361,36327,0.0117283713458005
80,SGE13,80,3097301,34658,0.0111897422949852
81,SGE14,81,3097281,28785,0.00929363528849982
82,SGE15,82,3097338,37462,0.0120949021385461
83,SGE16,83,3097274,35003,0.0113012281122045
84,SGE17,84,3097154,32328,0.0104379698264923
85,SGE18,85,3097285,36264,0.0117083187372166
86,SGE19,86,3097165,32216,0.0104017706515475
