"","Station","CameraName","Species","DateTimeOriginal","Media.Filename","CommunityName"
"152","SGE10","SGE10","Metachirus nudicaudatus","2022-11-25 18:46:00","f1f7bb5a-8470-4218-83ba-07992fb30c34","Sinangoe"
"153","SGE10","SGE10","Metachirus nudicaudatus","2022-11-26 21:18:00","a5a999c0-c789-44cd-bcea-2494d0b1682b","Sinangoe"
"154","SGE10","SGE10","Mitu salvini","2022-09-06 06:58:00","d29dae16-72ab-484e-a8e5-f19a8a58142c","Sinangoe"
"155","SGE10","SGE10","N/D N/D","2022-08-07 02:51:00","c4d8597d-c1a2-42a8-8b85-ec461b5526c4","Sinangoe"
"156","SGE10","SGE10","N/D N/D","2022-08-08 05:04:00","956eea06-c083-4335-8bae-c86612c64242","Sinangoe"
"157","SGE10","SGE10","N/D N/D","2022-08-09 00:22:00","d5d66ad9-aab0-40f3-a500-0420c4c4ab42","Sinangoe"
"158","SGE10","SGE10","N/D N/D","2022-08-11 02:48:00","09a0100f-664b-4cfc-afdd-073752981e74","Sinangoe"
"159","SGE10","SGE10","N/D N/D","2022-08-11 23:01:00","fc881d7c-e8a6-4331-92ba-fe1be6cd20c8","Sinangoe"
"160","SGE10","SGE10","N/D N/D","2022-08-12 00:20:00","89aee63e-e79a-48ec-93f2-8ed53bdb53f7","Sinangoe"
"161","SGE10","SGE10","N/D N/D","2022-08-13 03:39:00","9ec3193a-8deb-4dbe-80af-abf4c02d7efd","Sinangoe"
"162","SGE10","SGE10","N/D N/D","2022-08-13 05:49:00","4648292b-51e9-4bd7-8279-6019dd74349b","Sinangoe"
"163","SGE10","SGE10","N/D N/D","2022-08-14 05:40:00","5aef5e0c-f3ab-4712-bc8e-feba9bf729a4","Sinangoe"
"164","SGE10","SGE10","N/D N/D","2022-08-15 00:54:00","868b1796-d163-4e93-b097-c930b0ef9f17","Sinangoe"
"165","SGE10","SGE10","N/D N/D","2022-08-16 22:15:00","6ac05219-8864-4b1d-9252-e0257f993fa3","Sinangoe"
"166","SGE10","SGE10","N/D N/D","2022-08-17 20:54:00","7d10057b-3449-4446-a870-66653980328f","Sinangoe"
"167","SGE10","SGE10","N/D N/D","2022-08-17 23:54:00","79a668d2-48f7-4e72-9b25-e396bee7f0f4","Sinangoe"
"168","SGE10","SGE10","N/D N/D","2022-08-18 21:07:00","11045905-c510-4da0-9984-ae2747425dc1","Sinangoe"
"169","SGE10","SGE10","N/D N/D","2022-08-19 00:44:00","e3df71c1-1e1a-4b5e-88e6-bce5dc8b590e","Sinangoe"
"170","SGE10","SGE10","N/D N/D","2022-08-19 19:55:00","5ddb30b3-aa6d-4ba1-b854-717076de4a37","Sinangoe"
"171","SGE10","SGE10","N/D N/D","2022-08-20 01:09:00","1f04760c-1bf5-492b-93e2-de7eb379edbc","Sinangoe"
"172","SGE10","SGE10","N/D N/D","2022-08-20 02:43:00","aca1ce4c-fec4-42e8-abb7-a92db638819a","Sinangoe"
"173","SGE10","SGE10","N/D N/D","2022-08-20 03:47:00","d16ea6e5-d9cd-470e-8371-da1152b41ab8","Sinangoe"
"174","SGE10","SGE10","N/D N/D","2022-08-20 19:14:00","c29a930c-2a54-4aa0-9f8e-ec61802e3ceb","Sinangoe"
"175","SGE10","SGE10","N/D N/D","2022-08-20 19:46:00","2d9f714f-4161-4110-b9af-2c22f0a47e35","Sinangoe"
"176","SGE10","SGE10","N/D N/D","2022-08-21 00:25:00","a7f526b0-96fb-4249-a0ab-57320b1b5239","Sinangoe"
"177","SGE10","SGE10","N/D N/D","2022-08-21 03:39:00","44a43d99-7739-4f63-b160-9bfa3b1ed3d3","Sinangoe"
"178","SGE10","SGE10","N/D N/D","2022-08-22 05:07:00","156bb7be-118e-4b07-9e7a-85867f351d0b","Sinangoe"
"179","SGE10","SGE10","N/D N/D","2022-08-22 19:30:00","9b135fc2-582e-446c-af3e-22ee7fea6e84","Sinangoe"
"180","SGE10","SGE10","N/D N/D","2022-08-23 02:06:00","a65e6517-2c8b-460a-bc12-b6c4a4440fe8","Sinangoe"
"181","SGE10","SGE10","N/D N/D","2022-08-23 03:32:00","edee362e-c8e5-4c89-87be-c73ea8038196","Sinangoe"
"182","SGE10","SGE10","N/D N/D","2022-08-23 20:42:00","c5e035d4-821b-4891-9f9a-b5e34c242f9b","Sinangoe"
"183","SGE10","SGE10","N/D N/D","2022-08-23 21:33:00","c081357c-1023-4138-8db2-ea03934161e3","Sinangoe"
"184","SGE10","SGE10","N/D N/D","2022-08-24 01:30:00","0419bccf-e764-49fe-9526-2a21b360c3be","Sinangoe"
"185","SGE10","SGE10","N/D N/D","2022-08-24 02:42:00","76d382d4-e521-4939-abc7-68c0775cab2d","Sinangoe"
"186","SGE10","SGE10","N/D N/D","2022-08-24 04:19:00","a9785cf9-a6de-4adb-9404-b3419b5b69df","Sinangoe"
"187","SGE10","SGE10","N/D N/D","2022-08-24 20:28:00","2a384700-963b-4c88-99b2-326a16ea6c88","Sinangoe"
"188","SGE10","SGE10","N/D N/D","2022-08-25 03:08:00","c990f21c-a21d-4f3f-9672-0ef37f0f7ca3","Sinangoe"
"189","SGE10","SGE10","N/D N/D","2022-08-25 04:50:00","026b699d-58ad-463f-856e-2270cf64dcd2","Sinangoe"
"190","SGE10","SGE10","N/D N/D","2022-08-25 20:28:00","915caded-1b5b-4ce6-b5da-fc0f40ecd726","Sinangoe"
"191","SGE10","SGE10","N/D N/D","2022-08-25 21:57:00","0d578c2b-6958-4312-b9dc-d59c79e9b492","Sinangoe"
