"Station","CameraName","Species","DateTimeOriginal"
"SNA18","SNA18","N/D N/D",2022-09-02 04:31:10
"SNA18","SNA18","Nasua nasua",2022-08-13 08:17:58
"SNA18","SNA18","Nasua nasua",2022-09-26 07:31:28
"SNA18","SNA18","Nasua nasua",2022-10-03 07:08:57
"SNA18","SNA18","Penelope jacquacu",2022-11-21 09:20:05
"SNA18","SNA18","Penelope jacquacu",2022-11-22 09:03:42
"SNA18","SNA18","Psophia crepitans",2022-09-12 11:12:56
"SNA18","SNA18","Psophia crepitans",2022-09-19 05:57:38
"SNA18","SNA18","Psophia crepitans",2022-10-08 06:27:16
"SNA18","SNA18","Psophia crepitans",2022-10-13 08:59:29
"SNA18","SNA18","Tamandua tetradactyla",2022-10-12 03:29:50
"SNA18","SNA18","Tinamus major",2022-08-02 07:03:58
"SNA18","SNA18","Tinamus major",2022-08-20 07:04:25
"SNA18","SNA18","Tinamus major",2022-10-19 08:35:23
"SNA18","SNA18","Tinamus major",2022-10-31 06:46:11
"SNA18","SNA18","Tinamus major",2022-11-03 09:23:47
"SNA18","SNA18","Tinamus major",2022-11-04 06:12:03
"SNA18","SNA18","Tinamus major",2022-11-10 06:59:08
"SNA19","SNA19","Cebus yuracus",2022-08-03 11:04:34
"SNA19","SNA19","Cebus yuracus",2022-09-30 09:06:21
"SNA19","SNA19","Crypturellus soui",2022-11-22 08:49:28
"SNA19","SNA19","Cuniculus paca",2022-08-08 01:45:22
"SNA19","SNA19","Cuniculus paca",2022-08-30 02:32:16
"SNA19","SNA19","Cuniculus paca",2022-09-02 00:52:54
"SNA19","SNA19","Cuniculus paca",2022-09-04 02:00:04
"SNA19","SNA19","Cuniculus paca",2022-09-06 02:28:01
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-14 09:58:10
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-14 10:55:19
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-15 06:46:37
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-17 05:58:33
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-17 09:08:29
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-18 03:19:45
"SNA19","SNA19","Dasyprocta fuliginosa",2022-08-18 06:11:22
"SNA19","SNA19","Dasyprocta fuliginosa",2022-09-02 07:09:54
"SNA19","SNA19","Dasyprocta fuliginosa",2022-09-28 06:12:53
"SNA19","SNA19","Dasyprocta fuliginosa",2022-10-20 06:46:33
"SNA19","SNA19","Dasyprocta fuliginosa",2022-10-27 06:50:23
"SNA19","SNA19","Dasyprocta fuliginosa",2022-11-01 07:35:31
"SNA19","SNA19","Dasyprocta fuliginosa",2022-11-03 06:24:54
"SNA19","SNA19","Dasyprocta fuliginosa",2022-11-17 07:59:55
"SNA19","SNA19","Dasyprocta fuliginosa",2022-11-20 08:40:33
"SNA19","SNA19","Dasyprocta fuliginosa",2022-11-23 07:37:39
"SNA19","SNA19","Dasypus novemcinctus",2022-08-28 02:51:27
"SNA19","SNA19","Dicotyles tajacu",2022-08-03 11:29:43
"SNA19","SNA19","Dicotyles tajacu",2022-09-22 08:52:33
"SNA19","SNA19","Dicotyles tajacu",2022-11-20 08:56:52
"SNA19","SNA19","Didelphis marsupialis",2022-09-05 06:11:11
"SNA19","SNA19","Didelphis marsupialis",2022-11-07 04:10:42
"SNA19","SNA19","Didelphis marsupialis",2022-11-23 05:24:34
"SNA19","SNA19","Leopardus pardalis",2022-08-22 08:29:07
"SNA19","SNA19","Mazama americana",2022-08-11 05:00:08
"SNA19","SNA19","Mazama americana",2022-08-11 07:19:12
"SNA19","SNA19","Mazama americana",2022-08-16 03:43:39
"SNA19","SNA19","Mazama americana",2022-09-28 02:33:40
"SNA19","SNA19","Mazama americana",2022-10-04 00:55:53
"SNA19","SNA19","Mazama americana",2022-10-15 00:38:51
"SNA19","SNA19","Mazama americana",2022-10-31 04:03:34
"SNA19","SNA19","N/D N/D",2022-08-11 07:46:27
"SNA19","SNA19","Nasua nasua",2022-08-22 10:31:47
"SNA19","SNA19","Nasua nasua",2022-08-29 08:04:38
"SNA19","SNA19","Saimiri cassiquiarensis",2022-08-03 11:04:38
"SNA19","SNA19","Saimiri cassiquiarensis",2022-08-14 08:58:00
"SNA19","SNA19","Tinamus major",2022-10-10 05:43:40
"SNA2","SNA2","Didelphis marsupialis",2022-09-09 00:07:38
"SNA2","SNA2","Mazama americana",2022-10-10 05:59:57
"SNA2","SNA2","Mazama sp.",2022-08-14 01:57:26
"SNA2","SNA2","Sus scrofa",2022-08-09 13:21:41
"SNA2","SNA2","Tamandua tetradactyla",2022-09-09 00:17:27
"SNA20","SNA20","Eira barbara",2022-10-03 14:34:00
"SNA20","SNA20","Mazama americana",2022-10-25 12:53:00
"SNA20","SNA20","Mazama americana",2022-11-03 22:10:00
"SNA20","SNA20","Mazama americana",2022-11-13 22:18:00
"SNA20","SNA20","N/D N/D",2022-08-25 16:41:00
"SNA20","SNA20","N/D N/D",2022-09-13 11:30:00
"SNA20","SNA20","Tamandua tetradactyla",2022-08-10 01:07:00
"SNA20","SNA20","Tamandua tetradactyla",2022-10-06 04:18:00
"SNA21","SNA21","Leopardus pardalis",2022-10-05 14:24:50
"SNA21","SNA21","Mazama americana",2022-09-20 15:21:09
"SNA21","SNA21","Mazama americana",2022-10-15 12:37:11
"SNA21","SNA21","Mazama americana",2022-11-02 19:41:43
"SNA21","SNA21","N/D N/D",2022-08-07 00:20:32
"SNA21","SNA21","N/D N/D",2022-08-17 08:24:51
"SNA21","SNA21","N/D N/D",2022-09-21 10:05:56
"SNA21","SNA21","Nasua nasua",2022-09-19 07:51:29
"SNA21","SNA21","Nasua nasua",2022-11-01 06:52:23
"SNA21","SNA21","Penelope jacquacu",2022-08-12 14:00:11
"SNA21","SNA21","Penelope jacquacu",2022-09-04 15:38:14
"SNA21","SNA21","Penelope jacquacu",2022-09-27 13:44:06
"SNA21","SNA21","Penelope jacquacu",2022-10-25 15:42:35
"SNA21","SNA21","Penelope jacquacu",2022-11-05 14:06:27
"SNA21","SNA21","Saimiri cassiquiarensis",2022-08-14 10:28:48
"SNA21","SNA21","Tinamus major",2022-09-16 12:53:37
"SNA22","SNA22","Canis lupus",2022-11-01 13:24:52
"SNA22","SNA22","Dasyprocta fuliginosa",2022-08-01 11:36:26
"SNA22","SNA22","Dasyprocta fuliginosa",2022-08-08 16:54:29
"SNA22","SNA22","Dasyprocta fuliginosa",2022-08-09 07:14:34
"SNA22","SNA22","Dasyprocta fuliginosa",2022-09-29 13:51:23
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-04 06:30:17
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-06 17:08:58
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-08 14:41:37
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-15 11:42:03
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-19 08:11:27
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-23 16:32:15
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-25 13:02:56
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-28 10:25:07
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-28 15:19:10
"SNA22","SNA22","Dasyprocta fuliginosa",2022-10-30 16:19:14
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-02 16:41:36
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-09 08:19:21
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-11 10:30:14
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-11 16:17:47
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-13 06:45:21
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-13 11:22:23
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-16 15:43:53
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-16 16:33:30
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-20 09:26:24
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-21 16:37:15
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-22 07:13:35
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-22 14:48:00
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-22 16:31:04
"SNA22","SNA22","Dasyprocta fuliginosa",2022-11-24 15:53:53
"SNA22","SNA22","Dasypus novemcinctus",2022-10-24 21:29:52
"SNA22","SNA22","Dasypus novemcinctus",2022-11-17 22:04:35
"SNA22","SNA22","Dasypus novemcinctus",2022-11-18 00:52:50
"SNA22","SNA22","Dicotyles tajacu",2022-09-25 11:18:19
"SNA22","SNA22","Dicotyles tajacu",2022-10-02 16:09:32
"SNA22","SNA22","Didelphis marsupialis",2022-10-11 04:57:47
"SNA22","SNA22","Didelphis marsupialis",2022-10-12 05:00:02
"SNA22","SNA22","Didelphis marsupialis",2022-10-14 20:02:18
"SNA22","SNA22","Didelphis marsupialis",2022-10-16 03:00:00
"SNA22","SNA22","Didelphis marsupialis",2022-10-17 05:38:42
"SNA22","SNA22","Didelphis marsupialis",2022-11-02 02:06:45
"SNA22","SNA22","Didelphis marsupialis",2022-11-13 20:18:49
"SNA22","SNA22","Didelphis marsupialis",2022-11-23 20:19:33
"SNA22","SNA22","Didelphis marsupialis",2022-11-23 23:28:35
"SNA22","SNA22","Didelphis marsupialis",2022-11-25 00:01:18
"SNA22","SNA22","Didelphis marsupialis",2022-11-25 03:24:45
"SNA22","SNA22","Didelphis marsupialis",2022-11-25 04:59:20
"SNA22","SNA22","Mazama americana",2022-09-21 06:00:31
"SNA22","SNA22","Mazama americana",2022-10-28 18:14:39
"SNA22","SNA22","Mazama americana",2022-11-09 07:13:08
"SNA22","SNA22","Mazama americana",2022-11-10 21:06:59
"SNA22","SNA22","Myrmecophaga tridactyla",2022-08-06 13:01:29
"SNA22","SNA22","Nasua nasua",2022-08-23 17:24:53
"SNA22","SNA22","Nasua nasua",2022-10-14 14:46:59
"SNA22","SNA22","Nasua nasua",2022-11-06 17:06:59
"SNA22","SNA22","Penelope jacquacu",2022-10-02 11:46:34
"SNA22","SNA22","Penelope jacquacu",2022-10-20 12:29:07
"SNA22","SNA22","Penelope jacquacu",2022-10-25 12:30:19
"SNA22","SNA22","Procyon cancrivorus",2022-08-23 02:06:46
"SNA22","SNA22","Procyon cancrivorus",2022-11-18 20:09:15
"SNA22","SNA22","Tinamus major",2022-07-31 09:52:27
"SNA22","SNA22","Tinamus major",2022-09-07 17:02:19
"SNA22","SNA22","Tinamus major",2022-09-17 13:08:18
"SNA22","SNA22","Tinamus major",2022-09-28 14:51:38
"SNA22","SNA22","Tinamus major",2022-10-01 12:48:09
"SNA22","SNA22","Tinamus major",2022-10-04 07:39:57
"SNA22","SNA22","Tinamus major",2022-10-06 17:21:47
"SNA5","SNA5","Canis lupus",2022-08-12 11:28:08
"SNA5","SNA5","Cuniculus paca",2022-07-31 01:45:57
"SNA5","SNA5","Cuniculus paca",2022-08-07 01:15:24
"SNA5","SNA5","Cuniculus paca",2022-08-07 02:27:08
"SNA5","SNA5","Cuniculus paca",2022-08-08 04:48:48
"SNA5","SNA5","Cuniculus paca",2022-08-15 19:46:30
"SNA5","SNA5","Cuniculus paca",2022-08-15 23:31:50
"SNA5","SNA5","Cuniculus paca",2022-08-20 21:58:44
"SNA5","SNA5","Cuniculus paca",2022-08-23 21:22:08
"SNA5","SNA5","Cuniculus paca",2022-08-28 00:22:24
"SNA5","SNA5","Dasyprocta fuliginosa",2022-07-28 16:37:38
"SNA5","SNA5","Dasyprocta fuliginosa",2022-07-30 15:56:53
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-17 17:30:24
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-18 08:13:40
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-20 07:38:57
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-23 09:14:23
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-25 09:54:25
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-26 06:01:01
"SNA5","SNA5","Dasyprocta fuliginosa",2022-08-30 15:16:50
"SNA5","SNA5","Dasyprocta fuliginosa",2022-09-01 06:57:02
"SNA5","SNA5","Dasypus novemcinctus",2022-07-28 21:34:26
"SNA5","SNA5","Dasypus novemcinctus",2022-08-04 04:29:12
"SNA5","SNA5","Dasypus novemcinctus",2022-09-02 04:52:57
"SNA5","SNA5","Dicotyles tajacu",2022-08-05 11:49:06
"SNA5","SNA5","Dicotyles tajacu",2022-08-15 07:32:06
"SNA5","SNA5","Mazama americana",2022-08-27 07:57:45
"SNA5","SNA5","Mazama americana",2022-08-27 18:36:00
"SNA5","SNA5","Mazama americana",2022-09-02 05:42:53
"SNA5","SNA5","Mazama americana",2022-09-04 06:30:02
"SNA5","SNA5","Mazama americana",2022-09-05 18:37:05
"SNA5","SNA5","N/D N/D",2022-08-06 23:21:42
"SNA5","SNA5","N/D N/D",2022-08-20 07:39:01
"SNA5","SNA5","N/D N/D",2022-08-20 11:02:30
"SNA5","SNA5","N/D N/D",2022-09-03 16:23:50
"SNA6","SNA6","Cebus yuracus",2022-08-12 12:23:06
"SNA6","SNA6","Mazama americana",2022-09-25 21:11:07
"SNA8","SNA8","Buteogallus schistaceus",2022-08-08 16:21:26
"SNA8","SNA8","Cabassous unicinctus",2022-09-19 01:24:44
"SNA8","SNA8","Cebus yuracus",2022-10-13 11:16:10
"SNA8","SNA8","Dasyprocta fuliginosa",2022-11-02 14:43:03
"SNA8","SNA8","Dasyprocta fuliginosa",2022-11-02 17:43:12
"SNA8","SNA8","Dasyprocta fuliginosa",2022-11-13 06:33:36
"SNA8","SNA8","Dasyprocta fuliginosa",2022-11-19 14:31:51
"SNA8","SNA8","Didelphis marsupialis",2022-08-01 01:18:03
"SNA8","SNA8","Didelphis marsupialis",2022-08-11 03:59:25
"SNA8","SNA8","Didelphis marsupialis",2022-08-29 20:42:41
"SNA8","SNA8","Didelphis marsupialis",2022-09-04 19:15:24
"SNA8","SNA8","Didelphis marsupialis",2022-09-29 19:44:04
"SNA8","SNA8","Nasua nasua",2022-10-23 10:33:59
"SNA8","SNA8","Penelope jacquacu",2022-08-26 08:59:32
"SNA8","SNA8","Penelope jacquacu",2022-08-26 10:19:50
"SNA8","SNA8","Penelope jacquacu",2022-09-27 06:27:42
"SNA8","SNA8","Penelope jacquacu",2022-09-28 08:13:36
"SNA8","SNA8","Penelope jacquacu",2022-10-12 09:01:29
"SNA8","SNA8","Penelope jacquacu",2022-10-12 10:18:19
"SNA8","SNA8","Penelope jacquacu",2022-10-22 10:57:33
"SNA8","SNA8","Penelope jacquacu",2022-10-22 13:40:06
"SNA8","SNA8","Penelope jacquacu",2022-10-22 14:23:44
"SNA8","SNA8","Penelope jacquacu",2022-10-27 10:13:31
"SNA8","SNA8","Penelope jacquacu",2022-10-27 11:40:24
"SNA8","SNA8","Penelope jacquacu",2022-11-20 08:29:10
"SNA8","SNA8","Puma concolor",2022-11-16 10:28:57
"SNA8","SNA8","Puma concolor",2022-11-20 10:00:47
"SNA8","SNA8","Saimiri cassiquiarensis",2022-08-29 10:51:32
"SNA8","SNA8","Saimiri cassiquiarensis",2022-09-10 09:00:58
"SNA8","SNA8","Tamandua tetradactyla",2022-09-08 07:10:02
"SNA8","SNA8","Tapirus terrestris",2022-08-15 20:15:05
"SNA9","SNA9","Cebus yuracus",2022-09-05 10:53:11
"SNA9","SNA9","Copeoglossum nigropunctatum",2022-09-26 10:16:32
"SNA9","SNA9","Crypturellus soui",2022-08-02 09:53:01
"SNA9","SNA9","Crypturellus soui",2022-10-20 09:06:19
"SNA9","SNA9","Cuniculus paca",2022-08-30 04:34:35
"SNA9","SNA9","Cuniculus paca",2022-09-17 02:04:32
"SNA9","SNA9","Cuniculus paca",2022-09-19 02:52:40
"SNA9","SNA9","Cuniculus paca",2022-10-05 01:53:47
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-08 07:13:27
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-09 09:24:22
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-12 06:04:33
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-13 06:46:01
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-17 06:14:43
"SNA9","SNA9","Dasyprocta fuliginosa",2022-09-21 11:11:38
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-01 06:34:01
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-03 09:28:44
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-03 10:24:56
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-09 06:36:53
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-16 06:04:51
"SNA9","SNA9","Dasyprocta fuliginosa",2022-10-20 06:32:00
"SNA9","SNA9","Dasypus novemcinctus",2022-08-03 04:35:00
"SNA9","SNA9","Dasypus novemcinctus",2022-08-05 04:37:24
"SNA9","SNA9","Dasypus novemcinctus",2022-08-10 04:42:08
"SNA9","SNA9","Dicotyles tajacu",2022-10-14 07:13:33
"SNA9","SNA9","Didelphis marsupialis",2022-08-31 04:29:31
"SNA9","SNA9","Didelphis marsupialis",2022-10-19 04:48:18
"SNA9","SNA9","Didelphis marsupialis",2022-10-21 04:44:35
"SNA9","SNA9","Geotrygon montana",2022-10-31 05:57:32
"SNA9","SNA9","Geotrygon montana",2022-11-03 11:32:40
"SNA9","SNA9","Mazama americana",2022-09-19 02:31:03
"SNA9","SNA9","Metachirus nudicaudatus",2022-08-05 02:52:30
"SNA9","SNA9","N/D N/D",2022-08-25 03:40:22
"SNA9","SNA9","N/D N/D",2022-09-09 08:16:18
"SNA9","SNA9","N/D N/D",2022-10-25 02:31:00
"SNA9","SNA9","Nasua nasua",2022-09-03 06:54:17
"SNA9","SNA9","Nasua nasua",2022-09-08 11:12:49
"SNA9","SNA9","Nasua nasua",2022-09-18 10:01:41
"SNA9","SNA9","Nasua nasua",2022-10-15 07:38:56
"SNA9","SNA9","Nasua nasua",2022-10-22 08:21:37
"SNA9","SNA9","Philander andersoni",2022-08-19 01:33:02
"SNA9","SNA9","Procyon cancrivorus",2022-10-05 02:42:19
"SNA9","SNA9","Psophia crepitans",2022-10-22 09:26:13
"SNA9","SNA9","Tamandua tetradactyla",2022-08-19 07:44:40
"SNA9","SNA9","Tamandua tetradactyla",2022-09-14 06:12:41
"SNA9","SNA9","Tamandua tetradactyla",2022-10-02 06:22:21
"SNA9","SNA9","Tamandua tetradactyla",2022-10-17 01:44:53
"SNA9","SNA9","Tamandua tetradactyla",2022-11-17 08:28:55
"SNA9","SNA9","Tupinambis cuzcoensis",2022-11-18 10:08:14
"SNA9","SNA9","Tupinambis cuzcoensis",2022-11-25 08:41:40
