Date,Group,Species,Count,x,y
11/9/18,Ungulates,White-lipped Peccary,1,-75.64797638,-0.368081986
11/20/18,Ungulates,White-lipped Peccary,1,-75.68409644,-0.33382984
11/13/18,Ungulates,White-lipped Peccary,1,-75.67330733,-0.342275575
11/8/18,Rodent,Lowland Paca,1,-75.80183845,-0.389665531
11/9/18,Rodent,Lowland Paca,1,-75.73898017,-0.387788701
11/21/18,Ungulates,White-lipped Peccary,2,-75.68332508,-0.340444714
11/27/18,Cracid,Spix's Guan,1,-75.67292547,-0.35331022
10/21/18,Cracid,Spix's Guan,1,-75.67330733,-0.352128932
10/23/18,Rodent,Green Acouchy,1,-75.67096187,-0.343683197
10/9/18,Cracid,Salvin's Currasow,1,-75.74554745,-0.329606973
11/4/18,Ungulates,White-lipped Peccary,1,-75.65642003,-0.362451497
11/25/18,Bird,Toucan,1,-75.66580186,-0.331483803
11/21/18,Ungulates,White-lipped Peccary,1,-75.67049278,-0.342275575
11/14/18,Rodent,Lowland Paca,1,-75.70661284,-0.371835646
11/9/18,Ungulates,White-lipped Peccary,2,-75.65642003,-0.362920704
11/4/18,Cracid,Spix's Guan,1,-75.64422364,-0.351659724
10/27/18,Bird,Undulated Tinamou,1,-75.6732471,-0.350093843
10/28/18,Cracid,Spix's Guan,1,-75.69441646,-0.349782895
10/31/18,Bird,Great Tinamou,1,-75.70051465,-0.357759422
11/1/18,Cracid,Spix's Guan,1,-75.70473647,-0.358228629
10/30/18,Mammal,Coati,1,-75.68409644,-0.369020401
10/28/18,Cracid,Spix's Guan,1,-75.7258456,-0.331483803
11/2/18,Rodent,Black Agouti,1,-75.68418278,-0.370893078
10/23/18,Bird,Great Tinamou,1,-75.70661284,-0.359636252
10/19/18,Mammal,Coati,1,-75.70802011,-0.354474969
10/27/18,Rodent,Lowland Paca,1,-75.75586747,-0.302392939
9/1/18,Rodent,Black Agouti,1,-75.74507836,-0.33570667
9/12/18,Ungulates,White-lipped Peccary,2,-75.77556932,-0.380281381
9/13/18,Rodent,Lowland Paca,2,-75.74132562,-0.383096626
9/8/18,Rodent,Black Agouti,1,-75.69066372,-0.367143571
9/2/18,Bird,Russet-backed Oropendola,6,-75.6977001,-0.347436857
9/4/18,Rodent,Lowland Paca,2,-75.77322386,-0.379812173
9/2/18,Ungulates,White-lipped Peccary,2,-75.65501275,-0.361513082
9/2/18,Rodent,Capibara,2,-75.70755102,-0.354474969
8/31/18,Reptile,Tortoise,2,-75.66533277,-0.32819935
8/31/18,Bird,Grey-winged Trumpeter,2,-75.66533277,-0.32819935
8/29/18,Primate,Howler Monkey,2,-75.69019463,-0.53699668
8/30/18,Rodent,Lowland Paca,2,-75.64985274,-0.361513082
9/17/18,Bird,Toucan,1,-75.6526673,-0.341806367
9/17/18,Ungulates,Collared Peccary,1,-75.64488938,-0.333127457
8/18/18,Ungulates,White-lipped Peccary,3,-75.74554745,-0.32444569
9/25/18,Cracid,Spix's Guan,1,-75.69160191,-0.368081986
9/7/18,Cracid,Salvin's Currasow,1,-75.70004556,-0.335237463
9/11/18,Cracid,Salvin's Currasow,1,-75.70098374,-0.340867952
9/11/18,Cracid,Spix's Guan,1,-75.70098374,-0.340867952
9/28/18,Bird,Great Tinamou,1,-75.70661284,-0.354474969
9/19/18,Mammal,Coati,1,-75.79151844,-0.289724337
9/23/18,Bird,Great Tinamou,1,-75.77838387,-0.311307881
9/25/18,Ungulates,Grey Brocket Deer,1,-75.76290384,-0.33007618
9/12/18,Rodent,Lowland Paca,2,-75.74218477,-0.288151792
9/12/18,Cracid,Salvin's Currasow,2,-75.7381107,-0.29018883
9/8/18,Ungulates,White-lipped Peccary,1,-75.7933948,-0.321161238
9/10/18,Ungulates,White-lipped Peccary,3,-75.76618748,-0.312246296
8/15/18,Primate,Woolly Monkey,1,-75.63906364,-0.373243269
8/17/18,Primate,Woolly Monkey,1,-75.70379829,-0.314592333
8/16/18,Ungulates,White-lipped Peccary,1,-75.6695546,-0.366205156
8/10/18,Rodent,Lowland Paca,1,-75.69254009,-0.351659724
8/25/18,Ungulates,Red Brocket Deer,2,-75.69160191,-0.377466136
8/22/18,Rodent,Lowland Paca,3,-75.84124215,-0.376527721
8/17/18,Primate,Woolly Monkey,1,-75.66674005,-0.325384105
8/16/18,Ungulates,White-lipped Peccary,1,-75.70473647,-0.364797534
8/15/18,Primate,Woolly Monkey,1,-75.64234728,-0.368551194
8/16/18,Ungulates,White-lipped Peccary,2,-75.68128189,-0.370897231
8/20/18,Ungulates,White-lipped Peccary,1,-75.70567466,-0.338991122
8/20/18,Cracid,Salvin's Currasow,2,-75.70567466,-0.338991122
8/20/18,Cracid,Spix's Guan,2,-75.70567466,-0.338991122
8/19/18,Cracid,Spix's Guan,2,-75.76196566,-0.350252102
8/25/18,Ungulates,Collared Peccary,1,-75.74038744,-0.305208184
8/10/18,Ungulates,Collared Peccary,1,-75.70661284,-0.309431051
8/11/18,Ungulates,Red Brocket Deer,1,-75.76149657,-0.342744782
8/5/18,Rodent,Capibara,1,-75.79684501,-0.30363234
8/19/18,Ungulates,White-lipped Peccary,1,-75.67190005,-0.33382984
8/4/18,Cracid,Spix's Guan,3,-75.64328546,-0.349782895
9/7/18,Ungulates,Collared Peccary,1,-75.69910737,-0.339929537
9/6/18,Ungulates,White-lipped Peccary,2,-75.73851107,-0.358697837
8/31/18,Cracid,Spix's Guan,1,-75.72303105,-0.34884448
8/30/18,Bird,Grey-winged Trumpeter,1,-75.70051465,-0.315999956
9/12/18,Ungulates,White-lipped Peccary,2,-75.7708784,-0.379342966
9/3/18,Armadillo,Nine-banded Armadillo,1,-75.68315826,-0.371835646
9/3/18,Cracid,Spix's Guan,1,-75.71083466,-0.338052707
8/30/18,Mammal,Coati,1,-75.70661284,-0.354944177
9/10/18,Ungulates,Collared Peccary,1,-75.66627095,-0.33382984
9/6/18,Rodent,Lowland Paca,1,-75.72303105,-0.381219796
9/7/18,Cracid,Spix's Guan,1,-75.65923458,-0.358697837
9/2/18,Ungulates,White-lipped Peccary,2,-75.66439459,-0.382158211
9/2/18,Cracid,Salvin's Currasow,3,-75.74357854,-0.286195162
9/2/18,Cracid,Spix's Guan,2,-75.73618087,-0.291341365
8/29/18,Ungulates,White-lipped Peccary,2,-75.74038744,-0.33946033
8/24/18,Bird,Great Tinamou,1,-75.77885296,-0.311777088
8/24/18,Bird,Toucan,1,-75.77885296,-0.311777088
8/24/18,Cracid,Spix's Guan,1,-75.77885296,-0.311777088
9/6/18,Ungulates,White-lipped Peccary,2,-75.69113281,-0.354474969
9/29/18,Rodent,Black Agouti,1,-75.70848921,-0.353067347
9/17/18,Ungulates,Collared Peccary,1,-75.69300918,-0.367612779
9/12/18,Cracid,Spix's Guan,1,-75.69535464,-0.364797534
8/10/18,Ungulates,White-lipped Peccary,3,-75.83360004,-0.373933142
8/2/18,Rodent,Lowland Paca,1,-75.86516583,-0.366674364
9/2/18,Rodent,Lowland Paca,1,-75.85437672,-0.372304854
9/2/18,Rodent,Lowland Paca,2,-75.85437672,-0.372304854
9/2/18,Rodent,Capibara,1,-75.85437672,-0.372304854
9/28/18,Rodent,Lowland Paca,3,-75.73335107,-0.433771034
8/29/18,Rodent,Lowland Paca,1,-75.77744568,-0.383096626
8/29/18,Primate,Collared Titi,1,-75.77744568,-0.383096626
8/29/18,Ungulates,White-lipped Peccary,1,-75.77744568,-0.383096626
9/10/18,Bird,Russet-backed Oropendola,4,-75.692071,-0.355882592
9/6/18,Bird,Russet-backed Oropendola,7,-75.69441646,-0.351190517
9/5/18,Bird,Russet-backed Oropendola,7,-75.68878736,-0.354944177
9/5/18,Bird,Undulated Tinamou,4,-75.67667791,-0.350201056
9/11/18,Rodent,Capibara,1,-75.73194379,-0.375589306
9/18/18,Ungulates,White-lipped Peccary,2,-75.76900203,-0.378404551
11/8/18,Ungulates,White-lipped Peccary,1,-75.78729661,-0.285501469
11/8/18,Ungulates,Red Brocket Deer,1,-75.78729661,-0.285501469
11/8/18,Cracid,Spix's Guan,2,-75.78729661,-0.285501469
11/4/18,Ungulates,Collared Peccary,1,-75.79363576,-0.293762374
11/4/18,Ungulates,Red Brocket Deer,2,-75.79145589,-0.294246789
11/4/18,Ungulates,White-lipped Peccary,2,-75.79097147,-0.292793543
11/13/18,Cracid,Spix's Guan,1,-75.7381107,-0.292842341
11/13/18,Ungulates,Collared Peccary,1,-75.74314969,-0.28694565
11/10/18,Reptile,Tortoise,1,-75.76853294,-0.275648112
11/10/18,Rodent,Capibara,1,-75.77692164,-0.28019126
11/11/18,Ungulates,Lowland Tapir,1,-75.77228568,-0.291131959
11/11/18,Ungulates,White-lipped Peccary,1,-75.77228568,-0.291131959
11/11/18,Ungulates,Red Brocket Deer,1,-75.77228568,-0.291131959
9/10/18,Rodent,Lowland Paca,2,-75.85156217,-0.374650891
9/10/18,Armadillo,Nine-banded Armadillo,1,-75.85156217,-0.374650891
10/21/18,Primate,Howler Monkey,1,-75.78870389,-0.284563054
10/20/18,Cracid,Spix's Guan,2,-75.78854939,-0.278745493
10/4/18,Rodent,Capibara,1,-75.81122029,-0.382627418
10/4/18,Ungulates,Red Brocket Deer,1,-75.81122029,-0.382627418
11/1/18,Bird,Grey-winged Trumpeter,1,-75.73241288,-0.365266741
11/17/18,Cracid,Spix's Guan,1,-75.71224194,-0.352128932
11/16/18,Ungulates,White-lipped Peccary,1,-75.72912924,-0.346029235
10/30/18,Ungulates,White-lipped Peccary,4,-75.69816919,-0.305677391
11/24/18,Bird,Grey-winged Trumpeter,2,-75.78307479,-0.384504248
11/24/18,Rodent,Lowland Paca,1,-75.78307479,-0.384504248
12/2/18,Cracid,Spix's Guan,1,-75.65923458,-0.354005762
12/27/18,Bird,Great Tinamou,1,-75.66439459,-0.337114293
12/23/18,Bird,Grey-winged Trumpeter,1,-75.67612188,-0.377466136
12/24/18,Cracid,Spix's Guan,1,-75.67190005,-0.357290214
12/25/18,Primate,Capuchin Monkey,1,-75.67846734,-0.344152405
12/8/18,Primate,Howler Monkey,1,-75.76478021,-0.299577694
12/16/18,Cracid,Salvin's Currasow,1,-75.78354388,-0.294416412
12/18/18,Mammal,Tyra,1,-75.77979114,-0.301923731
12/14/18,Cracid,Spix's Guan,1,-75.71646377,-0.323038068
12/11/18,Cracid,Spix's Guan,1,-75.77697659,-0.284563054
12/11/18,Reptile,Tortoise,1,-75.77697659,-0.284563054
12/9/18,Rodent,Lowland Paca,1,-75.76196566,-0.302862146
12/6/18,Primate,Howler Monkey,1,-75.78823479,-0.290193544
12/3/18,Rodent,Lowland Paca,1,-75.75023837,-0.308023429
12/23/18,Reptile,Tortoise,1,-75.77463113,-0.281278602
12/29/18,Cracid,Spix's Guan,1,-75.74976928,-0.298170071
12/24/18,Rodent,Capibara,1,-75.7995093,-0.300120328
1/24/18,Ungulates,White-lipped Peccary,2,-75.72209287,-0.346029235
12/20/18,Rodent,Lowland Paca,1,-75.70567466,-0.34133716
12/17/18,Bird,Grey-winged Trumpeter,2,-75.76008929,-0.380281381
12/19/18,Cracid,Spix's Guan,1,-75.68503462,-0.356821007
12/15/18,Bird,Toucan,1,-75.70192192,-0.3375835
12/8/18,Cracid,Spix's Guan,1,-75.68878736,-0.355882592
12/9/18,Rodent,Black Agouti,1,-75.6977001,-0.363859119
12/3/18,Ungulates,Red Brocket Deer,1,-75.74507836,-0.385442663
12/24/18,Cracid,Spix's Guan,1,-75.72256196,-0.34321399
12/23/18,Bird,Great Tinamou,1,-75.70802011,-0.361982289
12/14/18,Ungulates,Collared Peccary,2,-75.73194379,-0.370428024
12/19/18,Ungulates,Collared Peccary,1,-75.6690855,-0.371835646
12/17/18,Rodent,Black Agouti,2,-75.68597281,-0.369958816
12/20/18,Rodent,Lowland Paca,2,-75.68831826,-0.388257908
12/4/18,Ungulates,White-lipped Peccary,2,-75.71740195,-0.374650891
12/10/18,Bird,Russet-backed Oropendola,7,-75.67185334,-0.353631857
12/10/18,Bird,Great Tinamou,4,-75.67485529,-0.355561683
12/13/18,Cracid,Spix's Guan,2,-75.73428925,-0.370428024
12/8/18,Bird,Duck,1,-75.68409644,-0.357759422
12/14/18,Bird,Duck,2,-75.69723101,-0.362920704
12/24/18,Mammal,Kinkajou,1,-75.65360548,-0.344152405
12/23/18,Reptile,Iguana,1,-75.6695546,-0.390134738
12/13/18,Cracid,Spix's Guan,1,-75.71318012,-0.372774061
12/13/18,Bird,Undulated Tinamou,1,-75.71318012,-0.372774061
12/24/18,Reptile,Black Caiman,1,-75.70051465,-0.34696765
12/21/18,Bird,Russet-backed Oropendola,4,-75.67846734,-0.357759422
12/21/18,Bird,Great Tinamou,2,-75.67846734,-0.357759422
4/12/18,Ungulates,White-lipped Peccary,4,-75.73663471,-0.357290214
12/22/18,Rodent,Black Agouti,1,-75.69113281,-0.370428024
12/22/18,Reptile,Tortoise,1,-75.69113281,-0.370428024
12/24/18,Rodent,Lowland Paca,2,-75.70848921,-0.376527721
12/29/18,Cracid,Spix's Guan,2,-75.73428925,-0.336175878
12/24/18,Reptile,Tortoise,1,-75.72959833,-0.347436857
12/20/18,Cracid,Spix's Guan,1,-75.72068559,-0.376996929
12/20/18,Reptile,Tortoise,1,-75.72068559,-0.376996929
12/16/18,Cracid,Spix's Guan,1,-75.77885296,-0.32444569
12/16/18,Bird,Great Tinamou,1,-75.77885296,-0.32444569
11/27/18,Cracid,Spix's Guan,1,-75.74226381,-0.366205156
11/27/18,Rodent,Black Agouti,1,-75.74226381,-0.366205156
12/18/18,Ungulates,Collared Peccary,1,-75.6353109,-0.348375272
6/12/18,Rodent,Lowland Paca,1,-75.79504056,-0.386063654
12/22/18,Cracid,Salvin's Currasow,1,-75.63484181,-0.34884448
12/8/18,Rodent,Lowland Paca,1,-75.71036557,-0.354005762
11/20/18,Cracid,Spix's Guan,1,-75.71505649,-0.350252102
11/23/18,Ungulates,Red Brocket Deer,1,-75.75727474,-0.316469163
12/15/18,Rodent,Black Agouti,1,-75.73522743,-0.361513082
12/16/18,Cracid,Spix's Guan,2,-75.73241288,-0.361043874
12/20/18,Rodent,Lowland Paca,1,-75.77322386,-0.291601167
12/22/18,Rodent,Lowland Paca,4,-75.78635843,-0.327260935
12/22/18,Armadillo,Nine-banded Armadillo,1,-75.78635843,-0.327260935
12/17/18,Cracid,Salvin's Currasow,3,-75.75211473,-0.292070374
12/10/18,Reptile,Tortoise,1,-75.79242472,-0.287464972
12/12/18,Cracid,Salvin's Currasow,3,-75.77369295,-0.292539582
12/19/18,Cracid,Piping Guan,1,-75.71974741,-0.530427776
12/19/18,Rodent,Lowland Paca,1,-75.7145874,-0.539811925
12/14/18,Bird,Toucan,1,-75.65079093,-0.350252102
12/21/18,Cracid,Salvin's Currasow,2,-75.74851031,-0.495125622
12/3/18,Cracid,Piping Guan,2,-75.63718727,-0.464738728
12/1/18,Bird,Southern Mealy Parrot,1,-75.69347827,-0.384973456
12/1/18,Mammal,Kinkajou,1,-75.6330424,-0.349048521
12/21/18,Primate,Squirrel Monkey,1,-75.62827453,-0.473184463
12/27/18,Rodent,Black Agouti,1,-75.71177285,-0.381219796
12/27/18,Bird,Undulated Tinamou,1,-75.71177285,-0.381219796
12/30/18,Bird,Undulated Tinamou,1,-75.67283824,-0.355413384
11/16/18,Ungulates,White-lipped Peccary,1,-75.65032184,-0.358697837
12/9/18,Ungulates,White-lipped Peccary,1,-75.75821293,-0.305677391
12/12/18,Ungulates,White-lipped Peccary,1,-75.78260569,-0.296293241
12/24/18,Rodent,Lowland Paca,1,-75.76149657,-0.306146599
12/20/18,Cracid,Salvin's Currasow,1,-75.78354388,-0.297231656
12/5/18,Armadillo,Nine-banded Armadillo,1,-75.6698163,-0.392067557
12/5/18,Rodent,Black Agouti,1,-75.67356874,-0.385849229
12/5/18,Bird,Toucan,1,-75.66885139,-0.396570484
12/4/18,Rodent,Lowland Paca,1,-75.78729661,-0.382158211
12/4/18,Ungulates,Red Brocket Deer,1,-75.78729661,-0.382158211
12/4/18,Cracid,Spix's Guan,1,-75.78729661,-0.382158211
12/6/18,Rodent,Lowland Paca,1,-75.82529304,-0.383565833
12/6/18,Cracid,Spix's Guan,1,-75.82529304,-0.383565833
12/6/18,Bird,Undulated Tinamou,1,-75.82463123,-0.381453515
12/2/18,Ungulates,White-lipped Peccary,1,-75.70286011,-0.328668558
12/2/18,Cracid,Spix's Guan,1,-75.70286011,-0.328668558
12/2/18,Bird,Toucan,2,-75.70286011,-0.328668558
12/24/18,Armadillo,Nine-banded Armadillo,1,-75.70379829,-0.360105459
12/24/18,Rodent,Black Agouti,1,-75.70379829,-0.360105459
12/20/18,Rodent,Lowland Paca,1,-75.80011481,-0.306296625
12/22/18,Armadillo,Nine-banded Armadillo,1,-75.77510023,-0.382158211
12/22/18,Mammal,Kinkajou,1,-75.77510023,-0.382158211
12/22/18,Rodent,Lowland Paca,1,-75.77510023,-0.382158211
12/16/18,Ungulates,Collared Peccary,1,-75.69957646,-0.33007618
12/16/18,Cracid,Spix's Guan,1,-75.69957646,-0.33007618
12/16/18,Bird,Toucan,1,-75.69957646,-0.33007618
12/13/18,Rodent,Lowland Paca,1,-75.78588934,-0.300985316
12/13/18,Cracid,Spix's Guan,1,-75.78588934,-0.300985316
12/13/18,Rodent,Black Agouti,1,-75.78588934,-0.300985316
12/6/18,Rodent,Black Agouti,1,-75.69816919,-0.346029235
12/9/18,Rodent,Black Agouti,1,-75.6977001,-0.365266741
12/9/18,Cracid,Spix's Guan,1,-75.6977001,-0.365266741
12/8/18,Reptile,Tortoise,1,-75.67002369,-0.341806367
12/4/18,Ungulates,Red Brocket Deer,1,-75.67485529,-0.350951544
12/12/18,Bird,Grey-winged Trumpeter,1,-75.68222007,-0.334299048
12/9/18,Cracid,Spix's Guan,1,-75.67190005,-0.356351799
12/14/18,Ungulates,Collared Peccary,1,-75.80512209,-0.380281381
