Station,CameraName,Species,DateTimeOriginal,Date,Time
2,2A,Panthera-onca,7/23/18 12:30,7/23/18,12:30:19
8,8B,Mazama-gouazoubira,7/23/18 11:11,7/23/18,11:11:36
8,8B,Mazama-gouazoubira,7/23/18 11:11,7/23/18,11:11:37
8,8B,Mazama-gouazoubira,7/23/18 11:11,7/23/18,11:11:38
8,8B,Mazama-gouazoubira,7/23/18 11:15,7/23/18,11:15:19
8,8B,Mazama-gouazoubira,7/23/18 11:15,7/23/18,11:15:20
8,8B,Mazama-gouazoubira,7/23/18 11:15,7/23/18,11:15:21
8,8B,Mazama-gouazoubira,7/23/18 12:53,7/23/18,12:53:36
8,8B,Mazama-gouazoubira,7/23/18 12:53,7/23/18,12:53:37
8,8B,Mazama-gouazoubira,7/23/18 12:53,7/23/18,12:53:38
16,16A,Dasyprocta-fuliginosa,7/23/18 13:03,7/23/18,13:03:14
16,16A,Dasyprocta-fuliginosa,7/23/18 13:03,7/23/18,13:03:15
16,16A,Dasyprocta-fuliginosa,7/23/18 13:03,7/23/18,13:03:16
22,22A,Pecari-tajacu,7/23/18 7:29,7/23/18,7:29:59
22,22A,Pecari-tajacu,7/23/18 7:30,7/23/18,7:30:03
22,22A,Pecari-tajacu,7/23/18 7:30,7/23/18,7:30:06
22,22A,Pecari-tajacu,7/23/18 8:19,7/23/18,8:19:35
22,22A,Pecari-tajacu,7/23/18 8:19,7/23/18,8:19:39
22,22A,Pecari-tajacu,7/23/18 8:19,7/23/18,8:19:41
8,8B,Mazama-gouazoubira,7/24/18 10:21,7/24/18,10:21:28
8,8B,Mazama-gouazoubira,7/24/18 10:21,7/24/18,10:21:29
8,8B,Mazama-gouazoubira,7/24/18 10:21,7/24/18,10:21:30
9,9B,Psophia-crepitans,7/24/18 17:28,7/24/18,17:28:09
9,9B,Psophia-crepitans,7/24/18 17:28,7/24/18,17:28:10
9,9B,Psophia-crepitans,7/24/18 17:28,7/24/18,17:28:11
9,9B,Psophia-crepitans,7/24/18 17:29,7/24/18,17:29:45
9,9B,Psophia-crepitans,7/24/18 17:29,7/24/18,17:29:46
9,9B,Psophia-crepitans,7/24/18 17:29,7/24/18,17:29:47
9,9A,Psophia-crepitans,7/24/18 17:30,7/24/18,17:30:59
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:00
9,9B,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:00
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:01
9,9B,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:01
9,9B,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:02
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:14
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:15
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:28
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:29
9,9A,Psophia-crepitans,7/24/18 17:31,7/24/18,17:31:30
9,9B,Psophia-crepitans,7/24/18 17:32,7/24/18,17:32:08
9,9B,Psophia-crepitans,7/24/18 17:32,7/24/18,17:32:09
15,15A,Mazama-gouazoubira,7/24/18 12:09,7/24/18,12:09:03
15,15B,Mazama-gouazoubira,7/24/18 12:10,7/24/18,12:10:59
15,15B,Mazama-gouazoubira,7/24/18 12:11,7/24/18,12:11:00
15,15B,Mazama-gouazoubira,7/24/18 12:11,7/24/18,12:11:01
30,30B,Mazama-gouazoubira,7/24/18 10:01,7/24/18,10:01:32
30,30B,Mazama-gouazoubira,7/24/18 10:01,7/24/18,10:01:35
30,30B,Mazama-gouazoubira,7/24/18 10:01,7/24/18,10:01:38
7,7A,Pecari-tajacu,7/25/18 5:53,7/25/18,5:53:41
7,7A,Pecari-tajacu,7/25/18 5:53,7/25/18,5:53:42
7,7A,Pecari-tajacu,7/25/18 5:53,7/25/18,5:53:43
8,8B,Mazama-americana,7/25/18 10:40,7/25/18,10:40:16
8,8B,Mazama-americana,7/25/18 10:40,7/25/18,10:40:17
9,9B,Mazama-americana,7/25/18 5:35,7/25/18,5:35:35
9,9B,Mazama-americana,7/25/18 5:35,7/25/18,5:35:36
9,9B,Mazama-americana,7/25/18 5:35,7/25/18,5:35:37
14,14A,Dasyprocta-fuliginosa,7/25/18 15:09,7/25/18,15:09:13
14,14A,Dasyprocta-fuliginosa,7/25/18 15:09,7/25/18,15:09:17
14,14A,Dasyprocta-fuliginosa,7/25/18 15:09,7/25/18,15:09:20
24,24A,Cuniculus-paca,7/25/18 1:18,7/25/18,1:18:51
24,24A,Cuniculus-paca,7/25/18 1:18,7/25/18,1:18:52
24,24A,Cuniculus-paca,7/25/18 1:18,7/25/18,1:18:53
24,24A,Dasyprocta-fuliginosa,7/25/18 6:48,7/25/18,6:48:44
24,24A,Dasyprocta-fuliginosa,7/25/18 6:48,7/25/18,6:48:45
24,24A,Dasyprocta-fuliginosa,7/25/18 6:48,7/25/18,6:48:46
28,28A,Psophia-crepitans,7/25/18 16:24,7/25/18,16:24:16
28,28A,Psophia-crepitans,7/25/18 16:24,7/25/18,16:24:19
28,28A,Psophia-crepitans,7/25/18 16:24,7/25/18,16:24:22
2,2B,Atelocynus-microtis,7/26/18 0:01,7/26/18,0:01:40
2,2B,Atelocynus-microtis,7/26/18 0:01,7/26/18,0:01:41
2,2B,Atelocynus-microtis,7/26/18 0:01,7/26/18,0:01:42
2,2B,Atelocynus-microtis,7/26/18 0:02,7/26/18,0:02:11
2,2B,Atelocynus-microtis,7/26/18 0:02,7/26/18,0:02:12
2,2B,Atelocynus-microtis,7/26/18 0:02,7/26/18,0:02:13
8,8B,Mazama-gouazoubira,7/26/18 9:09,7/26/18,9:09:27
8,8B,Mazama-gouazoubira,7/26/18 9:09,7/26/18,9:09:28
8,8B,Mazama-gouazoubira,7/26/18 9:09,7/26/18,9:09:29
8,8B,Mazama-gouazoubira,7/26/18 9:14,7/26/18,9:14:46
8,8B,Mazama-gouazoubira,7/26/18 9:14,7/26/18,9:14:47
8,8B,Mazama-gouazoubira,7/26/18 9:14,7/26/18,9:14:48
8,8B,Mazama-gouazoubira,7/26/18 15:40,7/26/18,15:40:37
8,8B,Mazama-gouazoubira,7/26/18 15:40,7/26/18,15:40:38
8,8B,Mazama-gouazoubira,7/26/18 15:40,7/26/18,15:40:39
12,12A,Dasyprocta-fuliginosa,7/26/18 16:02,7/26/18,16:02:34
12,12A,Dasyprocta-fuliginosa,7/26/18 16:02,7/26/18,16:02:35
12,12A,Dasyprocta-fuliginosa,7/26/18 16:02,7/26/18,16:02:36
12,12A,Psophia-crepitans,7/26/18 16:05,7/26/18,16:05:24
12,12A,Psophia-crepitans,7/26/18 16:05,7/26/18,16:05:25
21,21A,Dasyprocta-fuliginosa,7/26/18 12:12,7/26/18,12:12:43
21,21A,Dasyprocta-fuliginosa,7/26/18 12:12,7/26/18,12:12:44
21,21A,Dasyprocta-fuliginosa,7/26/18 12:12,7/26/18,12:12:45
22,22A,Mitu-salvini,7/26/18 17:09,7/26/18,17:09:07
22,22A,Mitu-salvini,7/26/18 17:09,7/26/18,17:09:10
22,22A,Mitu-salvini,7/26/18 17:09,7/26/18,17:09:13
22,22A,Mazama-americana,7/26/18 21:06,7/26/18,21:06:12
22,22A,Mazama-americana,7/26/18 21:06,7/26/18,21:06:16
22,22A,Mazama-americana,7/26/18 21:06,7/26/18,21:06:19
24,24A,Cuniculus-paca,7/26/18 23:37,7/26/18,23:37:35
24,24A,Cuniculus-paca,7/26/18 23:37,7/26/18,23:37:36
24,24A,Cuniculus-paca,7/26/18 23:37,7/26/18,23:37:37
3,3A,Myrmecophaga-tridactyla,7/27/18 9:52,7/27/18,9:52:14
3,3A,Myrmecophaga-tridactyla,7/27/18 9:52,7/27/18,9:52:15
3,3A,Myrmecophaga-tridactyla,7/27/18 9:52,7/27/18,9:52:16
3,3B,Cuniculus-paca,7/27/18 22:36,7/27/18,22:36:23
8,8B,Mazama-americana,7/27/18 12:32,7/27/18,12:32:27
8,8B,Mazama-americana,7/27/18 12:32,7/27/18,12:32:28
21,21B,Dasypus-novemcinctus,7/27/18 19:24,7/27/18,19:24:52
21,21B,Dasypus-novemcinctus,7/27/18 19:24,7/27/18,19:24:53
21,21B,Dasypus-novemcinctus,7/27/18 19:24,7/27/18,19:24:54
22,22A,Mazama-americana,7/27/18 21:24,7/27/18,21:24:30
22,22A,Mazama-americana,7/27/18 21:24,7/27/18,21:24:34
22,22A,Mazama-americana,7/27/18 21:24,7/27/18,21:24:36
24,24A,Cuniculus-paca,7/27/18 19:22,7/27/18,19:22:33
24,24A,Cuniculus-paca,7/27/18 19:22,7/27/18,19:22:34
26,26B,Pecari-tajacu,7/27/18 11:34,7/27/18,11:34:34
28,28A,Tayassu-pecari,7/27/18 16:45,7/27/18,16:45:01
28,28A,Tayassu-pecari,7/27/18 16:45,7/27/18,16:45:04
28,28A,Tayassu-pecari,7/27/18 16:45,7/27/18,16:45:07
4,4B,Atelocynus-microtis,7/28/18 6:43,7/28/18,6:43:58
4,4B,Atelocynus-microtis,7/28/18 6:44,7/28/18,6:44:22
8,8B,Mazama-gouazoubira,7/28/18 5:05,7/28/18,5:05:00
8,8B,Mazama-gouazoubira,7/28/18 5:05,7/28/18,5:05:01
8,8B,Mazama-gouazoubira,7/28/18 6:16,7/28/18,6:16:22
8,8B,Mazama-gouazoubira,7/28/18 6:16,7/28/18,6:16:23
8,8B,Mazama-gouazoubira,7/28/18 6:16,7/28/18,6:16:24
8,8B,Dasyprocta-fuliginosa,7/28/18 7:28,7/28/18,7:28:03
8,8B,Dasyprocta-fuliginosa,7/28/18 7:28,7/28/18,7:28:04
8,8B,Dasyprocta-fuliginosa,7/28/18 7:34,7/28/18,7:34:08
13,13A,Tayassu-pecari,7/28/18 9:26,7/28/18,9:26:41
13,13A,Tayassu-pecari,7/28/18 9:26,7/28/18,9:26:42
13,13A,Tayassu-pecari,7/28/18 9:26,7/28/18,9:26:43
13,13B,Pecari-tajacu,7/28/18 9:27,7/28/18,9:27:04
13,13B,Pecari-tajacu,7/28/18 9:27,7/28/18,9:27:05
13,13B,Pecari-tajacu,7/28/18 9:27,7/28/18,9:27:06
14,14A,Dasyprocta-fuliginosa,7/28/18 17:55,7/28/18,17:55:29
14,14A,Dasyprocta-fuliginosa,7/28/18 17:55,7/28/18,17:55:33
14,14A,Dasyprocta-fuliginosa,7/28/18 17:55,7/28/18,17:55:36
21,21B,Mitu-salvini,7/28/18 6:30,7/28/18,6:30:15
21,21B,Mitu-salvini,7/28/18 6:30,7/28/18,6:30:16
21,21A,Mitu-salvini,7/28/18 6:30,7/28/18,6:30:27
21,21A,Mitu-salvini,7/28/18 6:30,7/28/18,6:30:28
21,21A,Mitu-salvini,7/28/18 6:30,7/28/18,6:30:29
21,21B,Mitu-salvini,7/28/18 6:33,7/28/18,6:33:50
21,21B,Mitu-salvini,7/28/18 6:33,7/28/18,6:33:51
21,21B,Mitu-salvini,7/28/18 6:33,7/28/18,6:33:52
21,21A,Dasyprocta-fuliginosa,7/28/18 10:53,7/28/18,10:53:54
21,21A,Dasyprocta-fuliginosa,7/28/18 10:53,7/28/18,10:53:55
21,21A,Dasyprocta-fuliginosa,7/28/18 10:53,7/28/18,10:53:56
21,21A,Dasyprocta-fuliginosa,7/28/18 10:57,7/28/18,10:57:44
21,21A,Dasyprocta-fuliginosa,7/28/18 10:57,7/28/18,10:57:45
21,21A,Dasyprocta-fuliginosa,7/28/18 10:57,7/28/18,10:57:46
22,22A,Mazama-americana,7/28/18 12:16,7/28/18,12:16:48
22,22A,Mazama-americana,7/28/18 12:16,7/28/18,12:16:51
22,22A,Mazama-americana,7/28/18 12:16,7/28/18,12:16:53
24,24A,Cuniculus-paca,7/28/18 22:52,7/28/18,22:52:12
24,24A,Cuniculus-paca,7/28/18 22:52,7/28/18,22:52:13
24,24A,Cuniculus-paca,7/28/18 22:52,7/28/18,22:52:14
25,25A,Mazama-gouazoubira,7/28/18 12:31,7/28/18,12:31:56
25,25A,Mazama-gouazoubira,7/28/18 12:31,7/28/18,12:31:57
25,25A,Mazama-gouazoubira,7/28/18 12:31,7/28/18,12:31:58
30,30B,Atelocynus-microtis,7/28/18 22:51,7/28/18,22:51:48
30,30B,Atelocynus-microtis,7/28/18 22:51,7/28/18,22:51:52
30,30B,Atelocynus-microtis,7/28/18 22:51,7/28/18,22:51:55
4,4A,Mazama-gouazoubira,7/29/18 16:33,7/29/18,16:33:43
4,4A,Mazama-gouazoubira,7/29/18 16:33,7/29/18,16:33:44
4,4A,Mazama-gouazoubira,7/29/18 16:33,7/29/18,16:33:45
4,4B,Tayassu-pecari,7/29/18 22:01,7/29/18,22:01:05
11,11A,Mazama-americana,7/29/18 16:45,7/29/18,16:45:14
11,11A,Mazama-americana,7/29/18 16:45,7/29/18,16:45:16
11,11A,Mazama-americana,7/29/18 16:45,7/29/18,16:45:19
15,15B,Cebus-albifrons,7/29/18 10:19,7/29/18,10:19:31
15,15B,Cebus-albifrons,7/29/18 10:19,7/29/18,10:19:32
15,15B,Cebus-albifrons,7/29/18 10:19,7/29/18,10:19:33
16,16A,Nasua-nasua,7/29/18 16:49,7/29/18,16:49:26
16,16A,Nasua-nasua,7/29/18 16:49,7/29/18,16:49:27
16,16A,Nasua-nasua,7/29/18 16:49,7/29/18,16:49:28
17,17B,Mazama-americana,7/29/18 6:06,7/29/18,6:06:32
17,17B,Mazama-americana,7/29/18 6:06,7/29/18,6:06:33
17,17B,Mazama-americana,7/29/18 6:06,7/29/18,6:06:34
29,29A,Tayassu-pecari,7/29/18 9:00,7/29/18,9:00:38
29,29A,Tayassu-pecari,7/29/18 9:00,7/29/18,9:00:42
29,29A,Tayassu-pecari,7/29/18 9:00,7/29/18,9:00:46
30,30B,Mazama-americana,7/29/18 23:09,7/29/18,23:09:57
30,30B,Mazama-americana,7/29/18 23:10,7/29/18,23:10:00
30,30B,Mazama-americana,7/29/18 23:10,7/29/18,23:10:02
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:12
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:13
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:14
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:35
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:36
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:37
2,2B,Mitu-salvini,7/30/18 18:00,7/30/18,18:00:59
2,2B,Mitu-salvini,7/30/18 18:01,7/30/18,18:01:00
2,2B,Mitu-salvini,7/30/18 18:01,7/30/18,18:01:01
2,2B,Mitu-salvini,7/30/18 18:01,7/30/18,18:01:47
2,2B,Mitu-salvini,7/30/18 18:01,7/30/18,18:01:48
2,2B,Mitu-salvini,7/30/18 18:01,7/30/18,18:01:49
2,2A,Mitu-salvini,7/30/18 18:02,7/30/18,18:02:57
2,2A,Mitu-salvini,7/30/18 18:02,7/30/18,18:02:58
2,2A,Mitu-salvini,7/30/18 18:02,7/30/18,18:02:59
13,13B,Dasyprocta-fuliginosa,7/30/18 16:39,7/30/18,16:39:58
13,13B,Dasyprocta-fuliginosa,7/30/18 16:39,7/30/18,16:39:59
13,13B,Dasyprocta-fuliginosa,7/30/18 16:40,7/30/18,16:40:00
15,15A,Pecari-tajacu,7/30/18 13:04,7/30/18,13:04:26
15,15B,Tayassu-pecari,7/30/18 13:06,7/30/18,13:06:20
15,15B,Tayassu-pecari,7/30/18 13:06,7/30/18,13:06:21
15,15B,Tayassu-pecari,7/30/18 13:06,7/30/18,13:06:22
15,15B,Tayassu-pecari,7/30/18 13:09,7/30/18,13:09:00
15,15B,Tayassu-pecari,7/30/18 13:09,7/30/18,13:09:01
15,15B,Tayassu-pecari,7/30/18 13:09,7/30/18,13:09:02
22,22A,Tayassu-pecari,7/30/18 6:55,7/30/18,6:55:27
22,22A,Tayassu-pecari,7/30/18 6:55,7/30/18,6:55:31
22,22A,Tayassu-pecari,7/30/18 6:55,7/30/18,6:55:33
22,22A,Psophia-crepitans,7/30/18 8:32,7/30/18,8:32:12
22,22A,Psophia-crepitans,7/30/18 8:32,7/30/18,8:32:16
22,22A,Psophia-crepitans,7/30/18 8:32,7/30/18,8:32:19
24,24A,Tinamu-major,7/30/18 6:36,7/30/18,6:36:34
24,24A,Tinamu-major,7/30/18 6:36,7/30/18,6:36:35
24,24A,Tinamu-major,7/30/18 6:36,7/30/18,6:36:36
24,24B,Crypturellus-undulatus,7/30/18 6:42,7/30/18,6:42:39
24,24B,Crypturellus-undulatus,7/30/18 6:42,7/30/18,6:42:40
24,24B,Crypturellus-undulatus,7/30/18 6:42,7/30/18,6:42:41
30,30B,Nothocrax-urumutum,7/30/18 8:04,7/30/18,8:04:19
30,30B,Nothocrax-urumutum,7/30/18 8:04,7/30/18,8:04:22
30,30B,Nothocrax-urumutum,7/30/18 8:04,7/30/18,8:04:24
30,30B,Nothocrax-urumutum,7/30/18 8:10,7/30/18,8:10:06
30,30B,Nothocrax-urumutum,7/30/18 8:10,7/30/18,8:10:09
30,30B,Nothocrax-urumutum,7/30/18 8:10,7/30/18,8:10:11
3,3A,Tayassu-pecari,7/31/18 13:55,7/31/18,13:55:06
3,3A,Tayassu-pecari,7/31/18 13:55,7/31/18,13:55:07
3,3A,Tayassu-pecari,7/31/18 13:55,7/31/18,13:55:08
3,3A,Pecari-tajacu,7/31/18 14:01,7/31/18,14:01:31
3,3A,Pecari-tajacu,7/31/18 14:01,7/31/18,14:01:32
3,3A,Pecari-tajacu,7/31/18 14:01,7/31/18,14:01:33
7,7A,Nothocrax-urumutum,7/31/18 9:42,7/31/18,9:42:07
7,7A,Nothocrax-urumutum,7/31/18 9:42,7/31/18,9:42:08
7,7A,Nothocrax-urumutum,7/31/18 9:42,7/31/18,9:42:09
7,7A,Nothocrax-urumutum,7/31/18 9:45,7/31/18,9:45:56
7,7A,Nothocrax-urumutum,7/31/18 9:45,7/31/18,9:45:57
7,7A,Nothocrax-urumutum,7/31/18 9:45,7/31/18,9:45:58
7,7A,Nothocrax-urumutum,7/31/18 9:50,7/31/18,9:50:25
7,7A,Nothocrax-urumutum,7/31/18 9:50,7/31/18,9:50:26
7,7A,Nothocrax-urumutum,7/31/18 9:50,7/31/18,9:50:27
9,9A,Mazama-gouazoubira,7/31/18 15:05,7/31/18,15:05:53
9,9A,Mazama-gouazoubira,7/31/18 15:05,7/31/18,15:05:54
9,9A,Mazama-gouazoubira,7/31/18 15:05,7/31/18,15:05:55
9,9B,Mazama-gouazoubira,7/31/18 15:06,7/31/18,15:06:55
9,9B,Mazama-gouazoubira,7/31/18 15:06,7/31/18,15:06:56
15,15B,Tayassu-pecari,7/31/18 4:14,7/31/18,4:14:36
15,15B,Tayassu-pecari,7/31/18 4:14,7/31/18,4:14:37
15,15B,Tayassu-pecari,7/31/18 4:14,7/31/18,4:14:38
22,22A,Psophia-crepitans,7/31/18 8:06,7/31/18,8:06:37
22,22A,Psophia-crepitans,7/31/18 8:06,7/31/18,8:06:40
22,22A,Psophia-crepitans,7/31/18 8:06,7/31/18,8:06:43
22,22A,Cuniculus-paca,7/31/18 21:50,7/31/18,21:50:53
22,22A,Cuniculus-paca,7/31/18 21:50,7/31/18,21:50:57
22,22A,Cuniculus-paca,7/31/18 21:50,7/31/18,21:50:59
24,24A,Tinamu-major,7/31/18 6:53,7/31/18,6:53:05
24,24A,Tinamu-major,7/31/18 6:53,7/31/18,6:53:06
24,24A,Tinamu-major,7/31/18 6:53,7/31/18,6:53:07
24,24A,Tinamu-major,7/31/18 7:07,7/31/18,7:07:40
24,24A,Tinamu-major,7/31/18 7:07,7/31/18,7:07:41
24,24A,Tinamu-major,7/31/18 7:07,7/31/18,7:07:42
24,24B,Cuniculus-paca,7/31/18 20:51,7/31/18,20:51:41
24,24B,Cuniculus-paca,7/31/18 20:51,7/31/18,20:51:42
24,24B,Cuniculus-paca,7/31/18 20:51,7/31/18,20:51:43
2,2A,Leucopternis-melanops,8/1/18 12:18,8/1/18,12:18:30
2,2A,Leucopternis-melanops,8/1/18 12:18,8/1/18,12:18:31
2,2A,Leucopternis-melanops,8/1/18 12:18,8/1/18,12:18:32
4,4B,Nothocrax-urumutum,8/1/18 17:40,8/1/18,17:40:23
4,4B,Nothocrax-urumutum,8/1/18 17:40,8/1/18,17:40:47
8,8B,Mazama-americana,8/1/18 8:11,8/1/18,8:11:39
8,8B,Mazama-americana,8/1/18 8:11,8/1/18,8:11:40
8,8B,Mazama-americana,8/1/18 8:11,8/1/18,8:11:41
8,8B,Pecari-tajacu,8/1/18 12:40,8/1/18,12:40:05
8,8B,Pecari-tajacu,8/1/18 12:40,8/1/18,12:40:06
8,8B,Pecari-tajacu,8/1/18 12:40,8/1/18,12:40:07
9,9B,Psophia-crepitans,8/1/18 15:41,8/1/18,15:41:29
9,9B,Psophia-crepitans,8/1/18 15:41,8/1/18,15:41:30
9,9B,Psophia-crepitans,8/1/18 15:41,8/1/18,15:41:31
9,9B,Tapirus-terrestris,8/1/18 20:20,8/1/18,20:20:39
9,9B,Tapirus-terrestris,8/1/18 20:20,8/1/18,20:20:40
9,9B,Tapirus-terrestris,8/1/18 20:20,8/1/18,20:20:41
19,19A,Tayassu-pecari,8/1/18 10:34,8/1/18,10:34:41
19,19A,Tayassu-pecari,8/1/18 10:34,8/1/18,10:34:44
19,19A,Tayassu-pecari,8/1/18 10:34,8/1/18,10:34:47
2,2B,Cuniculus-paca,8/2/18 19:35,8/2/18,19:35:41
2,2B,Cuniculus-paca,8/2/18 19:35,8/2/18,19:35:42
2,2B,Cuniculus-paca,8/2/18 19:35,8/2/18,19:35:43
3,3B,Cuniculus-paca,8/2/18 19:55,8/2/18,19:55:49
3,3B,Cuniculus-paca,8/2/18 19:55,8/2/18,19:55:50
3,3B,Cuniculus-paca,8/2/18 19:55,8/2/18,19:55:51
9,9B,Tapirus-terrestris,8/2/18 6:21,8/2/18,6:21:50
9,9B,Tapirus-terrestris,8/2/18 6:21,8/2/18,6:21:51
9,9B,Tapirus-terrestris,8/2/18 6:21,8/2/18,6:21:52
9,9A,Nasua-nasua,8/2/18 6:56,8/2/18,6:56:27
9,9A,Nasua-nasua,8/2/18 6:56,8/2/18,6:56:28
9,9A,Nasua-nasua,8/2/18 6:56,8/2/18,6:56:29
9,9A,NA-NA,8/2/18 14:36,8/2/18,14:36:10
9,9A,NA-NA,8/2/18 14:36,8/2/18,14:36:11
9,9A,Dasypus-novemcinctus,8/2/18 19:48,8/2/18,19:48:53
9,9A,Dasypus-novemcinctus,8/2/18 19:48,8/2/18,19:48:54
9,9A,Dasypus-novemcinctus,8/2/18 19:48,8/2/18,19:48:55
9,9B,Dasypus-novemcinctus,8/2/18 19:49,8/2/18,19:49:34
9,9B,Dasypus-novemcinctus,8/2/18 19:49,8/2/18,19:49:35
9,9B,Dasypus-novemcinctus,8/2/18 19:49,8/2/18,19:49:36
15,15A,Mazama-gouazoubira,8/2/18 1:50,8/2/18,1:50:14
15,15B,Mazama-gouazoubira,8/2/18 1:52,8/2/18,1:52:00
15,15B,Mazama-gouazoubira,8/2/18 1:52,8/2/18,1:52:01
15,15B,Mazama-gouazoubira,8/2/18 1:52,8/2/18,1:52:02
24,24A,Tayassu-pecari,8/2/18 8:28,8/2/18,8:28:57
24,24A,Tayassu-pecari,8/2/18 8:28,8/2/18,8:28:58
24,24A,Tayassu-pecari,8/2/18 8:28,8/2/18,8:28:59
24,24A,Tayassu-pecari,8/2/18 8:31,8/2/18,8:31:49
24,24A,Tayassu-pecari,8/2/18 8:31,8/2/18,8:31:50
24,24A,Tayassu-pecari,8/2/18 8:31,8/2/18,8:31:51
24,24B,Pecari-tajacu,8/2/18 8:34,8/2/18,8:34:42
24,24A,Tayassu-pecari,8/2/18 8:36,8/2/18,8:36:04
24,24A,Tayassu-pecari,8/2/18 8:36,8/2/18,8:36:05
24,24A,Tayassu-pecari,8/2/18 8:36,8/2/18,8:36:06
24,24B,Tayassu-pecari,8/2/18 8:41,8/2/18,8:41:49
24,24B,Tayassu-pecari,8/2/18 8:41,8/2/18,8:41:50
24,24B,Tayassu-pecari,8/2/18 8:41,8/2/18,8:41:51
28,28A,Mazama-gouazoubira,8/2/18 18:22,8/2/18,18:22:49
28,28A,Mazama-gouazoubira,8/2/18 18:22,8/2/18,18:22:51
28,28A,Mazama-gouazoubira,8/2/18 18:22,8/2/18,18:22:53
30,30B,Mazama-gouazoubira,8/2/18 10:58,8/2/18,10:58:30
30,30B,Mazama-gouazoubira,8/2/18 10:58,8/2/18,10:58:34
30,30B,Mazama-gouazoubira,8/2/18 10:58,8/2/18,10:58:38
1,1B,Psophia-crepitans,8/3/18 6:38,8/3/18,6:38:53
1,1B,Psophia-crepitans,8/3/18 6:38,8/3/18,6:38:55
1,1B,Psophia-crepitans,8/3/18 6:38,8/3/18,6:38:56
1,1A,Psophia-crepitans,8/3/18 6:47,8/3/18,6:47:31
1,1A,Psophia-crepitans,8/3/18 6:47,8/3/18,6:47:32
1,1A,Psophia-crepitans,8/3/18 6:47,8/3/18,6:47:33
2,2B,Atelocynus-microtis,8/3/18 1:40,8/3/18,1:40:02
2,2B,Atelocynus-microtis,8/3/18 1:40,8/3/18,1:40:03
2,2B,Atelocynus-microtis,8/3/18 1:40,8/3/18,1:40:04
9,9A,Mazama-americana,8/3/18 12:13,8/3/18,12:13:17
9,9A,Mazama-americana,8/3/18 12:13,8/3/18,12:13:18
9,9A,Mazama-americana,8/3/18 12:13,8/3/18,12:13:19
9,9B,Mazama-americana,8/3/18 12:14,8/3/18,12:14:00
9,9B,Mazama-americana,8/3/18 12:14,8/3/18,12:14:01
9,9B,Mazama-americana,8/3/18 12:14,8/3/18,12:14:02
10,10B,Pecari-tajacu,8/3/18 11:07,8/3/18,11:07:57
10,10B,Pecari-tajacu,8/3/18 11:08,8/3/18,11:08:01
10,10B,Pecari-tajacu,8/3/18 11:08,8/3/18,11:08:04
13,13A,Psophia-crepitans,8/3/18 13:58,8/3/18,13:58:11
13,13A,Psophia-crepitans,8/3/18 13:58,8/3/18,13:58:12
13,13A,Psophia-crepitans,8/3/18 13:58,8/3/18,13:58:13
2,2B,Atelocynus-microtis,8/4/18 17:35,8/4/18,17:35:23
2,2B,Atelocynus-microtis,8/4/18 17:35,8/4/18,17:35:24
2,2B,Atelocynus-microtis,8/4/18 17:35,8/4/18,17:35:25
8,8B,Pecari-tajacu,8/4/18 10:11,8/4/18,10:11:33
8,8B,Pecari-tajacu,8/4/18 10:11,8/4/18,10:11:34
13,13A,Dasypus-novemcinctus,8/4/18 21:42,8/4/18,21:42:38
13,13A,Dasypus-novemcinctus,8/4/18 21:42,8/4/18,21:42:39
13,13A,Dasypus-novemcinctus,8/4/18 21:42,8/4/18,21:42:40
13,13B,Dasypus-novemcinctus,8/4/18 21:42,8/4/18,21:42:59
13,13B,Dasypus-novemcinctus,8/4/18 21:43,8/4/18,21:43:00
13,13B,Dasypus-novemcinctus,8/4/18 21:43,8/4/18,21:43:01
15,15B,Mazama-gouazoubira,8/4/18 3:20,8/4/18,3:20:15
15,15B,Mazama-gouazoubira,8/4/18 3:20,8/4/18,3:20:16
22,22A,Dasyprocta-fuliginosa,8/4/18 11:15,8/4/18,11:15:35
22,22A,Dasyprocta-fuliginosa,8/4/18 11:15,8/4/18,11:15:37
22,22A,Dasyprocta-fuliginosa,8/4/18 11:15,8/4/18,11:15:40
22,22A,Dasyprocta-fuliginosa,8/4/18 11:24,8/4/18,11:24:25
22,22A,Dasyprocta-fuliginosa,8/4/18 11:24,8/4/18,11:24:29
22,22A,Dasyprocta-fuliginosa,8/4/18 11:24,8/4/18,11:24:33
