Station,CameraName,Species,DateTimeOriginal,Date,Time
13,13B,Psophia-crepitans,7/14/18 17:41,7/14/18,17:41:33
13,13B,Psophia-crepitans,7/14/18 17:41,7/14/18,17:41:34
18,18A,Psophia-crepitans,7/14/18 7:29,7/14/18,7:29:44
18,18A,Psophia-crepitans,7/14/18 7:29,7/14/18,7:29:45
18,18B,Psophia-crepitans,7/14/18 7:30,7/14/18,7:30:17
18,18B,Psophia-crepitans,7/14/18 7:30,7/14/18,7:30:18
18,18B,Psophia-crepitans,7/14/18 7:30,7/14/18,7:30:19
18,18A,Psophia-crepitans,7/14/18 7:36,7/14/18,7:36:50
18,18A,Psophia-crepitans,7/14/18 7:36,7/14/18,7:36:51
18,18A,Psophia-crepitans,7/14/18 7:36,7/14/18,7:36:52
18,18B,Tayassu-pecari,7/14/18 13:47,7/14/18,13:47:42
18,18B,Tayassu-pecari,7/14/18 13:47,7/14/18,13:47:43
22,22A,Dasyprocta-fuliginosa,7/14/18 16:43,7/14/18,16:43:50
22,22A,Dasyprocta-fuliginosa,7/14/18 16:43,7/14/18,16:43:51
23,23B,Crypturellus-undulatus,7/14/18 6:26,7/14/18,6:26:22
23,23B,Crypturellus-undulatus,7/14/18 6:26,7/14/18,6:26:23
23,23B,Crypturellus-undulatus,7/14/18 6:26,7/14/18,6:26:24
24,24B,Crypturellus-undulatus,7/14/18 8:16,7/14/18,8:16:40
24,24B,Crypturellus-undulatus,7/14/18 8:16,7/14/18,8:16:41
24,24B,Crypturellus-undulatus,7/14/18 8:16,7/14/18,8:16:42
24,24B,Pecari-tajacu,7/14/18 13:45,7/14/18,13:45:07
24,24B,Pecari-tajacu,7/14/18 13:45,7/14/18,13:45:08
24,24B,Pecari-tajacu,7/14/18 13:45,7/14/18,13:45:09
1,1B,Dasypus-novemcinctus,7/15/18 1:08,7/15/18,1:08:02
1,1B,Dasypus-novemcinctus,7/15/18 1:08,7/15/18,1:08:03
1,1B,Dasypus-novemcinctus,7/15/18 1:08,7/15/18,1:08:05
4,4B,Cuniculus-paca,7/15/18 20:01,7/15/18,20:01:34
10,10A,Dasyprocta-fuliginosa,7/15/18 19:46,7/15/18,19:46:23
10,10A,Dasyprocta-fuliginosa,7/15/18 19:46,7/15/18,19:46:26
10,10A,Dasyprocta-fuliginosa,7/15/18 19:46,7/15/18,19:46:29
11,11A,Mazama-americana,7/15/18 7:13,7/15/18,7:13:34
11,11A,Mazama-americana,7/15/18 7:13,7/15/18,7:13:37
11,11A,Mazama-americana,7/15/18 7:13,7/15/18,7:13:40
13,13A,Psophia-crepitans,7/15/18 6:27,7/15/18,6:27:06
13,13A,Psophia-crepitans,7/15/18 6:27,7/15/18,6:27:07
13,13B,Psophia-crepitans,7/15/18 6:27,7/15/18,6:27:20
13,13B,Psophia-crepitans,7/15/18 6:27,7/15/18,6:27:21
13,13B,Psophia-crepitans,7/15/18 6:27,7/15/18,6:27:22
13,13A,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:30
13,13A,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:31
13,13A,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:32
13,13B,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:46
13,13B,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:47
13,13B,Pecari-tajacu,7/15/18 13:21,7/15/18,13:21:48
15,15A,Dasyprocta-fuliginosa,7/15/18 14:54,7/15/18,14:54:29
15,15B,Myoprocta-pratti,7/15/18 17:53,7/15/18,17:53:55
15,15B,Myoprocta-pratti,7/15/18 17:53,7/15/18,17:53:56
16,16A,Leucopternis-melanops,7/15/18 13:49,7/15/18,13:49:36
16,16A,Leucopternis-melanops,7/15/18 13:49,7/15/18,13:49:37
16,16A,Leucopternis-melanops,7/15/18 13:49,7/15/18,13:49:38
21,21B,Dasypus-novemcinctus,7/15/18 4:40,7/15/18,4:40:53
21,21B,Dasypus-novemcinctus,7/15/18 4:40,7/15/18,4:40:54
21,21B,Dasypus-novemcinctus,7/15/18 4:40,7/15/18,4:40:55
22,22A,Mitu-salvini,7/15/18 18:00,7/15/18,18:00:09
22,22A,Mitu-salvini,7/15/18 18:00,7/15/18,18:00:12
22,22A,Mitu-salvini,7/15/18 18:00,7/15/18,18:00:15
24,24A,Cuniculus-paca,7/15/18 19:23,7/15/18,19:23:32
24,24A,Cuniculus-paca,7/15/18 19:23,7/15/18,19:23:33
24,24A,Cuniculus-paca,7/15/18 19:23,7/15/18,19:23:34
26,26A,Didelphis-marsupialis,7/15/18 3:21,7/15/18,3:21:21
26,26A,Didelphis-marsupialis,7/15/18 3:21,7/15/18,3:21:22
26,26A,Didelphis-marsupialis,7/15/18 3:21,7/15/18,3:21:23
30,30B,Psophia-crepitans,7/15/18 17:00,7/15/18,17:00:20
30,30B,Psophia-crepitans,7/15/18 17:00,7/15/18,17:00:23
30,30B,Psophia-crepitans,7/15/18 17:00,7/15/18,17:00:27
2,2B,Mazama-gouazoubira,7/16/18 23:43,7/16/18,23:43:43
2,2A,Mazama-gouazoubira,7/16/18 23:46,7/16/18,23:46:17
2,2A,Mazama-gouazoubira,7/16/18 23:46,7/16/18,23:46:18
2,2A,Mazama-gouazoubira,7/16/18 23:46,7/16/18,23:46:19
4,4A,Pecari-tajacu,7/16/18 8:38,7/16/18,8:38:11
4,4B,Pecari-tajacu,7/16/18 8:38,7/16/18,8:38:39
4,4B,Pecari-tajacu,7/16/18 9:02,7/16/18,9:02:45
8,8A,Mazama-americana,7/16/18 5:57,7/16/18,5:57:03
8,8A,Mazama-americana,7/16/18 5:57,7/16/18,5:57:04
8,8A,Mazama-americana,7/16/18 5:57,7/16/18,5:57:05
8,8B,Mazama-americana,7/16/18 5:57,7/16/18,5:57:09
16,16A,Myrmecophaga-tridactyla,7/16/18 16:51,7/16/18,16:51:29
16,16A,Myrmecophaga-tridactyla,7/16/18 16:51,7/16/18,16:51:30
18,18A,Tamandua-tetradactyla,7/16/18 3:06,7/16/18,3:06:01
18,18A,Tamandua-tetradactyla,7/16/18 3:06,7/16/18,3:06:02
18,18A,Tamandua-tetradactyla,7/16/18 3:06,7/16/18,3:06:03
21,21A,Dasyprocta-fuliginosa,7/16/18 16:56,7/16/18,16:56:54
21,21A,Dasyprocta-fuliginosa,7/16/18 16:56,7/16/18,16:56:55
21,21A,Dasyprocta-fuliginosa,7/16/18 16:56,7/16/18,16:56:56
21,21A,Cuniculus-paca,7/16/18 22:11,7/16/18,22:11:42
21,21A,Cuniculus-paca,7/16/18 22:11,7/16/18,22:11:43
21,21A,Cuniculus-paca,7/16/18 22:11,7/16/18,22:11:44
22,22A,Tapirus-terrestris,7/16/18 1:06,7/16/18,1:06:58
22,22A,Tapirus-terrestris,7/16/18 1:07,7/16/18,1:07:02
22,22A,Tapirus-terrestris,7/16/18 1:07,7/16/18,1:07:05
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:19
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:20
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:21
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:48
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:49
2,2B,Dasypus-novemcinctus,7/17/18 3:30,7/17/18,3:30:50
3,3A,Eira-barbara,7/17/18 9:04,7/17/18,9:04:13
3,3A,Eira-barbara,7/17/18 9:04,7/17/18,9:04:14
3,3A,Eira-barbara,7/17/18 9:04,7/17/18,9:04:15
3,3A,Eira-barbara,7/17/18 11:10,7/17/18,11:10:26
3,3A,Eira-barbara,7/17/18 11:10,7/17/18,11:10:27
3,3A,Eira-barbara,7/17/18 11:10,7/17/18,11:10:28
4,4B,Myoprocta-pratti,7/17/18 6:40,7/17/18,6:40:49
8,8A,Mazama-gouazoubira,7/17/18 9:41,7/17/18,9:41:39
8,8A,Mazama-gouazoubira,7/17/18 9:41,7/17/18,9:41:40
8,8A,Mazama-gouazoubira,7/17/18 9:41,7/17/18,9:41:41
9,9A,Mazama-americana,7/17/18 0:55,7/17/18,0:55:46
9,9A,Mazama-americana,7/17/18 0:55,7/17/18,0:55:47
9,9B,Mazama-americana,7/17/18 0:56,7/17/18,0:56:24
9,9B,Mazama-americana,7/17/18 0:56,7/17/18,0:56:25
9,9B,Mazama-americana,7/17/18 0:56,7/17/18,0:56:26
11,11A,Eira-barbara,7/17/18 11:42,7/17/18,11:42:08
11,11A,Eira-barbara,7/17/18 11:42,7/17/18,11:42:11
11,11A,Eira-barbara,7/17/18 11:42,7/17/18,11:42:14
21,21A,Dasyprocta-fuliginosa,7/17/18 9:59,7/17/18,9:59:02
21,21A,Dasyprocta-fuliginosa,7/17/18 9:59,7/17/18,9:59:03
21,21A,Dasyprocta-fuliginosa,7/17/18 9:59,7/17/18,9:59:04
22,22A,Mazama-gouazoubira,7/17/18 17:18,7/17/18,17:18:34
22,22A,Mazama-gouazoubira,7/17/18 17:18,7/17/18,17:18:37
22,22A,Mazama-gouazoubira,7/17/18 17:18,7/17/18,17:18:40
23,23B,Cuniculus-paca,7/17/18 22:27,7/17/18,22:27:43
23,23B,Cuniculus-paca,7/17/18 22:27,7/17/18,22:27:44
23,23B,Cuniculus-paca,7/17/18 22:27,7/17/18,22:27:45
24,24A,Cuniculus-paca,7/17/18 3:31,7/17/18,3:31:46
24,24A,Cuniculus-paca,7/17/18 3:31,7/17/18,3:31:47
29,29A,Mitu-salvini,7/17/18 7:44,7/17/18,7:44:19
29,29A,Mitu-salvini,7/17/18 7:44,7/17/18,7:44:23
29,29A,Mitu-salvini,7/17/18 7:44,7/17/18,7:44:25
29,29A,Mitu-salvini,7/17/18 7:51,7/17/18,7:51:35
29,29A,Mitu-salvini,7/17/18 7:51,7/17/18,7:51:38
29,29A,Mitu-salvini,7/17/18 7:51,7/17/18,7:51:41
2,2B,Eira-barbara,7/18/18 6:41,7/18/18,6:41:17
2,2B,Eira-barbara,7/18/18 6:41,7/18/18,6:41:18
2,2B,Eira-barbara,7/18/18 6:41,7/18/18,6:41:19
7,7B,Cebus-albifrons,7/18/18 15:48,7/18/18,15:48:57
7,7B,Cebus-albifrons,7/18/18 15:49,7/18/18,15:49:00
7,7B,Cebus-albifrons,7/18/18 15:49,7/18/18,15:49:02
7,7A,Cebus-albifrons,7/18/18 15:50,7/18/18,15:50:03
7,7A,Cebus-albifrons,7/18/18 15:50,7/18/18,15:50:04
7,7A,Cebus-albifrons,7/18/18 15:50,7/18/18,15:50:05
8,8B,Mazama-gouazoubira,7/18/18 18:00,7/18/18,18:00:20
8,8B,Mazama-gouazoubira,7/18/18 18:00,7/18/18,18:00:21
8,8B,Mazama-gouazoubira,7/18/18 18:00,7/18/18,18:00:22
10,10A,Eira-barbara,7/18/18 15:18,7/18/18,15:18:08
10,10A,Eira-barbara,7/18/18 15:18,7/18/18,15:18:12
10,10A,Eira-barbara,7/18/18 15:18,7/18/18,15:18:15
15,15B,Mazama-gouazoubira,7/18/18 9:01,7/18/18,9:01:40
15,15B,Mazama-gouazoubira,7/18/18 9:01,7/18/18,9:01:41
15,15B,Mazama-gouazoubira,7/18/18 9:01,7/18/18,9:01:42
21,21A,Cuniculus-paca,7/18/18 23:31,7/18/18,23:31:02
21,21A,Cuniculus-paca,7/18/18 23:31,7/18/18,23:31:03
21,21A,Cuniculus-paca,7/18/18 23:31,7/18/18,23:31:04
22,22A,Dasyprocta-fuliginosa,7/18/18 6:14,7/18/18,6:14:32
22,22A,Dasyprocta-fuliginosa,7/18/18 6:14,7/18/18,6:14:36
22,22A,Dasyprocta-fuliginosa,7/18/18 6:14,7/18/18,6:14:39
22,22A,Pecari-tajacu,7/18/18 14:43,7/18/18,14:43:38
22,22A,Pecari-tajacu,7/18/18 14:43,7/18/18,14:43:42
22,22A,Pecari-tajacu,7/18/18 14:43,7/18/18,14:43:45
30,30B,Pecari-tajacu,7/18/18 16:52,7/18/18,16:52:04
30,30B,Pecari-tajacu,7/18/18 16:52,7/18/18,16:52:08
30,30B,Pecari-tajacu,7/18/18 16:52,7/18/18,16:52:10
4,4A,Mazama-gouazoubira,7/19/18 21:04,7/19/18,21:04:30
4,4A,Mazama-gouazoubira,7/19/18 21:04,7/19/18,21:04:31
4,4A,Mazama-gouazoubira,7/19/18 21:04,7/19/18,21:04:32
4,4A,Mazama-gouazoubira,7/19/18 21:24,7/19/18,21:24:46
4,4A,Tapirus-terrestris,7/19/18 21:24,7/19/18,21:24:46
4,4A,Tapirus-terrestris,7/19/18 21:24,7/19/18,21:24:47
7,7B,Pecari-tajacu,7/19/18 9:46,7/19/18,9:46:23
7,7B,Pecari-tajacu,7/19/18 9:46,7/19/18,9:46:26
7,7B,Pecari-tajacu,7/19/18 9:46,7/19/18,9:46:29
7,7A,Pecari-tajacu,7/19/18 9:48,7/19/18,9:48:30
7,7A,Pecari-tajacu,7/19/18 9:48,7/19/18,9:48:31
7,7A,Pecari-tajacu,7/19/18 9:48,7/19/18,9:48:32
9,9A,Tapirus-terrestris,7/19/18 21:18,7/19/18,21:18:40
9,9A,Tapirus-terrestris,7/19/18 21:18,7/19/18,21:18:41
9,9A,Tapirus-terrestris,7/19/18 21:18,7/19/18,21:18:42
9,9B,Tapirus-terrestris,7/19/18 21:19,7/19/18,21:19:17
9,9B,Tapirus-terrestris,7/19/18 21:19,7/19/18,21:19:18
9,9B,Tapirus-terrestris,7/19/18 21:19,7/19/18,21:19:19
9,9A,Tapirus-terrestris,7/19/18 22:45,7/19/18,22:45:35
9,9A,Tapirus-terrestris,7/19/18 22:45,7/19/18,22:45:36
9,9A,Tapirus-terrestris,7/19/18 22:45,7/19/18,22:45:37
9,9B,Tapirus-terrestris,7/19/18 22:46,7/19/18,22:46:13
9,9B,Tapirus-terrestris,7/19/18 22:46,7/19/18,22:46:14
9,9B,Tapirus-terrestris,7/19/18 22:46,7/19/18,22:46:15
13,13A,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:39
13,13A,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:40
13,13A,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:41
13,13B,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:57
13,13B,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:58
13,13B,Psophia-crepitans,7/19/18 12:39,7/19/18,12:39:59
15,15A,NA-NA,7/19/18 8:50,7/19/18,8:50:09
18,18A,Pecari-tajacu,7/19/18 13:08,7/19/18,13:08:12
18,18A,Pecari-tajacu,7/19/18 13:08,7/19/18,13:08:13
21,21A,Cuniculus-paca,7/19/18 0:09,7/19/18,0:09:37
21,21A,Cuniculus-paca,7/19/18 0:09,7/19/18,0:09:38
21,21A,Cuniculus-paca,7/19/18 0:09,7/19/18,0:09:39
21,21A,Mazama-americana,7/19/18 2:19,7/19/18,2:19:03
21,21A,Mazama-americana,7/19/18 2:19,7/19/18,2:19:04
21,21A,Mazama-americana,7/19/18 2:19,7/19/18,2:19:05
22,22A,Dasyprocta-fuliginosa,7/19/18 7:03,7/19/18,7:03:33
22,22A,Dasyprocta-fuliginosa,7/19/18 7:03,7/19/18,7:03:36
22,22A,Dasyprocta-fuliginosa,7/19/18 7:03,7/19/18,7:03:39
1,1B,Psophia-crepitans,7/20/18 17:55,7/20/18,17:55:05
1,1B,Psophia-crepitans,7/20/18 17:55,7/20/18,17:55:06
1,1B,Psophia-crepitans,7/20/18 17:55,7/20/18,17:55:07
4,4B,Pecari-tajacu,7/20/18 13:32,7/20/18,13:32:38
4,4B,Pecari-tajacu,7/20/18 13:33,7/20/18,13:33:03
8,8B,NAN-NAN,7/20/18 19:59,7/20/18,19:59:25
8,8B,NAN-NAN,7/20/18 19:59,7/20/18,19:59:26
8,8B,NAN-NAN,7/20/18 19:59,7/20/18,19:59:27
9,9A,Tapirus-terrestris,7/20/18 1:23,7/20/18,1:23:20
9,9A,Tapirus-terrestris,7/20/18 1:23,7/20/18,1:23:21
9,9A,Tapirus-terrestris,7/20/18 1:23,7/20/18,1:23:22
9,9B,Tapirus-terrestris,7/20/18 1:23,7/20/18,1:23:58
9,9B,Tapirus-terrestris,7/20/18 1:23,7/20/18,1:23:59
9,9B,Tapirus-terrestris,7/20/18 1:24,7/20/18,1:24:00
9,9A,Tapirus-terrestris,7/20/18 2:59,7/20/18,2:59:54
9,9A,Tapirus-terrestris,7/20/18 2:59,7/20/18,2:59:55
9,9A,Tapirus-terrestris,7/20/18 2:59,7/20/18,2:59:56
9,9B,Tapirus-terrestris,7/20/18 3:00,7/20/18,3:00:32
9,9B,Tapirus-terrestris,7/20/18 3:00,7/20/18,3:00:33
9,9B,Tapirus-terrestris,7/20/18 3:01,7/20/18,3:01:46
9,9B,Tapirus-terrestris,7/20/18 3:01,7/20/18,3:01:47
9,9B,Tapirus-terrestris,7/20/18 3:01,7/20/18,3:01:48
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:00
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:01
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:02
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:14
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:15
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:16
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:33
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:34
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:48
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:49
9,9A,Tapirus-terrestris,7/20/18 3:02,7/20/18,3:02:50
9,9B,Tapirus-terrestris,7/20/18 3:03,7/20/18,3:03:05
9,9B,Tapirus-terrestris,7/20/18 3:03,7/20/18,3:03:06
9,9B,Tapirus-terrestris,7/20/18 3:03,7/20/18,3:03:07
9,9B,Tapirus-terrestris,7/20/18 20:44,7/20/18,20:44:42
9,9B,Tapirus-terrestris,7/20/18 20:44,7/20/18,20:44:43
9,9B,Tapirus-terrestris,7/20/18 20:44,7/20/18,20:44:44
11,11A,Mazama-gouazoubira,7/20/18 16:14,7/20/18,16:14:51
11,11A,Mazama-gouazoubira,7/20/18 16:14,7/20/18,16:14:55
11,11A,Mazama-gouazoubira,7/20/18 16:14,7/20/18,16:14:57
11,11A,Mazama-gouazoubira,7/20/18 17:18,7/20/18,17:18:03
11,11A,Mazama-gouazoubira,7/20/18 17:18,7/20/18,17:18:06
11,11A,Mazama-gouazoubira,7/20/18 17:18,7/20/18,17:18:09
12,12A,Mazama-americana,7/20/18 9:38,7/20/18,9:38:34
12,12A,Mazama-americana,7/20/18 9:38,7/20/18,9:38:35
12,12A,Mazama-americana,7/20/18 9:38,7/20/18,9:38:36
13,13A,Dasyprocta-fuliginosa,7/20/18 6:33,7/20/18,6:33:33
13,13A,Dasyprocta-fuliginosa,7/20/18 6:33,7/20/18,6:33:34
13,13A,Dasyprocta-fuliginosa,7/20/18 6:33,7/20/18,6:33:35
13,13B,Dasyprocta-fuliginosa,7/20/18 17:29,7/20/18,17:29:32
13,13B,Dasyprocta-fuliginosa,7/20/18 17:29,7/20/18,17:29:33
24,24A,Cuniculus-paca,7/20/18 1:55,7/20/18,1:55:16
24,24A,Cuniculus-paca,7/20/18 1:55,7/20/18,1:55:17
24,24A,Cuniculus-paca,7/20/18 1:55,7/20/18,1:55:18
24,24A,Mazama-americana,7/20/18 17:23,7/20/18,17:23:27
30,30B,Pecari-tajacu,7/20/18 18:01,7/20/18,18:01:16
30,30B,Pecari-tajacu,7/20/18 18:01,7/20/18,18:01:19
30,30B,Pecari-tajacu,7/20/18 18:01,7/20/18,18:01:22
30,30B,Tayassu-pecari,7/20/18 18:07,7/20/18,18:07:10
30,30B,Tayassu-pecari,7/20/18 18:07,7/20/18,18:07:13
30,30B,Tayassu-pecari,7/20/18 18:07,7/20/18,18:07:16
3,3B,Cuniculus-paca,7/21/18 0:30,7/21/18,0:30:13
3,3B,Cuniculus-paca,7/21/18 0:30,7/21/18,0:30:14
3,3B,Cuniculus-paca,7/21/18 0:30,7/21/18,0:30:15
4,4B,Tamandua-tetradactyla,7/21/18 3:27,7/21/18,3:27:37
4,4B,Tamandua-tetradactyla,7/21/18 3:28,7/21/18,3:28:01
7,7A,Mitu-salvini,7/21/18 10:13,7/21/18,10:13:25
7,7A,Mitu-salvini,7/21/18 10:13,7/21/18,10:13:26
7,7A,Mitu-salvini,7/21/18 10:13,7/21/18,10:13:27
7,7A,Mitu-salvini,7/21/18 10:16,7/21/18,10:16:24
7,7A,Mitu-salvini,7/21/18 10:16,7/21/18,10:16:25
7,7A,Mitu-salvini,7/21/18 10:16,7/21/18,10:16:26
7,7A,Mitu-salvini,7/21/18 10:19,7/21/18,10:19:04
7,7A,Mitu-salvini,7/21/18 10:19,7/21/18,10:19:05
7,7A,Mitu-salvini,7/21/18 10:19,7/21/18,10:19:06
7,7A,Mitu-salvini,7/21/18 10:22,7/21/18,10:22:43
7,7A,Mitu-salvini,7/21/18 10:22,7/21/18,10:22:44
7,7A,Mitu-salvini,7/21/18 10:25,7/21/18,10:25:48
7,7A,Mitu-salvini,7/21/18 10:25,7/21/18,10:25:49
7,7A,Mitu-salvini,7/21/18 10:25,7/21/18,10:25:50
7,7B,Mitu-salvini,7/21/18 10:26,7/21/18,10:26:41
7,7B,Mitu-salvini,7/21/18 10:26,7/21/18,10:26:44
7,7B,Mitu-salvini,7/21/18 10:26,7/21/18,10:26:47
7,7A,Mitu-salvini,7/21/18 10:28,7/21/18,10:28:32
7,7A,Mitu-salvini,7/21/18 10:28,7/21/18,10:28:33
7,7A,Mitu-salvini,7/21/18 10:28,7/21/18,10:28:34
7,7A,Psophia-crepitans,7/21/18 16:15,7/21/18,16:15:44
7,7A,Psophia-crepitans,7/21/18 16:15,7/21/18,16:15:45
7,7A,Psophia-crepitans,7/21/18 16:15,7/21/18,16:15:46
9,9A,Tapirus-terrestris,7/21/18 3:45,7/21/18,3:45:29
9,9A,Tapirus-terrestris,7/21/18 3:45,7/21/18,3:45:30
9,9A,Tapirus-terrestris,7/21/18 3:45,7/21/18,3:45:31
9,9A,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:00
9,9A,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:01
9,9A,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:02
9,9B,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:04
9,9B,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:05
9,9B,Tapirus-terrestris,7/21/18 3:46,7/21/18,3:46:06
13,13A,Dasyprocta-fuliginosa,7/21/18 10:55,7/21/18,10:55:12
13,13A,Dasyprocta-fuliginosa,7/21/18 10:55,7/21/18,10:55:13
13,13A,Dasyprocta-fuliginosa,7/21/18 10:55,7/21/18,10:55:14
13,13A,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:11
13,13A,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:12
13,13A,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:13
13,13B,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:28
13,13B,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:29
13,13B,Psophia-crepitans,7/21/18 11:08,7/21/18,11:08:30
13,13B,Dasyprocta-fuliginosa,7/21/18 14:41,7/21/18,14:41:58
13,13B,Dasyprocta-fuliginosa,7/21/18 14:41,7/21/18,14:41:59
13,13A,Mazama-gouazoubira,7/21/18 18:07,7/21/18,18:07:05
13,13A,Mazama-gouazoubira,7/21/18 18:07,7/21/18,18:07:06
13,13A,Mazama-gouazoubira,7/21/18 18:07,7/21/18,18:07:07
18,18A,Mazama-americana,7/21/18 5:09,7/21/18,5:09:52
18,18A,Mazama-americana,7/21/18 5:09,7/21/18,5:09:53
18,18A,Mazama-americana,7/21/18 5:09,7/21/18,5:09:54
18,18A,Hadroscirus-spadiceus,7/21/18 7:51,7/21/18,7:51:01
18,18A,Hadroscirus-spadiceus,7/21/18 7:51,7/21/18,7:51:02
25,25A,Atelocynus-microtis,7/21/18 18:58,7/21/18,18:58:08
25,25A,Atelocynus-microtis,7/21/18 18:58,7/21/18,18:58:09
25,25A,Atelocynus-microtis,7/21/18 18:58,7/21/18,18:58:10
2,2B,Cuniculus-paca,7/22/18 4:56,7/22/18,4:56:32
2,2B,Cuniculus-paca,7/22/18 4:56,7/22/18,4:56:33
2,2B,Dasyprocta-fuliginosa,7/22/18 10:13,7/22/18,10:13:08
2,2B,Dasyprocta-fuliginosa,7/22/18 10:13,7/22/18,10:13:09
2,2B,Dasyprocta-fuliginosa,7/22/18 10:13,7/22/18,10:13:10
3,3B,Mazama-gouazoubira,7/22/18 8:42,7/22/18,8:42:29
3,3B,Mazama-gouazoubira,7/22/18 8:42,7/22/18,8:42:30
3,3B,Mazama-gouazoubira,7/22/18 8:42,7/22/18,8:42:31
4,4A,Myrmecophaga-tridactyla,7/22/18 15:32,7/22/18,15:32:22
4,4A,Myrmecophaga-tridactyla,7/22/18 15:32,7/22/18,15:32:23
4,4A,Myrmecophaga-tridactyla,7/22/18 15:32,7/22/18,15:32:24
4,4B,Myrmecophaga-tridactyla,7/22/18 15:32,7/22/18,15:32:36
4,4B,Myrmecophaga-tridactyla,7/22/18 15:32,7/22/18,15:32:37
4,4B,Psophia-crepitans,7/22/18 17:48,7/22/18,17:48:07
4,4B,Psophia-crepitans,7/22/18 17:48,7/22/18,17:48:08
15,15B,Tamandua-tetradactyla,7/22/18 5:57,7/22/18,5:57:24
15,15B,Tamandua-tetradactyla,7/22/18 5:57,7/22/18,5:57:25
15,15B,Tamandua-tetradactyla,7/22/18 5:57,7/22/18,5:57:26
18,18A,Mazama-gouazoubira,7/22/18 4:14,7/22/18,4:14:01
18,18A,Mazama-gouazoubira,7/22/18 4:14,7/22/18,4:14:02
18,18A,Mazama-gouazoubira,7/22/18 4:14,7/22/18,4:14:03
25,25A,Pecari-tajacu,7/22/18 1:53,7/22/18,1:53:16
25,25A,Pecari-tajacu,7/22/18 1:53,7/22/18,1:53:17
25,25A,Pecari-tajacu,7/22/18 2:03,7/22/18,2:03:58
25,25A,Pecari-tajacu,7/22/18 2:03,7/22/18,2:03:59
25,25A,Tayassu-pecari,7/22/18 6:20,7/22/18,6:20:13
25,25A,Tayassu-pecari,7/22/18 6:20,7/22/18,6:20:14
25,25A,Pecari-tajacu,7/22/18 6:35,7/22/18,6:35:17
25,25A,Pecari-tajacu,7/22/18 6:35,7/22/18,6:35:18
25,25A,Pecari-tajacu,7/22/18 6:35,7/22/18,6:35:19
2,2B,Atelocynus-microtis,7/23/18 4:41,7/23/18,4:41:22
2,2B,Atelocynus-microtis,7/23/18 4:41,7/23/18,4:41:23
2,2B,Atelocynus-microtis,7/23/18 4:41,7/23/18,4:41:24
2,2A,Atelocynus-microtis,7/23/18 4:43,7/23/18,4:43:57
2,2A,Atelocynus-microtis,7/23/18 4:43,7/23/18,4:43:58
2,2A,Atelocynus-microtis,7/23/18 4:43,7/23/18,4:43:59
2,2B,Tamandua-tetradactyla,7/23/18 5:57,7/23/18,5:57:01
2,2B,Tamandua-tetradactyla,7/23/18 5:57,7/23/18,5:57:02
2,2B,Tamandua-tetradactyla,7/23/18 5:57,7/23/18,5:57:03
2,2B,Atelocynus-microtis,7/23/18 6:38,7/23/18,6:38:49
2,2B,Atelocynus-microtis,7/23/18 6:38,7/23/18,6:38:50
2,2B,Atelocynus-microtis,7/23/18 6:38,7/23/18,6:38:51
2,2A,Panthera-onca,7/23/18 12:30,7/23/18,12:30:17
2,2A,Panthera-onca,7/23/18 12:30,7/23/18,12:30:18
