"","Station","CameraName","Species","DateTimeOriginal","Date","Time","CommunityName"
"466","ZAB4","ZAB4A","Psophia crepitans",2018-08-20 15:45:16,2018-08-20,"15:45:16","Zabalo"
"467","ZAB25","ZAB25A","Myoprocta pratti",2018-08-20 18:21:32,2018-08-20,"18:21:32","Zabalo"
"468","ZAB9","ZAB9A","Pecari tajacu",2018-08-21 00:11:25,2018-08-21,"0:11:25","Zabalo"
"469","ZAB7","ZAB7A","Mitu salvini",2018-08-21 07:37:19,2018-08-21,"7:37:19","Zabalo"
"470","ZAB8","ZAB8A","Nothocrax urumutum",2018-08-21 07:47:32,2018-08-21,"7:47:32","Zabalo"
"471","ZAB8","ZAB8B","Mitu salvini",2018-08-21 07:48:30,2018-08-21,"7:48:30","Zabalo"
"472","ZAB18","ZAB18B","Dasyprocta fuliginosa",2018-08-21 13:43:00,2018-08-21,"13:43:00","Zabalo"
"473","ZAB16","ZAB16A","Eira barbara",2018-08-21 14:43:38,2018-08-21,"14:43:38","Zabalo"
"474","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-08-21 17:42:51,2018-08-21,"17:42:51","Zabalo"
"475","ZAB3","ZAB3A","NAN NAN",2018-08-21 20:31:42,2018-08-21,"20:31:42","Zabalo"
"476","ZAB9","ZAB9A","Dasypus novemcinctus",2018-08-22 04:30:31,2018-08-22,"4:30:31","Zabalo"
"477","ZAB22","ZAB22A","Nasua nasua",2018-08-22 08:29:00,2018-08-22,"8:29:00","Zabalo"
"478","ZAB28","ZAB28A","Pecari tajacu",2018-08-22 09:20:51,2018-08-22,"9:20:51","Zabalo"
"479","ZAB22","ZAB22A","Pecari tajacu",2018-08-22 13:05:00,2018-08-22,"13:05:00","Zabalo"
"480","ZAB22","ZAB22A","Atelocynus microtis",2018-08-22 18:52:00,2018-08-22,"18:52:00","Zabalo"
"481","ZAB30","ZAB30B","Mazama americana",2018-08-22 19:32:49,2018-08-22,"19:32:49","Zabalo"
"482","ZAB24","ZAB24A","Cuniculus paca",2018-08-23 03:16:17,2018-08-23,"3:16:17","Zabalo"
"483","ZAB13","ZAB13B","Myrmecophaga tridactyla",2018-08-23 10:08:48,2018-08-23,"10:08:48","Zabalo"
"484","ZAB25","ZAB25A","Penelope jacquacu",2018-08-23 12:14:06,2018-08-23,"12:14:06","Zabalo"
"485","ZAB3","ZAB3A","Psophia crepitans",2018-08-23 13:28:25,2018-08-23,"13:28:25","Zabalo"
"486","ZAB28","ZAB28A","Mazama gouazoubira",2018-08-23 17:17:40,2018-08-23,"17:17:40","Zabalo"
"487","ZAB21","ZAB21B","Mazama americana",2018-08-23 18:10:14,2018-08-23,"18:10:14","Zabalo"
"488","ZAB18","ZAB18A","Cuniculus paca",2018-08-24 01:29:51,2018-08-24,"1:29:51","Zabalo"
"489","ZAB30","ZAB30B","Mazama americana",2018-08-24 02:58:18,2018-08-24,"2:58:18","Zabalo"
"490","ZAB26","ZAB26B","Mazama gouazoubira",2018-08-24 07:20:26,2018-08-24,"7:20:26","Zabalo"
"491","ZAB7","ZAB7A","Pecari tajacu",2018-08-24 12:10:41,2018-08-24,"12:10:41","Zabalo"
"492","ZAB7","ZAB7A","Tayassu pecari",2018-08-24 12:14:47,2018-08-24,"12:14:47","Zabalo"
"493","ZAB23","ZAB23B","Atelocynus microtis",2018-08-24 13:42:44,2018-08-24,"13:42:44","Zabalo"
"494","ZAB4","ZAB4A","Nothocrax urumutum",2018-08-24 16:56:04,2018-08-24,"16:56:04","Zabalo"
"495","ZAB17","ZAB17B","Pecari tajacu",2018-08-24 17:44:45,2018-08-24,"17:44:45","Zabalo"
"496","ZAB17","ZAB17B","Mazama americana",2018-08-24 19:06:56,2018-08-24,"19:06:56","Zabalo"
"497","ZAB17","ZAB17B","Pecari tajacu",2018-08-25 02:23:28,2018-08-25,"2:23:28","Zabalo"
"498","ZAB17","ZAB17A","Pecari tajacu",2018-08-25 10:34:00,2018-08-25,"10:34:00","Zabalo"
"499","ZAB12","ZAB12A","Penelope jacquacu",2018-08-25 12:58:20,2018-08-25,"12:58:20","Zabalo"
"500","ZAB9","ZAB9A","Penelope jacquacu",2018-08-25 14:26:30,2018-08-25,"14:26:30","Zabalo"
"501","ZAB8","ZAB8A","Tinamus major",2018-08-25 17:17:24,2018-08-25,"17:17:24","Zabalo"
"502","ZAB17","ZAB17A","Pecari tajacu",2018-08-25 19:12:00,2018-08-25,"19:12:00","Zabalo"
"503","ZAB24","ZAB24B","Tayassu pecari",2018-08-26 14:31:57,2018-08-26,"14:31:57","Zabalo"
"504","ZAB24","ZAB24B","Pecari tajacu",2018-08-26 14:36:02,2018-08-26,"14:36:02","Zabalo"
"505","ZAB18","ZAB18A","Cuniculus paca",2018-08-26 19:16:51,2018-08-26,"19:16:51","Zabalo"
"506","ZAB9","ZAB9A","Mazama gouazoubira",2018-08-27 01:40:34,2018-08-27,"1:40:34","Zabalo"
"507","ZAB15","ZAB15A","Atelocynus microtis",2018-08-27 09:29:15,2018-08-27,"9:29:15","Zabalo"
"508","ZAB7","ZAB7A","Eira barbara",2018-08-27 17:31:00,2018-08-27,"17:31:00","Zabalo"
"509","ZAB15","ZAB15B","Atelocynus microtis",2018-08-27 17:47:15,2018-08-27,"17:47:15","Zabalo"
"510","ZAB9","ZAB9A","Mitu salvini",2018-08-27 17:49:59,2018-08-27,"17:49:59","Zabalo"
"511","ZAB7","ZAB7A","Mitu salvini",2018-08-27 18:49:00,2018-08-27,"18:49:00","Zabalo"
"512","ZAB7","ZAB7A","Atelocynus microtis",2018-08-28 12:05:00,2018-08-28,"12:05:00","Zabalo"
"513","ZAB1","ZAB1B","Atelocynus microtis",2018-08-28 12:14:20,2018-08-28,"12:14:20","Zabalo"
"514","ZAB8","ZAB8B","Mitu salvini",2018-08-28 14:12:25,2018-08-28,"14:12:25","Zabalo"
"515","ZAB9","ZAB9A","Mitu salvini",2018-08-28 17:11:41,2018-08-28,"17:11:41","Zabalo"
"516","ZAB29","ZAB29A","Dasyprocta fuliginosa",2018-08-28 17:46:05,2018-08-28,"17:46:05","Zabalo"
"517","ZAB8","ZAB8A","NA NA",2018-08-29 07:29:19,2018-08-29,"7:29:19","Zabalo"
"518","ZAB16","ZAB16A","Psophia crepitans",2018-08-29 08:32:31,2018-08-29,"8:32:31","Zabalo"
"519","ZAB17","ZAB17B","Pecari tajacu",2018-08-29 11:50:40,2018-08-29,"11:50:40","Zabalo"
"520","ZAB4","ZAB4A","Pecari tajacu",2018-08-30 05:44:02,2018-08-30,"5:44:02","Zabalo"
"521","ZAB12","ZAB12A","Saguinus graellsi",2018-08-30 09:10:34,2018-08-30,"9:10:34","Zabalo"
"522","ZAB20","ZAB20B","Pecari tajacu",2018-08-30 09:17:36,2018-08-30,"9:17:36","Zabalo"
"523","ZAB20","ZAB20B","Pecari tajacu",2018-08-30 09:55:36,2018-08-30,"9:55:36","Zabalo"
"524","ZAB18","ZAB18A","Psophia crepitans",2018-08-30 13:43:51,2018-08-30,"13:43:51","Zabalo"
"525","ZAB3","ZAB3A","Mazama gouazoubira",2018-08-30 14:21:43,2018-08-30,"14:21:43","Zabalo"
"526","ZAB18","ZAB18B","Pecari tajacu",2018-08-30 16:42:00,2018-08-30,"16:42:00","Zabalo"
"527","ZAB22","ZAB22A","NA NA",2018-08-30 18:48:31,2018-08-30,"18:48:31","Zabalo"
"528","ZAB3","ZAB3B","Cuniculus paca",2018-08-30 19:19:50,2018-08-30,"19:19:50","Zabalo"
"529","ZAB29","ZAB29A","Priodontes maximus",2018-08-30 21:43:47,2018-08-30,"21:43:47","Zabalo"
"530","ZAB29","ZAB29A","Dasyprocta fuliginosa",2018-08-31 14:33:01,2018-08-31,"14:33:01","Zabalo"
"531","ZAB17","ZAB17B","NA NA",2018-08-31 16:11:40,2018-08-31,"16:11:40","Zabalo"
"532","ZAB9","ZAB9A","Psophia crepitans",2018-08-31 16:51:43,2018-08-31,"16:51:43","Zabalo"
"533","ZAB8","ZAB8A","Leopardus pardalis",2018-08-31 23:26:01,2018-08-31,"23:26:01","Zabalo"
"534","ZAB28","ZAB28A","Tayassu pecari",2018-09-01 08:03:45,2018-09-01,"8:03:45","Zabalo"
"535","ZAB18","ZAB18B","Mitu salvini",2018-09-01 09:33:00,2018-09-01,"9:33:00","Zabalo"
"536","ZAB4","ZAB4B","Cuniculus paca",2018-09-01 20:32:29,2018-09-01,"20:32:29","Zabalo"
"537","ZAB24","ZAB24A","Tapirus terrestris",2018-09-01 20:38:00,2018-09-01,"20:38:00","Zabalo"
"538","ZAB18","ZAB18A","Atelocynus microtis",2018-09-02 03:43:51,2018-09-02,"3:43:51","Zabalo"
"539","ZAB28","ZAB28A","Mazama americana",2018-09-02 03:46:18,2018-09-02,"3:46:18","Zabalo"
"540","ZAB28","ZAB28A","Mazama americana",2018-09-02 04:18:21,2018-09-02,"4:18:21","Zabalo"
"541","ZAB9","ZAB9A","Eira barbara",2018-09-02 16:07:00,2018-09-02,"16:07:00","Zabalo"
"542","ZAB8","ZAB8A","Crypturellus undulatus",2018-09-02 16:10:31,2018-09-02,"16:10:31","Zabalo"
"543","ZAB15","ZAB15A","Atelocynus microtis",2018-09-02 20:01:55,2018-09-02,"20:01:55","Zabalo"
"544","ZAB1","ZAB1B","Cuniculus paca",2018-09-03 00:56:07,2018-09-03,"0:56:07","Zabalo"
"545","ZAB4","ZAB4A","Atelocynus microtis",2018-09-03 08:51:34,2018-09-03,"8:51:34","Zabalo"
"546","ZAB2","ZAB2A","Psophia crepitans",2018-09-03 15:17:26,2018-09-03,"15:17:26","Zabalo"
"547","ZAB15","ZAB15A","Myrmecophaga tridactyla",2018-09-03 20:02:32,2018-09-03,"20:02:32","Zabalo"
"548","ZAB22","ZAB22A","Tayassu pecari",2018-09-03 22:05:35,2018-09-03,"22:05:35","Zabalo"
"549","ZAB22","ZAB22A","Pecari tajacu",2018-09-03 22:13:42,2018-09-03,"22:13:42","Zabalo"
"550","ZAB22","ZAB22A","Psophia crepitans",2018-09-04 04:30:46,2018-09-04,"4:30:46","Zabalo"
"551","ZAB8","ZAB8B","Cebus albifrons",2018-09-04 06:58:54,2018-09-04,"6:58:54","Zabalo"
"552","ZAB28","ZAB28A","Tayassu pecari",2018-09-04 13:36:59,2018-09-04,"13:36:59","Zabalo"
"553","ZAB22","ZAB22A","Puma concolor",2018-09-04 19:27:42,2018-09-04,"19:27:42","Zabalo"
"554","ZAB15","ZAB15A","Panthera onca",2018-09-04 22:35:22,2018-09-04,"22:35:22","Zabalo"
"555","ZAB13","ZAB13B","Cuniculus paca",2018-09-05 02:17:53,2018-09-05,"2:17:53","Zabalo"
"556","ZAB22","ZAB22A","Pecari tajacu",2018-09-05 04:00:53,2018-09-05,"4:00:53","Zabalo"
"557","ZAB18","ZAB18B","Panthera onca",2018-09-05 08:30:00,2018-09-05,"8:30:00","Zabalo"
"558","ZAB17","ZAB17B","NA NA",2018-09-05 10:54:01,2018-09-05,"10:54:01","Zabalo"
"559","ZAB4","ZAB4A","Mazama americana",2018-09-05 11:26:39,2018-09-05,"11:26:39","Zabalo"
"560","ZAB4","ZAB4B","Mazama gouazoubira",2018-09-05 11:28:10,2018-09-05,"11:28:10","Zabalo"
"561","ZAB18","ZAB18B","Panthera onca",2018-09-05 12:31:00,2018-09-05,"12:31:00","Zabalo"
"562","ZAB13","ZAB13B","Nothocrax urumutum",2018-09-05 12:48:52,2018-09-05,"12:48:52","Zabalo"
"563","ZAB24","ZAB24B","Eira barbara",2018-09-05 15:12:40,2018-09-05,"15:12:40","Zabalo"
"564","ZAB17","ZAB17B","NA NA",2018-09-05 16:45:58,2018-09-05,"16:45:58","Zabalo"
"565","ZAB9","ZAB9B","Nothocrax urumutum",2018-09-05 18:02:36,2018-09-05,"18:02:36","Zabalo"
"566","ZAB15","ZAB15A","Cuniculus paca",2018-09-05 19:00:19,2018-09-05,"19:00:19","Zabalo"
"567","ZAB4","ZAB4B","Cuniculus paca",2018-09-05 19:18:35,2018-09-05,"19:18:35","Zabalo"
"568","ZAB12","ZAB12A","Tapirus terrestris",2018-09-05 19:36:49,2018-09-05,"19:36:49","Zabalo"
"569","ZAB4","ZAB4A","Dasypus novemcinctus",2018-09-05 20:18:24,2018-09-05,"20:18:24","Zabalo"
"570","ZAB13","ZAB13B","Mazama americana",2018-09-06 08:09:10,2018-09-06,"8:09:10","Zabalo"
"571","ZAB17","ZAB17B","NA NA",2018-09-06 13:05:06,2018-09-06,"13:05:06","Zabalo"
"572","ZAB17","ZAB17B","Cuniculus paca",2018-09-06 19:12:54,2018-09-06,"19:12:54","Zabalo"
"573","ZAB3","ZAB3B","Cuniculus paca",2018-09-06 22:29:46,2018-09-06,"22:29:46","Zabalo"
"574","ZAB3","ZAB3A","Cuniculus paca",2018-09-06 23:14:05,2018-09-06,"23:14:05","Zabalo"
"575","ZAB3","ZAB3B","Eira barbara",2018-09-07 08:24:37,2018-09-07,"8:24:37","Zabalo"
"576","ZAB4","ZAB4A","Panthera onca",2018-09-07 09:37:26,2018-09-07,"9:37:26","Zabalo"
"577","ZAB4","ZAB4A","Pecari tajacu",2018-09-07 12:24:45,2018-09-07,"12:24:45","Zabalo"
"578","ZAB30","ZAB30B","Mazama gouazoubira",2018-09-07 12:48:38,2018-09-07,"12:48:38","Zabalo"
"579","ZAB9","ZAB9A","Psophia crepitans",2018-09-07 14:42:48,2018-09-07,"14:42:48","Zabalo"
"580","ZAB4","ZAB4B","Dasyprocta fuliginosa",2018-09-07 19:53:07,2018-09-07,"19:53:07","Zabalo"
"581","ZAB18","ZAB18B","Leopardus pardalis",2018-09-07 22:35:00,2018-09-07,"22:35:00","Zabalo"
"582","ZAB4","ZAB4A","Psophia crepitans",2018-09-08 09:07:20,2018-09-08,"9:07:20","Zabalo"
"583","ZAB13","ZAB13B","Mazama americana",2018-09-08 09:30:50,2018-09-08,"9:30:50","Zabalo"
"584","ZAB24","ZAB24B","Penelope jacquacu",2018-09-08 11:05:41,2018-09-08,"11:05:41","Zabalo"
"585","ZAB13","ZAB13B","Psophia crepitans",2018-09-08 13:36:21,2018-09-08,"13:36:21","Zabalo"
"586","ZAB21","ZAB21B","Psophia crepitans",2018-09-08 14:31:48,2018-09-08,"14:31:48","Zabalo"
"587","ZAB12","ZAB12A","Pecari tajacu",2018-09-08 16:58:56,2018-09-08,"16:58:56","Zabalo"
"588","ZAB28","ZAB28A","Mitu salvini",2018-09-08 17:36:06,2018-09-08,"17:36:06","Zabalo"
"589","ZAB15","ZAB15B","Mazama gouazoubira",2018-09-09 00:10:32,2018-09-09,"0:10:32","Zabalo"
"590","ZAB18","ZAB18A","Cuniculus paca",2018-09-09 03:36:51,2018-09-09,"3:36:51","Zabalo"
"591","ZAB18","ZAB18A","Crypturellus undulatus",2018-09-09 06:21:51,2018-09-09,"6:21:51","Zabalo"
"592","ZAB4","ZAB4B","Tayassu pecari",2018-09-09 08:04:47,2018-09-09,"8:04:47","Zabalo"
"593","ZAB18","ZAB18A","NA NA",2018-09-09 10:02:51,2018-09-09,"10:02:51","Zabalo"
"594","ZAB17","ZAB17B","Penelope jacquacu",2018-09-09 15:05:04,2018-09-09,"15:05:04","Zabalo"
"595","ZAB8","ZAB8A","Puma concolor",2018-09-09 15:20:29,2018-09-09,"15:20:29","Zabalo"
"596","ZAB15","ZAB15B","Penelope jacquacu",2018-09-10 07:49:16,2018-09-10,"7:49:16","Zabalo"
"597","ZAB13","ZAB13B","Mazama americana",2018-09-10 20:35:00,2018-09-10,"20:35:00","Zabalo"
"598","ZAB17","ZAB17B","Mazama gouazoubira",2018-09-11 02:17:18,2018-09-11,"2:17:18","Zabalo"
"599","ZAB28","ZAB28A","Pecari tajacu",2018-09-11 08:09:43,2018-09-11,"8:09:43","Zabalo"
"600","ZAB17","ZAB17A","Mazama gouazoubira",2018-09-11 19:05:00,2018-09-11,"19:05:00","Zabalo"
"601","ZAB22","ZAB22A","Pecari tajacu",2018-09-11 19:22:10,2018-09-11,"19:22:10","Zabalo"
"602","ZAB4","ZAB4A","Dasypus novemcinctus",2018-09-12 02:16:08,2018-09-12,"2:16:08","Zabalo"
"603","ZAB28","ZAB28A","Pecari tajacu",2018-09-12 08:14:24,2018-09-12,"8:14:24","Zabalo"
"604","ZAB4","ZAB4A","Pecari tajacu",2018-09-12 09:14:56,2018-09-12,"9:14:56","Zabalo"
"605","ZAB28","ZAB28A","Pecari tajacu",2018-09-12 11:12:45,2018-09-12,"11:12:45","Zabalo"
"606","ZAB8","ZAB8A","Dasyprocta fuliginosa",2018-09-12 16:13:23,2018-09-12,"16:13:23","Zabalo"
"607","ZAB8","ZAB8B","Pecari tajacu",2018-09-12 16:14:12,2018-09-12,"16:14:12","Zabalo"
"608","ZAB17","ZAB17A","Dasypus novemcinctus",2018-09-12 20:26:00,2018-09-12,"20:26:00","Zabalo"
"609","ZAB9","ZAB9A","Dasypus novemcinctus",2018-09-13 03:29:15,2018-09-13,"3:29:15","Zabalo"
"610","ZAB22","ZAB22A","Cuniculus paca",2018-09-13 08:36:25,2018-09-13,"8:36:25","Zabalo"
"611","ZAB13","ZAB13B","Penelope jacquacu",2018-09-13 14:46:44,2018-09-13,"14:46:44","Zabalo"
"612","ZAB12","ZAB12A","Eira barbara",2018-09-13 16:13:28,2018-09-13,"16:13:28","Zabalo"
"613","ZAB24","ZAB24B","Crypturellus undulatus",2018-09-13 17:36:49,2018-09-13,"17:36:49","Zabalo"
"614","ZAB18","ZAB18A","NA NA",2018-09-13 17:37:51,2018-09-13,"17:37:51","Zabalo"
"615","ZAB24","ZAB24B","Tapirus terrestris",2018-09-13 22:20:54,2018-09-13,"22:20:54","Zabalo"
"616","ZAB24","ZAB24B","Tapirus terrestris",2018-09-14 00:43:42,2018-09-14,"0:43:42","Zabalo"
"617","ZAB18","ZAB18A","Psophia crepitans",2018-09-14 08:33:51,2018-09-14,"8:33:51","Zabalo"
"618","ZAB18","ZAB18B","Psophia crepitans",2018-09-14 08:35:00,2018-09-14,"8:35:00","Zabalo"
"619","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-09-15 01:56:28,2018-09-15,"1:56:28","Zabalo"
"620","ZAB24","ZAB24B","Dasypus novemcinctus",2018-09-15 02:45:32,2018-09-15,"2:45:32","Zabalo"
"621","ZAB3","ZAB3B","Cuniculus paca",2018-09-15 04:59:40,2018-09-15,"4:59:40","Zabalo"
"622","ZAB4","ZAB4A","Atelocynus microtis",2018-09-15 11:27:40,2018-09-15,"11:27:40","Zabalo"
"623","ZAB25","ZAB25A","Dasyprocta fuliginosa",2018-09-15 11:37:00,2018-09-15,"11:37:00","Zabalo"
"624","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-09-15 17:22:51,2018-09-15,"17:22:51","Zabalo"
"625","ZAB15","ZAB15B","Cuniculus paca",2018-09-15 20:19:50,2018-09-15,"20:19:50","Zabalo"
"626","ZAB30","ZAB30B","Atelocynus microtis",2018-09-15 21:13:13,2018-09-15,"21:13:13","Zabalo"
"627","ZAB3","ZAB3B","Cuniculus paca",2018-09-15 21:44:19,2018-09-15,"21:44:19","Zabalo"
"628","ZAB25","ZAB25A","Leopardus pardalis",2018-09-15 22:16:00,2018-09-15,"22:16:00","Zabalo"
"629","ZAB18","ZAB18B","Atelocynus microtis",2018-09-15 22:22:00,2018-09-15,"22:22:00","Zabalo"
"630","ZAB28","ZAB28A","Pecari tajacu",2018-09-16 09:13:22,2018-09-16,"9:13:22","Zabalo"
"631","ZAB4","ZAB4A","Atelocynus microtis",2018-09-16 12:22:53,2018-09-16,"12:22:53","Zabalo"
"632","ZAB17","ZAB17A","Panthera onca",2018-09-17 08:49:00,2018-09-17,"8:49:00","Zabalo"
"633","ZAB4","ZAB4B","Mazama gouazoubira",2018-09-17 11:55:07,2018-09-17,"11:55:07","Zabalo"
"634","ZAB8","ZAB8A","Mitu salvini",2018-09-17 12:59:45,2018-09-17,"12:59:45","Zabalo"
"635","ZAB8","ZAB8B","Panthera onca",2018-09-17 14:15:54,2018-09-17,"14:15:54","Zabalo"
"636","ZAB9","ZAB9B","Leucopternis melanops",2018-09-17 14:46:48,2018-09-17,"14:46:48","Zabalo"
"637","ZAB8","ZAB8B","Cuniculus paca",2018-09-18 02:40:24,2018-09-18,"2:40:24","Zabalo"
"638","ZAB25","ZAB25A","Tapirus terrestris",2018-09-18 07:10:00,2018-09-18,"7:10:00","Zabalo"
"639","ZAB17","ZAB17B","Penelope jacquacu",2018-09-18 12:00:17,2018-09-18,"12:00:17","Zabalo"
"640","ZAB3","ZAB3B","Mazama gouazoubira",2018-09-18 15:48:00,2018-09-18,"15:48:00","Zabalo"
"641","ZAB28","ZAB28A","Mitu salvini",2018-09-18 16:12:45,2018-09-18,"16:12:45","Zabalo"
"642","ZAB8","ZAB8A","Dasyprocta fuliginosa",2018-09-18 17:42:59,2018-09-18,"17:42:59","Zabalo"
"643","ZAB2","ZAB2A","Mitu salvini",2018-09-19 15:30:17,2018-09-19,"15:30:17","Zabalo"
"644","ZAB2","ZAB2A","Mazama americana",2018-09-19 21:44:59,2018-09-19,"21:44:59","Zabalo"
"645","ZAB9","ZAB9B","Pecari tajacu",2018-09-20 05:37:14,2018-09-20,"5:37:14","Zabalo"
"646","ZAB17","ZAB17A","Mazama gouazoubira",2018-09-20 07:05:00,2018-09-20,"7:05:00","Zabalo"
"647","ZAB4","ZAB4B","Mazama americana",2018-09-20 07:07:08,2018-09-20,"7:07:08","Zabalo"
"648","ZAB28","ZAB28A","Mazama gouazoubira",2018-09-20 10:34:33,2018-09-20,"10:34:33","Zabalo"
"649","ZAB4","ZAB4A","Pecari tajacu",2018-09-20 12:08:21,2018-09-20,"12:08:21","Zabalo"
"650","ZAB9","ZAB9A","Pecari tajacu",2018-09-20 12:23:08,2018-09-20,"12:23:08","Zabalo"
"651","ZAB3","ZAB3B","Tapirus terrestris",2018-09-20 21:28:09,2018-09-20,"21:28:09","Zabalo"
"652","ZAB8","ZAB8A","Cuniculus paca",2018-09-21 03:21:38,2018-09-21,"3:21:38","Zabalo"
"653","ZAB17","ZAB17B","Tapirus terrestris",2018-09-21 05:30:30,2018-09-21,"5:30:30","Zabalo"
"654","ZAB13","ZAB13B","Psophia crepitans",2018-09-21 07:48:00,2018-09-21,"7:48:00","Zabalo"
"655","ZAB12","ZAB12A","Mitu salvini",2018-09-21 08:31:25,2018-09-21,"8:31:25","Zabalo"
"656","ZAB4","ZAB4A","Psophia crepitans",2018-09-21 08:59:25,2018-09-21,"8:59:25","Zabalo"
"657","ZAB29","ZAB29A","Mitu salvini",2018-09-21 09:21:58,2018-09-21,"9:21:58","Zabalo"
"658","ZAB12","ZAB12A","Mazama americana",2018-09-21 10:04:30,2018-09-21,"10:04:30","Zabalo"
"659","ZAB4","ZAB4A","Atelocynus microtis",2018-09-21 18:23:24,2018-09-21,"18:23:24","Zabalo"
"660","ZAB17","ZAB17A","Tapirus terrestris",2018-09-21 22:18:00,2018-09-21,"22:18:00","Zabalo"
"661","ZAB24","ZAB24B","Tayassu pecari",2018-09-22 11:23:26,2018-09-22,"11:23:26","Zabalo"
"662","ZAB17","ZAB17B","Mazama gouazoubira",2018-09-22 11:46:31,2018-09-22,"11:46:31","Zabalo"
"663","ZAB22","ZAB22A","Tayassu pecari",2018-09-22 21:57:59,2018-09-22,"21:57:59","Zabalo"
"664","ZAB17","ZAB17B","Tamandua tetradactyla",2018-09-23 00:39:02,2018-09-23,"0:39:02","Zabalo"
"665","ZAB17","ZAB17A","Nasua nasua",2018-09-23 02:34:00,2018-09-23,"2:34:00","Zabalo"
"666","ZAB17","ZAB17A","Mazama gouazoubira",2018-09-23 04:34:00,2018-09-23,"4:34:00","Zabalo"
"667","ZAB29","ZAB29A","Mitu salvini",2018-09-23 09:50:12,2018-09-23,"9:50:12","Zabalo"
"668","ZAB3","ZAB3B","Mitu salvini",2018-09-23 13:25:54,2018-09-23,"13:25:54","Zabalo"
"669","ZAB3","ZAB3A","Mazama gouazoubira",2018-09-23 17:22:11,2018-09-23,"17:22:11","Zabalo"
"670","ZAB8","ZAB8A","Dasyprocta fuliginosa",2018-09-24 06:08:24,2018-09-24,"6:08:24","Zabalo"
"671","ZAB8","ZAB8B","Myoprocta pratti",2018-09-24 06:09:23,2018-09-24,"6:09:23","Zabalo"
"672","ZAB28","ZAB28A","Pecari tajacu",2018-09-24 07:36:28,2018-09-24,"7:36:28","Zabalo"
"673","ZAB30","ZAB30B","Atelocynus microtis",2018-09-24 09:00:38,2018-09-24,"9:00:38","Zabalo"
"674","ZAB30","ZAB30B","Pecari tajacu",2018-09-24 09:05:44,2018-09-24,"9:05:44","Zabalo"
"675","ZAB22","ZAB22A","Mazama gouazoubira",2018-09-24 12:09:46,2018-09-24,"12:09:46","Zabalo"
"676","ZAB21","ZAB21B","Pecari tajacu",2018-09-24 14:08:04,2018-09-24,"14:08:04","Zabalo"
"677","ZAB21","ZAB21B","Pecari tajacu",2018-09-24 15:00:57,2018-09-24,"15:00:57","Zabalo"
"678","ZAB4","ZAB4A","Tinamus major",2018-09-24 17:24:28,2018-09-24,"17:24:28","Zabalo"
"679","ZAB13","ZAB13B","Mazama americana",2018-09-24 19:23:31,2018-09-24,"19:23:31","Zabalo"
"680","ZAB15","ZAB15B","Mazama americana",2018-09-25 00:12:10,2018-09-25,"0:12:10","Zabalo"
"681","ZAB17","ZAB17B","Psophia crepitans",2018-09-25 10:54:01,2018-09-25,"10:54:01","Zabalo"
"682","ZAB17","ZAB17A","Psophia crepitans",2018-09-26 03:41:00,2018-09-26,"3:41:00","Zabalo"
"683","ZAB1","ZAB1B","Psophia crepitans",2018-09-26 06:07:24,2018-09-26,"6:07:24","Zabalo"
"684","ZAB4","ZAB4B","Pecari tajacu",2018-09-26 09:10:25,2018-09-26,"9:10:25","Zabalo"
"685","ZAB30","ZAB30B","Pecari tajacu",2018-09-26 09:25:55,2018-09-26,"9:25:55","Zabalo"
"686","ZAB25","ZAB25A","Atelocynus microtis",2018-09-26 13:01:00,2018-09-26,"13:01:00","Zabalo"
"687","ZAB4","ZAB4A","Eira barbara",2018-09-26 14:04:19,2018-09-26,"14:04:19","Zabalo"
"688","ZAB24","ZAB24B","Crypturellus undulatus",2018-09-26 16:45:38,2018-09-26,"16:45:38","Zabalo"
"689","ZAB4","ZAB4A","Crypturellus undulatus",2018-09-26 17:38:30,2018-09-26,"17:38:30","Zabalo"
"690","ZAB12","ZAB12A","Nothocrax urumutum",2018-09-27 08:34:21,2018-09-27,"8:34:21","Zabalo"
"691","ZAB4","ZAB4B","Mazama gouazoubira",2018-09-27 09:13:58,2018-09-27,"9:13:58","Zabalo"
"692","ZAB29","ZAB29A","Tayassu pecari",2018-09-27 09:19:35,2018-09-27,"9:19:35","Zabalo"
"693","ZAB9","ZAB9A","Tapirus terrestris",2018-09-27 18:19:52,2018-09-27,"18:19:52","Zabalo"
"694","ZAB4","ZAB4A","NA NA",2018-09-28 06:29:23,2018-09-28,"6:29:23","Zabalo"
"695","ZAB21","ZAB21B","Psophia crepitans",2018-09-28 08:28:08,2018-09-28,"8:28:08","Zabalo"
"696","ZAB21","ZAB21B","Dasyprocta fuliginosa",2018-09-28 08:43:09,2018-09-28,"8:43:09","Zabalo"
"697","ZAB4","ZAB4A","Psophia crepitans",2018-09-28 08:59:23,2018-09-28,"8:59:23","Zabalo"
"698","ZAB25","ZAB25A","Mazama americana",2018-09-28 18:35:00,2018-09-28,"18:35:00","Zabalo"
"699","ZAB22","ZAB22A","Pecari tajacu",2018-09-28 23:39:11,2018-09-28,"23:39:11","Zabalo"
"700","ZAB16","ZAB16A","Pecari tajacu",2018-09-29 07:22:51,2018-09-29,"7:22:51","Zabalo"
