"","Station","CameraName","Species","DateTimeOriginal","Date","Time","CommunityName"
"233","ZAB2","ZAB2B","Atelocynus microtis",2018-07-23 04:41:22,2018-07-23,"4:41:22","Zabalo"
"234","ZAB2","ZAB2B","Tamandua tetradactyla",2018-07-23 05:57:01,2018-07-23,"5:57:01","Zabalo"
"235","ZAB2","ZAB2B","Atelocynus microtis",2018-07-23 06:38:49,2018-07-23,"6:38:49","Zabalo"
"236","ZAB22","ZAB22A","Pecari tajacu",2018-07-23 07:29:59,2018-07-23,"7:29:59","Zabalo"
"237","ZAB22","ZAB22A","Pecari tajacu",2018-07-23 08:19:35,2018-07-23,"8:19:35","Zabalo"
"238","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-23 11:11:36,2018-07-23,"11:11:36","Zabalo"
"239","ZAB2","ZAB2A","Panthera onca",2018-07-23 12:30:17,2018-07-23,"12:30:17","Zabalo"
"240","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-23 12:53:36,2018-07-23,"12:53:36","Zabalo"
"241","ZAB16","ZAB16A","Dasyprocta fuliginosa",2018-07-23 13:03:14,2018-07-23,"13:03:14","Zabalo"
"242","ZAB20","ZAB20B","Tayassu pecari",2018-07-23 16:48:36,2018-07-23,"16:48:36","Zabalo"
"243","ZAB30","ZAB30B","Mazama gouazoubira",2018-07-24 10:01:32,2018-07-24,"10:01:32","Zabalo"
"244","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-24 10:21:28,2018-07-24,"10:21:28","Zabalo"
"245","ZAB15","ZAB15A","Mazama gouazoubira",2018-07-24 12:09:03,2018-07-24,"12:09:03","Zabalo"
"246","ZAB9","ZAB9B","Psophia crepitans",2018-07-24 17:28:09,2018-07-24,"17:28:09","Zabalo"
"247","ZAB24","ZAB24A","Cuniculus paca",2018-07-25 01:18:51,2018-07-25,"1:18:51","Zabalo"
"248","ZAB9","ZAB9B","Mazama americana",2018-07-25 05:35:35,2018-07-25,"5:35:35","Zabalo"
"249","ZAB7","ZAB7A","Pecari tajacu",2018-07-25 05:53:41,2018-07-25,"5:53:41","Zabalo"
"250","ZAB24","ZAB24A","Dasyprocta fuliginosa",2018-07-25 06:48:44,2018-07-25,"6:48:44","Zabalo"
"251","ZAB8","ZAB8B","Mazama americana",2018-07-25 10:40:16,2018-07-25,"10:40:16","Zabalo"
"252","ZAB14","ZAB14A","Dasyprocta fuliginosa",2018-07-25 15:09:13,2018-07-25,"15:09:13","Zabalo"
"253","ZAB28","ZAB28A","Psophia crepitans",2018-07-25 16:24:16,2018-07-25,"16:24:16","Zabalo"
"254","ZAB2","ZAB2B","Atelocynus microtis",2018-07-26 00:01:40,2018-07-26,"0:01:40","Zabalo"
"255","ZAB20","ZAB20B","Pecari tajacu",2018-07-26 07:02:36,2018-07-26,"7:02:36","Zabalo"
"256","ZAB20","ZAB20A","Tayassu pecari",2018-07-26 07:02:36,2018-07-26,"7:02:36","Zabalo"
"257","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-26 09:09:27,2018-07-26,"9:09:27","Zabalo"
"258","ZAB21","ZAB21A","Dasyprocta fuliginosa",2018-07-26 12:12:43,2018-07-26,"12:12:43","Zabalo"
"259","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-26 15:40:37,2018-07-26,"15:40:37","Zabalo"
"260","ZAB12","ZAB12A","Dasyprocta fuliginosa",2018-07-26 16:02:34,2018-07-26,"16:02:34","Zabalo"
"261","ZAB12","ZAB12A","Psophia crepitans",2018-07-26 16:05:24,2018-07-26,"16:05:24","Zabalo"
"262","ZAB22","ZAB22A","Mitu salvini",2018-07-26 17:09:07,2018-07-26,"17:09:07","Zabalo"
"263","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-07-26 17:41:51,2018-07-26,"17:41:51","Zabalo"
"264","ZAB22","ZAB22A","Mazama americana",2018-07-26 21:06:12,2018-07-26,"21:06:12","Zabalo"
"265","ZAB24","ZAB24A","Cuniculus paca",2018-07-26 23:37:35,2018-07-26,"23:37:35","Zabalo"
"266","ZAB18","ZAB18A","Tayassu pecari",2018-07-27 07:37:51,2018-07-27,"7:37:51","Zabalo"
"267","ZAB3","ZAB3A","Myrmecophaga tridactyla",2018-07-27 09:52:14,2018-07-27,"9:52:14","Zabalo"
"268","ZAB26","ZAB26B","Pecari tajacu",2018-07-27 11:34:34,2018-07-27,"11:34:34","Zabalo"
"269","ZAB8","ZAB8B","Mazama americana",2018-07-27 12:32:27,2018-07-27,"12:32:27","Zabalo"
"270","ZAB28","ZAB28A","Tayassu pecari",2018-07-27 16:45:01,2018-07-27,"16:45:01","Zabalo"
"271","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-07-27 18:01:51,2018-07-27,"18:01:51","Zabalo"
"272","ZAB24","ZAB24A","Cuniculus paca",2018-07-27 19:22:33,2018-07-27,"19:22:33","Zabalo"
"273","ZAB21","ZAB21B","Dasypus novemcinctus",2018-07-27 19:24:52,2018-07-27,"19:24:52","Zabalo"
"274","ZAB22","ZAB22A","Mazama americana",2018-07-27 21:24:30,2018-07-27,"21:24:30","Zabalo"
"275","ZAB3","ZAB3B","Cuniculus paca",2018-07-27 22:36:23,2018-07-27,"22:36:23","Zabalo"
"276","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-28 05:05:00,2018-07-28,"5:05:00","Zabalo"
"277","ZAB8","ZAB8B","Mazama gouazoubira",2018-07-28 06:16:22,2018-07-28,"6:16:22","Zabalo"
"278","ZAB21","ZAB21B","Mitu salvini",2018-07-28 06:30:15,2018-07-28,"6:30:15","Zabalo"
"279","ZAB4","ZAB4B","Atelocynus microtis",2018-07-28 06:43:58,2018-07-28,"6:43:58","Zabalo"
"280","ZAB8","ZAB8B","Dasyprocta fuliginosa",2018-07-28 07:28:03,2018-07-28,"7:28:03","Zabalo"
"281","ZAB13","ZAB13A","Tayassu pecari",2018-07-28 09:26:41,2018-07-28,"9:26:41","Zabalo"
"282","ZAB13","ZAB13B","Pecari tajacu",2018-07-28 09:27:04,2018-07-28,"9:27:04","Zabalo"
"283","ZAB21","ZAB21A","Dasyprocta fuliginosa",2018-07-28 10:53:54,2018-07-28,"10:53:54","Zabalo"
"284","ZAB22","ZAB22A","Mazama americana",2018-07-28 12:16:48,2018-07-28,"12:16:48","Zabalo"
"285","ZAB25","ZAB25A","Mazama gouazoubira",2018-07-28 12:31:56,2018-07-28,"12:31:56","Zabalo"
"286","ZAB14","ZAB14A","Dasyprocta fuliginosa",2018-07-28 17:55:29,2018-07-28,"17:55:29","Zabalo"
"287","ZAB30","ZAB30B","Atelocynus microtis",2018-07-28 22:51:48,2018-07-28,"22:51:48","Zabalo"
"288","ZAB24","ZAB24A","Cuniculus paca",2018-07-28 22:52:12,2018-07-28,"22:52:12","Zabalo"
"289","ZAB17","ZAB17B","Mazama americana",2018-07-29 06:06:32,2018-07-29,"6:06:32","Zabalo"
"290","ZAB29","ZAB29A","Tayassu pecari",2018-07-29 09:00:38,2018-07-29,"9:00:38","Zabalo"
"291","ZAB15","ZAB15B","Cebus albifrons",2018-07-29 10:19:31,2018-07-29,"10:19:31","Zabalo"
"292","ZAB4","ZAB4A","Mazama gouazoubira",2018-07-29 16:33:43,2018-07-29,"16:33:43","Zabalo"
"293","ZAB11","ZAB11A","Mazama americana",2018-07-29 16:45:14,2018-07-29,"16:45:14","Zabalo"
"294","ZAB16","ZAB16A","Nasua nasua",2018-07-29 16:49:26,2018-07-29,"16:49:26","Zabalo"
"295","ZAB4","ZAB4B","Tayassu pecari",2018-07-29 22:01:05,2018-07-29,"22:01:05","Zabalo"
"296","ZAB30","ZAB30B","Mazama americana",2018-07-29 23:09:57,2018-07-29,"23:09:57","Zabalo"
"297","ZAB18","ZAB18A","Cuniculus paca",2018-07-30 03:50:51,2018-07-30,"3:50:51","Zabalo"
"298","ZAB24","ZAB24A","Tinamus major",2018-07-30 06:36:34,2018-07-30,"6:36:34","Zabalo"
"299","ZAB24","ZAB24B","Crypturellus undulatus",2018-07-30 06:42:39,2018-07-30,"6:42:39","Zabalo"
"300","ZAB22","ZAB22A","Tayassu pecari",2018-07-30 06:55:27,2018-07-30,"6:55:27","Zabalo"
"301","ZAB30","ZAB30B","Nothocrax urumutum",2018-07-30 08:04:19,2018-07-30,"8:04:19","Zabalo"
"302","ZAB22","ZAB22A","Psophia crepitans",2018-07-30 08:32:12,2018-07-30,"8:32:12","Zabalo"
"303","ZAB15","ZAB15A","Pecari tajacu",2018-07-30 13:04:26,2018-07-30,"13:04:26","Zabalo"
"304","ZAB15","ZAB15B","Tayassu pecari",2018-07-30 13:06:20,2018-07-30,"13:06:20","Zabalo"
"305","ZAB13","ZAB13B","Dasyprocta fuliginosa",2018-07-30 16:39:58,2018-07-30,"16:39:58","Zabalo"
"306","ZAB2","ZAB2B","Mitu salvini",2018-07-30 18:00:12,2018-07-30,"18:00:12","Zabalo"
"307","ZAB15","ZAB15B","Tayassu pecari",2018-07-31 04:14:36,2018-07-31,"4:14:36","Zabalo"
"308","ZAB24","ZAB24A","Tinamus major",2018-07-31 06:53:05,2018-07-31,"6:53:05","Zabalo"
"309","ZAB22","ZAB22A","Psophia crepitans",2018-07-31 08:06:37,2018-07-31,"8:06:37","Zabalo"
"310","ZAB7","ZAB7A","Nothocrax urumutum",2018-07-31 09:42:07,2018-07-31,"9:42:07","Zabalo"
"311","ZAB3","ZAB3A","Tayassu pecari",2018-07-31 13:55:06,2018-07-31,"13:55:06","Zabalo"
"312","ZAB3","ZAB3A","Pecari tajacu",2018-07-31 14:01:31,2018-07-31,"14:01:31","Zabalo"
"313","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-07-31 14:27:51,2018-07-31,"14:27:51","Zabalo"
"314","ZAB9","ZAB9A","Mazama gouazoubira",2018-07-31 15:05:53,2018-07-31,"15:05:53","Zabalo"
"315","ZAB24","ZAB24B","Cuniculus paca",2018-07-31 20:51:41,2018-07-31,"20:51:41","Zabalo"
"316","ZAB22","ZAB22A","Cuniculus paca",2018-07-31 21:50:53,2018-07-31,"21:50:53","Zabalo"
"317","ZAB17","ZAB17A","Mazama americana",2018-08-01 06:40:00,2018-08-01,"6:40:00","Zabalo"
"318","ZAB8","ZAB8B","Mazama americana",2018-08-01 08:11:39,2018-08-01,"8:11:39","Zabalo"
"319","ZAB19","ZAB19A","Tayassu pecari",2018-08-01 10:34:41,2018-08-01,"10:34:41","Zabalo"
"320","ZAB2","ZAB2A","Leucopternis melanops",2018-08-01 12:18:30,2018-08-01,"12:18:30","Zabalo"
"321","ZAB8","ZAB8B","Pecari tajacu",2018-08-01 12:40:05,2018-08-01,"12:40:05","Zabalo"
"322","ZAB9","ZAB9B","Psophia crepitans",2018-08-01 15:41:29,2018-08-01,"15:41:29","Zabalo"
"323","ZAB4","ZAB4B","Nothocrax urumutum",2018-08-01 17:40:23,2018-08-01,"17:40:23","Zabalo"
"324","ZAB9","ZAB9B","Tapirus terrestris",2018-08-01 20:20:39,2018-08-01,"20:20:39","Zabalo"
"325","ZAB15","ZAB15A","Mazama gouazoubira",2018-08-02 01:50:14,2018-08-02,"1:50:14","Zabalo"
"326","ZAB9","ZAB9B","Tapirus terrestris",2018-08-02 06:21:50,2018-08-02,"6:21:50","Zabalo"
"327","ZAB9","ZAB9A","Nasua nasua",2018-08-02 06:56:27,2018-08-02,"6:56:27","Zabalo"
"328","ZAB24","ZAB24A","Tayassu pecari",2018-08-02 08:28:57,2018-08-02,"8:28:57","Zabalo"
"329","ZAB24","ZAB24B","Pecari tajacu",2018-08-02 08:34:42,2018-08-02,"8:34:42","Zabalo"
"330","ZAB30","ZAB30B","Mazama gouazoubira",2018-08-02 10:58:30,2018-08-02,"10:58:30","Zabalo"
"331","ZAB9","ZAB9A","NA NA",2018-08-02 14:36:10,2018-08-02,"14:36:10","Zabalo"
"332","ZAB28","ZAB28A","Mazama gouazoubira",2018-08-02 18:22:49,2018-08-02,"18:22:49","Zabalo"
"333","ZAB2","ZAB2B","Cuniculus paca",2018-08-02 19:35:41,2018-08-02,"19:35:41","Zabalo"
"334","ZAB9","ZAB9A","Dasypus novemcinctus",2018-08-02 19:48:53,2018-08-02,"19:48:53","Zabalo"
"335","ZAB3","ZAB3B","Cuniculus paca",2018-08-02 19:55:49,2018-08-02,"19:55:49","Zabalo"
"336","ZAB18","ZAB18A","Atelocynus microtis",2018-08-02 20:38:51,2018-08-02,"20:38:51","Zabalo"
"337","ZAB2","ZAB2B","Atelocynus microtis",2018-08-03 01:40:02,2018-08-03,"1:40:02","Zabalo"
"338","ZAB1","ZAB1B","Psophia crepitans",2018-08-03 06:38:53,2018-08-03,"6:38:53","Zabalo"
"339","ZAB10","ZAB10B","Pecari tajacu",2018-08-03 11:07:57,2018-08-03,"11:07:57","Zabalo"
"340","ZAB9","ZAB9A","Mazama americana",2018-08-03 12:13:17,2018-08-03,"12:13:17","Zabalo"
"341","ZAB13","ZAB13A","Psophia crepitans",2018-08-03 13:58:11,2018-08-03,"13:58:11","Zabalo"
"342","ZAB18","ZAB18A","Psophia crepitans",2018-08-03 17:16:51,2018-08-03,"17:16:51","Zabalo"
"343","ZAB18","ZAB18A","NA NA",2018-08-03 18:04:51,2018-08-03,"18:04:51","Zabalo"
"344","ZAB15","ZAB15B","Mazama gouazoubira",2018-08-04 03:20:15,2018-08-04,"3:20:15","Zabalo"
"345","ZAB18","ZAB18A","NAN NAN",2018-08-04 04:29:51,2018-08-04,"4:29:51","Zabalo"
"346","ZAB30","ZAB30B","Atelocynus microtis",2018-08-04 05:30:47,2018-08-04,"5:30:47","Zabalo"
"347","ZAB29","ZAB29A","Mitu salvini",2018-08-04 08:58:11,2018-08-04,"8:58:11","Zabalo"
"348","ZAB8","ZAB8B","Pecari tajacu",2018-08-04 10:11:33,2018-08-04,"10:11:33","Zabalo"
"349","ZAB29","ZAB29A","Mitu salvini",2018-08-04 10:21:48,2018-08-04,"10:21:48","Zabalo"
"350","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-08-04 11:15:35,2018-08-04,"11:15:35","Zabalo"
"351","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-08-04 14:44:57,2018-08-04,"14:44:57","Zabalo"
"352","ZAB2","ZAB2B","Atelocynus microtis",2018-08-04 17:35:23,2018-08-04,"17:35:23","Zabalo"
"353","ZAB13","ZAB13A","Dasypus novemcinctus",2018-08-04 21:42:38,2018-08-04,"21:42:38","Zabalo"
"354","ZAB17","ZAB17A","Mazama americana",2018-08-04 22:05:00,2018-08-04,"22:05:00","Zabalo"
"355","ZAB25","ZAB25A","Leopardus pardalis",2018-08-05 02:16:16,2018-08-05,"2:16:16","Zabalo"
"356","ZAB1","ZAB1B","Psophia crepitans",2018-08-05 06:28:33,2018-08-05,"6:28:33","Zabalo"
"357","ZAB16","ZAB16A","Mazama gouazoubira",2018-08-05 07:32:41,2018-08-05,"7:32:41","Zabalo"
"358","ZAB8","ZAB8B","Mazama gouazoubira",2018-08-05 07:44:58,2018-08-05,"7:44:58","Zabalo"
"359","ZAB29","ZAB29A","Mitu salvini",2018-08-05 10:55:47,2018-08-05,"10:55:47","Zabalo"
"360","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-08-05 13:06:51,2018-08-05,"13:06:51","Zabalo"
"361","ZAB28","ZAB28A","Myrmecophaga tridactyla",2018-08-05 15:40:23,2018-08-05,"15:40:23","Zabalo"
"362","ZAB29","ZAB29A","Nothocrax urumutum",2018-08-05 17:14:03,2018-08-05,"17:14:03","Zabalo"
"363","ZAB14","ZAB14A","Cuniculus paca",2018-08-05 23:41:56,2018-08-05,"23:41:56","Zabalo"
"364","ZAB25","ZAB25A","Pecari tajacu",2018-08-06 06:01:30,2018-08-06,"6:01:30","Zabalo"
"365","ZAB25","ZAB25A","Tayassu pecari",2018-08-06 06:04:12,2018-08-06,"6:04:12","Zabalo"
"366","ZAB23","ZAB23B","NA NA",2018-08-06 06:21:49,2018-08-06,"6:21:49","Zabalo"
"367","ZAB25","ZAB25A","Tayassu pecari",2018-08-06 06:36:27,2018-08-06,"6:36:27","Zabalo"
"368","ZAB25","ZAB25A","Dasyprocta fuliginosa",2018-08-06 06:52:50,2018-08-06,"6:52:50","Zabalo"
"369","ZAB10","ZAB10B","Pecari tajacu",2018-08-06 09:36:29,2018-08-06,"9:36:29","Zabalo"
"370","ZAB10","ZAB10A","Pecari tajacu",2018-08-06 09:40:00,2018-08-06,"9:40:00","Zabalo"
"371","ZAB4","ZAB4A","NA NA",2018-08-06 16:57:10,2018-08-06,"16:57:10","Zabalo"
"372","ZAB4","ZAB4A","Psophia crepitans",2018-08-06 17:15:32,2018-08-06,"17:15:32","Zabalo"
"373","ZAB21","ZAB21B","Dasypus novemcinctus",2018-08-06 19:08:04,2018-08-06,"19:08:04","Zabalo"
"374","ZAB24","ZAB24A","Cuniculus paca",2018-08-06 20:04:05,2018-08-06,"20:04:05","Zabalo"
"375","ZAB24","ZAB24A","Cuniculus paca",2018-08-07 00:33:24,2018-08-07,"0:33:24","Zabalo"
"376","ZAB4","ZAB4A","Psophia crepitans",2018-08-07 11:13:36,2018-08-07,"11:13:36","Zabalo"
"377","ZAB8","ZAB8B","Mazama gouazoubira",2018-08-07 14:17:08,2018-08-07,"14:17:08","Zabalo"
"378","ZAB4","ZAB4A","Mazama americana",2018-08-07 15:58:03,2018-08-07,"15:58:03","Zabalo"
"379","ZAB4","ZAB4B","Mazama americana",2018-08-07 17:29:38,2018-08-07,"17:29:38","Zabalo"
"380","ZAB25","ZAB25A","Dasyprocta fuliginosa",2018-08-07 18:06:27,2018-08-07,"18:06:27","Zabalo"
"381","ZAB9","ZAB9A","Cuniculus paca",2018-08-07 20:51:15,2018-08-07,"20:51:15","Zabalo"
"382","ZAB4","ZAB4A","Tayassu pecari",2018-08-08 11:02:30,2018-08-08,"11:02:30","Zabalo"
"383","ZAB24","ZAB24A","Dasyprocta fuliginosa",2018-08-08 12:20:35,2018-08-08,"12:20:35","Zabalo"
"384","ZAB21","ZAB21B","Nasua nasua",2018-08-08 14:20:23,2018-08-08,"14:20:23","Zabalo"
"385","ZAB18","ZAB18A","Dasyprocta fuliginosa",2018-08-08 17:32:51,2018-08-08,"17:32:51","Zabalo"
"386","ZAB4","ZAB4A","Nasua nasua",2018-08-08 18:15:54,2018-08-08,"18:15:54","Zabalo"
"387","ZAB4","ZAB4B","Cebus albifrons",2018-08-08 18:16:30,2018-08-08,"18:16:30","Zabalo"
"388","ZAB24","ZAB24A","Cuniculus paca",2018-08-08 22:34:01,2018-08-08,"22:34:01","Zabalo"
"389","ZAB30","ZAB30B","Mazama gouazoubira",2018-08-09 03:06:46,2018-08-09,"3:06:46","Zabalo"
"390","ZAB8","ZAB8B","Tapirus terrestris",2018-08-09 07:28:13,2018-08-09,"7:28:13","Zabalo"
"391","ZAB17","ZAB17B","Psophia crepitans",2018-08-09 09:32:50,2018-08-09,"9:32:50","Zabalo"
"392","ZAB2","ZAB2B","Dasyprocta fuliginosa",2018-08-09 11:29:07,2018-08-09,"11:29:07","Zabalo"
"393","ZAB4","ZAB4A","Tayassu pecari",2018-08-09 12:40:47,2018-08-09,"12:40:47","Zabalo"
"394","ZAB9","ZAB9A","Pecari tajacu",2018-08-09 14:55:33,2018-08-09,"14:55:33","Zabalo"
"395","ZAB9","ZAB9B","Dasyprocta fuliginosa",2018-08-09 15:02:51,2018-08-09,"15:02:51","Zabalo"
"396","ZAB25","ZAB25A","Mitu salvini",2018-08-09 17:53:40,2018-08-09,"17:53:40","Zabalo"
"397","ZAB17","ZAB17A","Psophia crepitans",2018-08-10 02:23:00,2018-08-10,"2:23:00","Zabalo"
"398","ZAB16","ZAB16A","Mazama gouazoubira",2018-08-10 06:35:37,2018-08-10,"6:35:37","Zabalo"
"399","ZAB4","ZAB4A","Pecari tajacu",2018-08-10 15:11:20,2018-08-10,"15:11:20","Zabalo"
"400","ZAB13","ZAB13A","Mazama gouazoubira",2018-08-10 16:28:00,2018-08-10,"16:28:00","Zabalo"
"401","ZAB29","ZAB29A","Tapirus terrestris",2018-08-10 21:39:09,2018-08-10,"21:39:09","Zabalo"
"402","ZAB24","ZAB24A","Cuniculus paca",2018-08-10 22:32:02,2018-08-10,"22:32:02","Zabalo"
"403","ZAB14","ZAB14A","Dasypus novemcinctus",2018-08-10 23:24:19,2018-08-10,"23:24:19","Zabalo"
"404","ZAB29","ZAB29A","Tapirus terrestris",2018-08-11 00:00:57,2018-08-11,"0:00:57","Zabalo"
"405","ZAB24","ZAB24A","Tapirus terrestris",2018-08-11 06:38:52,2018-08-11,"6:38:52","Zabalo"
"406","ZAB10","ZAB10B","Puma concolor",2018-08-11 09:10:49,2018-08-11,"9:10:49","Zabalo"
"407","ZAB28","ZAB28A","Pecari tajacu",2018-08-11 09:23:34,2018-08-11,"9:23:34","Zabalo"
"408","ZAB28","ZAB28A","Pecari tajacu",2018-08-11 12:15:19,2018-08-11,"12:15:19","Zabalo"
"409","ZAB20","ZAB20B","Myrmecophaga tridactyla",2018-08-11 13:30:36,2018-08-11,"13:30:36","Zabalo"
"410","ZAB24","ZAB24A","Myrmecophaga tridactyla",2018-08-11 16:36:48,2018-08-11,"16:36:48","Zabalo"
"411","ZAB3","ZAB3B","Cuniculus paca",2018-08-12 00:20:19,2018-08-12,"0:20:19","Zabalo"
"412","ZAB8","ZAB8A","Cuniculus paca",2018-08-12 00:59:09,2018-08-12,"0:59:09","Zabalo"
"413","ZAB24","ZAB24A","Penelope jacquacu",2018-08-12 13:25:56,2018-08-12,"13:25:56","Zabalo"
"414","ZAB10","ZAB10B","Pecari tajacu",2018-08-12 16:40:36,2018-08-12,"16:40:36","Zabalo"
"415","ZAB21","ZAB21B","Leopardus pardalis",2018-08-12 21:45:34,2018-08-12,"21:45:34","Zabalo"
"416","ZAB13","ZAB13A","Mazama gouazoubira",2018-08-12 22:05:00,2018-08-12,"22:05:00","Zabalo"
"417","ZAB22","ZAB22A","Cuniculus paca",2018-08-12 22:20:06,2018-08-12,"22:20:06","Zabalo"
"418","ZAB22","ZAB22A","Leopardus pardalis",2018-08-13 00:06:51,2018-08-13,"0:06:51","Zabalo"
"419","ZAB12","ZAB12A","Tamandua tetradactyla",2018-08-13 04:16:24,2018-08-13,"4:16:24","Zabalo"
"420","ZAB18","ZAB18B","Tamandua tetradactyla",2018-08-13 05:28:00,2018-08-13,"5:28:00","Zabalo"
"421","ZAB3","ZAB3B","Mitu salvini",2018-08-13 16:27:26,2018-08-13,"16:27:26","Zabalo"
"422","ZAB9","ZAB9A","NAN NAN",2018-08-13 20:50:56,2018-08-13,"20:50:56","Zabalo"
"423","ZAB9","ZAB9A","NA NA",2018-08-13 20:50:56,2018-08-13,"20:50:56","Zabalo"
"424","ZAB3","ZAB3B","Cuniculus paca",2018-08-13 22:50:24,2018-08-13,"22:50:24","Zabalo"
"425","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-08-14 08:07:08,2018-08-14,"8:07:08","Zabalo"
"426","ZAB8","ZAB8A","Pecari tajacu",2018-08-14 09:39:12,2018-08-14,"9:39:12","Zabalo"
"427","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-08-14 11:08:04,2018-08-14,"11:08:04","Zabalo"
"428","ZAB22","ZAB22A","Dasyprocta fuliginosa",2018-08-14 11:51:14,2018-08-14,"11:51:14","Zabalo"
"429","ZAB23","ZAB23B","Tayassu pecari",2018-08-14 11:58:14,2018-08-14,"11:58:14","Zabalo"
"430","ZAB4","ZAB4A","Psophia crepitans",2018-08-14 13:47:01,2018-08-14,"13:47:01","Zabalo"
"431","ZAB13","ZAB13B","Dasyprocta fuliginosa",2018-08-14 16:03:49,2018-08-14,"16:03:49","Zabalo"
"432","ZAB18","ZAB18B","Dasyprocta fuliginosa",2018-08-14 16:05:00,2018-08-14,"16:05:00","Zabalo"
"433","ZAB2","ZAB2B","Atelocynus microtis",2018-08-14 18:49:50,2018-08-14,"18:49:50","Zabalo"
"434","ZAB4","ZAB4A","Cuniculus paca",2018-08-14 20:09:17,2018-08-14,"20:09:17","Zabalo"
"435","ZAB14","ZAB14B","Dasypus novemcinctus",2018-08-15 00:01:00,2018-08-15,"0:01:00","Zabalo"
"436","ZAB2","ZAB2B","Dasypus novemcinctus",2018-08-15 02:00:12,2018-08-15,"2:00:12","Zabalo"
"437","ZAB13","ZAB13A","Psophia crepitans",2018-08-15 08:17:06,2018-08-15,"8:17:06","Zabalo"
"438","ZAB29","ZAB29A","Mitu salvini",2018-08-15 09:23:19,2018-08-15,"9:23:19","Zabalo"
"439","ZAB28","ZAB28A","Tayassu pecari",2018-08-15 13:54:21,2018-08-15,"13:54:21","Zabalo"
"440","ZAB24","ZAB24A","Penelope jacquacu",2018-08-15 14:23:14,2018-08-15,"14:23:14","Zabalo"
"441","ZAB13","ZAB13A","Myrmecophaga tridactyla",2018-08-15 14:32:00,2018-08-15,"14:32:00","Zabalo"
"442","ZAB25","ZAB25A","Atelocynus microtis",2018-08-15 17:21:41,2018-08-15,"17:21:41","Zabalo"
"443","ZAB30","ZAB30B","Atelocynus microtis",2018-08-15 19:41:48,2018-08-15,"19:41:48","Zabalo"
"444","ZAB4","ZAB4A","Cuniculus paca",2018-08-15 22:20:21,2018-08-15,"22:20:21","Zabalo"
"445","ZAB14","ZAB14A","Dasypus novemcinctus",2018-08-16 06:15:00,2018-08-16,"6:15:00","Zabalo"
"446","ZAB13","ZAB13A","NA NA",2018-08-16 06:40:22,2018-08-16,"6:40:22","Zabalo"
"447","ZAB4","ZAB4A","Tayassu pecari",2018-08-16 06:53:45,2018-08-16,"6:53:45","Zabalo"
"448","ZAB13","ZAB13A","Psophia crepitans",2018-08-16 09:58:50,2018-08-16,"9:58:50","Zabalo"
"449","ZAB23","ZAB23B","Pecari tajacu",2018-08-16 15:38:42,2018-08-16,"15:38:42","Zabalo"
"450","ZAB18","ZAB18A","Tapirus terrestris",2018-08-16 22:40:51,2018-08-16,"22:40:51","Zabalo"
"451","ZAB7","ZAB7A","Tayassu pecari",2018-08-17 07:18:50,2018-08-17,"7:18:50","Zabalo"
"452","ZAB23","ZAB23B","NA NA",2018-08-17 17:33:43,2018-08-17,"17:33:43","Zabalo"
"453","ZAB21","ZAB21B","Nothocrax urumutum",2018-08-17 18:03:25,2018-08-17,"18:03:25","Zabalo"
"454","ZAB22","ZAB22A","Tapirus terrestris",2018-08-18 04:35:57,2018-08-18,"4:35:57","Zabalo"
"455","ZAB22","ZAB22A","Mazama gouazoubira",2018-08-18 04:42:35,2018-08-18,"4:42:35","Zabalo"
"456","ZAB21","ZAB21B","Mazama gouazoubira",2018-08-18 07:13:13,2018-08-18,"7:13:13","Zabalo"
"457","ZAB3","ZAB3A","Tayassu pecari",2018-08-18 09:22:07,2018-08-18,"9:22:07","Zabalo"
"458","ZAB13","ZAB13B","Mazama americana",2018-08-18 12:09:05,2018-08-18,"12:09:05","Zabalo"
"459","ZAB4","ZAB4A","Atelocynus microtis",2018-08-19 06:37:43,2018-08-19,"6:37:43","Zabalo"
"460","ZAB4","ZAB4A","Pecari tajacu",2018-08-19 09:09:05,2018-08-19,"9:09:05","Zabalo"
"461","ZAB18","ZAB18B","Panthera onca",2018-08-19 10:13:00,2018-08-19,"10:13:00","Zabalo"
"462","ZAB16","ZAB16A","Eira barbara",2018-08-19 11:46:17,2018-08-19,"11:46:17","Zabalo"
"463","ZAB16","ZAB16B","Atelocynus microtis",2018-08-19 11:49:27,2018-08-19,"11:49:27","Zabalo"
"464","ZAB13","ZAB13B","Mazama gouazoubira",2018-08-19 18:11:26,2018-08-19,"18:11:26","Zabalo"
"465","ZAB21","ZAB21B","Atelocynus microtis",2018-08-20 09:54:21,2018-08-20,"9:54:21","Zabalo"
